CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,,
#Transmissivity - Fluorescence - PAR data are nominal and unedited except that some records were removed in editing temperature and salinity.,,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,,
#For details on how the transmissivity calibration parameters were calculated see the document Transmissivity_Calculation.pdf.,,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,,
#The Oxygen:Dissolved:CTD calibration was done using the method described in the Sea-Bird Application Note #64-2  (Sea-Bird_64-2_Jun2012.pdf).,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
#The Oxygen:Dissolved:CTD data are considered roughly to be:,,,,,,,,,,,,,,,,,,
#      • ±0.1 ml/l from 0 to 125 dbar,,,,,,,,,,,,,,,,,,
#      • ±0.06 ml/l from 125 dbar to 500 dbar,,,,,,,,,,,,,,,,,,
#      • ±0.04 ml/l from 500 dbar to 2000 dbar,,,,,,,,,,,,,,,,,,
#      • ±0.02 ml/l below 2000 dbar,,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,,
#For details on the processing see processing report 2012-12-proc.pdf,,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,INS:LOCATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:Practical:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],Fluorescence:CTD:Seapoint [mg/m^3],Fluorescence:CTD:Wetlabs [mg/m^3],PAR:CTD [µE/m^2/sec]
#,,,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20120522
STNBR = P4
CASTNO = 6
DATE = 25/05/2012
TIME =  07:20
LATITUDE = 48.64833
LONGITUDE = -126.66683
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W,CTDFLUOR_TSG,CTDFLUOR_TSG_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,,MG/M^3,,MG/M^3,,UE/m^2/sec,
4.3,2,11.0099,2,31.7657,2,292.2,2,63.0,2,0.273,2,0.414,2,,2
5.0,2,11.01,2,31.7659,2,291.7,2,63.1,2,0.25,2,0.42100000000000004,2,,2
6.0,2,11.0105,2,31.766,2,292.1,2,63.0,2,0.221,2,0.429,2,,2
7.1,2,11.011,2,31.7659,2,292.1,2,62.9,2,0.24600000000000002,2,0.43799999999999994,2,,2
8.0,2,11.0114,2,31.7661,2,291.8,2,62.7,2,0.267,2,0.441,2,,2
9.0,2,11.0116,2,31.7661,2,291.7,2,63.0,2,0.26,2,0.469,2,,2
10.0,2,11.0123,2,31.766,2,291.8,2,63.0,2,0.262,2,0.431,2,,2
11.0,2,11.0136,2,31.7663,2,291.8,2,63.1,2,0.25,2,0.408,2,,2
12.0,2,11.0122,2,31.7669,2,291.9,2,62.9,2,0.266,2,0.439,2,,2
13.0,2,10.9986,2,31.7723,2,291.6,2,62.8,2,0.289,2,0.43,2,,2
14.0,2,10.9828,2,31.776999999999997,2,291.5,2,62.5,2,0.271,2,0.431,2,,2
15.0,2,10.9727,2,31.7795,2,291.5,2,62.6,2,0.262,2,0.451,2,,2
16.0,2,10.9348,2,31.7876,2,292.1,2,62.5,2,0.244,2,0.439,2,,2
17.0,2,10.889000000000001,2,31.7928,2,292.0,2,62.4,2,0.249,2,0.47100000000000003,2,,2
18.0,2,10.7996,2,31.7942,2,292.3,2,61.1,2,0.23600000000000002,2,0.41,2,,2
19.0,2,10.7336,2,31.7901,2,293.9,2,62.7,2,0.254,2,0.447,2,,2
20.0,2,10.6286,2,31.7844,2,295.4,2,62.7,2,0.245,2,0.42,2,,2
21.0,2,10.5125,2,31.7887,2,296.4,2,62.6,2,0.23800000000000002,2,0.433,2,,2
22.0,2,10.355,2,31.8118,2,297.4,2,62.9,2,0.26899999999999996,2,0.47,2,,2
23.0,2,10.2037,2,31.8261,2,297.2,2,62.6,2,0.33399999999999996,2,0.527,2,,2
24.0,2,10.1635,2,31.83,2,294.0,2,62.8,2,0.335,2,0.49700000000000005,2,,2
25.0,2,10.1563,2,31.8336,2,286.0,2,63.4,2,0.306,2,0.494,2,,2
26.0,2,10.0628,2,31.8663,2,276.4,2,63.2,2,0.318,2,0.5579999999999999,2,,2
27.0,2,9.8125,2,31.9307,2,274.2,2,63.1,2,0.377,2,0.627,2,,2
28.0,2,9.6306,2,32.1165,2,273.1,2,63.3,2,0.341,2,0.569,2,,2
29.0,2,9.4419,2,32.1982,2,272.9,2,63.3,2,0.418,2,0.5579999999999999,2,,2
30.0,2,9.3384,2,32.245,2,272.1,2,63.2,2,0.359,2,0.556,2,,2
31.0,2,9.2555,2,32.2881,2,270.6,2,63.3,2,0.326,2,0.581,2,,2
32.0,2,9.1656,2,32.3277,2,267.4,2,63.0,2,0.33399999999999996,2,0.565,2,,2
33.0,2,9.0937,2,32.3566,2,263.5,2,63.2,2,0.319,2,0.628,2,,2
34.0,2,9.0092,2,32.3944,2,261.6,2,63.2,2,0.359,2,0.693,2,,2
35.0,2,8.892999999999999,2,32.4465,2,261.4,2,62.0,2,0.355,2,0.615,2,,2
36.0,2,8.8411,2,32.4636,2,262.0,2,62.5,2,0.512,2,0.655,2,,2
37.0,2,8.7796,2,32.4816,2,262.8,2,61.8,2,0.44299999999999995,2,0.703,2,,2
38.0,2,8.7585,2,32.4884,2,263.2,2,62.0,2,0.44299999999999995,2,0.7020000000000001,2,,2
39.0,2,8.7316,2,32.5008,2,263.5,2,62.2,2,0.429,2,0.672,2,,2
40.0,2,8.7089,2,32.513000000000005,2,263.8,2,62.4,2,0.414,2,0.665,2,,2
41.0,2,8.6982,2,32.5201,2,264.8,2,62.6,2,0.419,2,0.6940000000000001,2,,2
42.0,2,8.6917,2,32.5253,2,265.7,2,62.6,2,0.431,2,0.736,2,,2
43.0,2,8.6754,2,32.5307,2,265.2,2,63.1,2,0.449,2,0.615,2,,2
44.0,2,8.6506,2,32.5379,2,265.1,2,63.3,2,0.381,2,0.58,2,,2
45.0,2,8.6497,2,32.5423,2,265.5,2,63.4,2,0.365,2,0.631,2,,2
46.0,2,8.6523,2,32.5455,2,265.3,2,63.4,2,0.364,2,0.5770000000000001,2,,2
47.0,2,8.6451,2,32.5492,2,265.1,2,61.4,2,0.358,2,0.594,2,,2
48.0,2,8.6261,2,32.5543,2,265.1,2,61.8,2,0.348,2,0.568,2,,2
49.0,2,8.6162,2,32.5604,2,265.4,2,63.6,2,0.35,2,0.62,2,,2
50.0,2,8.615,2,32.5663,2,265.7,2,63.6,2,0.321,2,0.545,2,,2
51.0,2,8.5844,2,32.5747,2,265.8,2,63.9,2,0.293,2,0.498,2,,2
52.0,2,8.5672,2,32.5777,2,265.9,2,63.8,2,0.28,2,0.462,2,,2
53.0,2,8.5657,2,32.5779,2,265.8,2,63.8,2,0.294,2,0.462,2,,2
54.0,2,8.5642,2,32.578,2,265.6,2,64.0,2,0.278,2,0.47200000000000003,2,,2
55.0,2,8.5544,2,32.5798,2,265.5,2,64.0,2,0.255,2,0.478,2,,2
56.0,2,8.5295,2,32.5814,2,265.1,2,64.2,2,0.273,2,0.46299999999999997,2,,2
57.0,2,8.5161,2,32.5823,2,264.9,2,64.1,2,0.24100000000000002,2,0.452,2,,2
58.0,2,8.4828,2,32.5865,2,265.3,2,64.3,2,0.21899999999999997,2,0.37200000000000005,2,,2
59.0,2,8.4594,2,32.5964,2,265.3,2,64.3,2,0.205,2,0.379,2,,2
60.0,2,8.4454,2,32.6024,2,265.0,2,64.5,2,0.19899999999999998,2,0.326,2,,2
61.1,2,8.4148,2,32.6065,2,265.2,2,64.6,2,0.256,2,0.405,2,,2
61.9,2,8.4016,2,32.6082,2,264.9,2,64.9,2,0.203,2,0.384,2,,2
63.0,2,8.401,2,32.6101,2,264.6,2,64.7,2,0.222,2,0.341,2,,2
64.0,2,8.4012,2,32.611,2,264.4,2,64.7,2,0.207,2,0.369,2,,2
65.0,2,8.3921,2,32.6137,2,264.3,2,64.6,2,0.179,2,0.415,2,,2
66.0,2,8.3659,2,32.6193,2,264.2,2,64.6,2,0.17600000000000002,2,0.331,2,,2
67.1,2,8.3454,2,32.6251,2,263.6,2,64.7,2,0.163,2,0.33299999999999996,2,,2
67.9,2,8.328,2,32.6288,2,261.3,2,63.9,2,0.17300000000000001,2,0.34600000000000003,2,,2
69.0,2,8.318999999999999,2,32.6316,2,259.1,2,64.8,2,0.971,2,0.295,2,,2
70.0,2,8.3082,2,32.6414,2,258.3,2,64.5,2,0.515,2,0.305,2,,2
71.0,2,8.3155,2,32.654,2,257.1,2,64.5,2,0.318,2,0.309,2,,2
72.0,2,8.3217,2,32.6599,2,255.5,2,64.5,2,0.27699999999999997,2,0.355,2,,2
73.0,2,8.3254,2,32.6632,2,253.7,2,64.2,2,0.233,2,0.355,2,,2
74.0,2,8.3254,2,32.6702,2,253.1,2,64.3,2,0.22399999999999998,2,0.37799999999999995,2,,2
75.0,2,8.3105,2,32.687,2,252.5,2,64.2,2,0.257,2,0.345,2,,2
76.0,2,8.2955,2,32.699,2,257.4,2,64.2,2,0.209,2,0.32,2,,2
77.0,2,8.2566,2,32.7047,2,275.3,2,64.4,2,0.292,2,0.335,2,,2
77.9,2,8.2073,2,32.7159,2,283.1,2,64.4,2,0.201,2,0.344,2,,2
79.0,2,7.9751,2,32.6977,2,287.0,2,63.9,2,0.27899999999999997,2,0.652,2,,2
80.0,2,7.8077,2,32.6705,2,288.6,2,63.9,2,0.365,2,0.8,2,,2
81.0,2,7.7287,2,32.6731,2,289.0,2,63.3,2,0.40700000000000003,2,0.8370000000000001,2,,2
82.1,2,7.6186,2,32.6736,2,289.5,2,63.0,2,0.772,2,0.726,2,,2
82.9,2,7.5386,2,32.6683,2,289.3,2,63.4,2,0.5670000000000001,2,0.789,2,,2
84.2,2,7.465,2,32.6692,2,289.2,2,63.6,2,0.428,2,0.6759999999999999,2,,2
85.0,2,7.4047,2,32.6734,2,288.9,2,63.7,2,0.478,2,0.596,2,,2
86.0,2,7.3343,2,32.6754,2,288.7,2,63.4,2,0.376,2,0.5720000000000001,2,,2
87.0,2,7.3116,2,32.6761,2,288.4,2,64.3,2,0.335,2,0.601,2,,2
88.0,2,7.2974,2,32.677,2,287.9,2,64.4,2,0.363,2,0.64,2,,2
