CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#Transmissivity and PAR data are nominal and unedited except that some records were removed in editing temperature and salinity.,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#Fluorescence data were removed because of severe problems with spikes and higher than usual values at depth suggesting problems with the cable. ,,,,,,,,,,,,,,,,
#The data may be obtained from the chief scientist. ,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#The precision of the Oxygen:Dissolved:CTD channel is difficult to estimate because the comparison with bottles was very noisy but roughly the Oxygen:Dissolved:CTD data should be considered:,,,,,,,,,,,,,,,,
#      • ±0.15 ml/l from 0 to 100 dbar,,,,,,,,,,,,,,,,
#      • ±0.5 ml/l from 100 to 400 dbar (values tend to be too high),,,,,,,,,,,,,,,,
#      • ±0.2 ml/l from 400 to 600 dbar (values tend to be slightly high),,,,,,,,,,,,,,,,
#      • ±0.04 ml/l from 600 to 2000 dbar (values tend to be slightly low),,,,,,,,,,,,,,,,
#      • ±0.01 ml/l below 2500 dbar,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#Transmissometer #1005DR was calibrated in March 2008 and drifted significantly but steadily until July 2009.,,,,,,,,,,,,,,,,
#Then a sudden shift occurred so that maximum values between September 2009 and July 2010 were very low by ~25% / m. ,,,,,,,,,,,,,,,,
#In August 2010 a study was made of transmissivity that led to a decision to apply post-processing corrections to all cruises between March 2008 and June 2010. ,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#Transmissivity data from this cruise were corrected by multiplying the original values by correction factor 2.26 which was based on the assumption that deep offshore transmissivity should be about 62% / m.,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#For details on the transmissometer post-processing see: Transmissometer_1005DR_Corrections.pdf.,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#These data should still be considered nominal.,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#For details on the processing see processing file 2010-01-proc.pdf,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:Practical:CTD [PSS-78],Sigma-t:CTD {kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],PAR:CTD [µE/m^2/sec],Comments
#,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20100202
STNBR = P19
CASTNO = 1
DATE = 08/02/2010
TIME =  08:03
LATITUDE = 49.4995
LONGITUDE = -137.6665
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,,UE/m^2/sec,
2,2,7.0355,2,32.3908,2,294.6,2,52.4,2,,2
3,2,7.0349,2,32.3909,2,295.0,2,52.4,2,,2
4,2,7.0332,2,32.3911,2,295.5,2,52.4,2,,2
5,2,7.0319,2,32.3912,2,295.2,2,52.4,2,,2
6,2,7.0356,2,32.3909,2,294.2,2,52.4,2,,2
7,2,7.0349,2,32.391,2,294.0,2,52.4,2,,2
8,2,7.0360000000000005,2,32.3912,2,294.8,2,52.4,2,,2
9,2,7.042000000000001,2,32.3908,2,295.5,2,52.4,2,,2
10,2,7.037000000000001,2,32.3909,2,295.2,2,52.4,2,,2
11,2,7.0392,2,32.3912,2,294.0,2,52.4,2,,2
12,2,7.042999999999999,2,32.3909,2,293.6,2,52.4,2,,2
13,2,7.0419,2,32.3911,2,295.2,2,52.4,2,,2
14,2,7.0424,2,32.3912,2,295.8,2,52.4,2,,2
15,2,7.0464,2,32.3911,2,295.5,2,52.4,2,,2
16,2,7.0507,2,32.3912,2,294.9,2,52.4,2,,2
17,2,7.0497,2,32.3912,2,294.9,2,52.4,2,,2
18,2,7.0495,2,32.3911,2,295.0,2,52.4,2,,2
19,2,7.0501,2,32.3911,2,295.1,2,52.4,2,,2
20,2,7.0521,2,32.3912,2,296.0,2,52.4,2,,2
21,2,7.0536,2,32.3912,2,295.9,2,52.4,2,,2
22,2,7.0542,2,32.3913,2,294.7,2,52.4,2,,2
23,2,7.0536,2,32.3913,2,293.7,2,52.4,2,,2
24,2,7.053999999999999,2,32.3917,2,293.9,2,52.4,2,,2
25,2,7.053999999999999,2,32.3918,2,294.6,2,52.4,2,,2
26,2,7.0541,2,32.3917,2,294.7,2,52.4,2,,2
27,2,7.0541,2,32.3917,2,295.5,2,52.4,2,,2
28,2,7.0546,2,32.3917,2,294.5,2,52.4,2,,2
29,2,7.0547,2,32.3916,2,294.7,2,52.4,2,,2
30,2,7.055,2,32.3915,2,295.2,2,52.4,2,,2
31,2,7.0552,2,32.3918,2,295.5,2,52.4,2,,2
32,2,7.0547,2,32.391999999999996,2,295.4,2,52.4,2,,2
33,2,7.0519,2,32.393,2,294.6,2,52.4,2,,2
34,2,7.051,2,32.3932,2,294.4,2,52.4,2,,2
35,2,7.051,2,32.3932,2,294.7,2,52.7,2,,2
36,2,7.0507,2,32.3932,2,295.8,2,52.7,2,,2
37,2,7.0506,2,32.3935,2,295.6,2,52.7,2,,2
38,2,7.0503,2,32.3935,2,295.0,2,52.7,2,,2
39,2,7.0502,2,32.3936,2,294.9,2,52.7,2,,2
40,2,7.0499,2,32.3935,2,295.0,2,52.7,2,,2
41,2,7.0496,2,32.3936,2,294.5,2,52.7,2,,2
42,2,7.0485,2,32.3937,2,293.9,2,52.9,2,,2
43,2,7.0483,2,32.3938,2,294.1,2,52.7,2,,2
44,2,7.0482,2,32.3937,2,294.1,2,52.9,2,,2
45,2,7.0481,2,32.3936,2,294.3,2,52.9,2,,2
46,2,7.0481,2,32.3936,2,294.1,2,52.9,2,,2
47,2,7.0484,2,32.3935,2,294.4,2,52.9,2,,2
48,2,7.0485,2,32.3936,2,294.3,2,52.9,2,,2
49,2,7.0484,2,32.3936,2,294.1,2,52.9,2,,2
50,2,7.0481,2,32.3935,2,293.5,2,52.9,2,,2
51,2,7.0479,2,32.3937,2,292.1,2,52.9,2,,2
52,2,7.0474,2,32.3937,2,290.8,2,52.9,2,,2
53,2,7.0474,2,32.3937,2,293.7,2,52.9,2,,2
54,2,7.0475,2,32.3937,2,294.1,2,52.9,2,,2
55,2,7.0475,2,32.3937,2,294.1,2,52.9,2,,2
56,2,7.0476,2,32.3937,2,294.8,2,52.9,2,,2
57,2,7.0477,2,32.3937,2,294.9,2,52.9,2,,2
58,2,7.0477,2,32.3936,2,294.1,2,52.9,2,,2
59,2,7.0475,2,32.3938,2,293.3,2,52.9,2,,2
60,2,7.0473,2,32.3938,2,293.8,2,52.9,2,,2
61,2,7.0473,2,32.3938,2,294.9,2,53.1,2,,2
62,2,7.0474,2,32.3939,2,294.9,2,52.9,2,,2
63,2,7.0477,2,32.3938,2,294.1,2,52.9,2,,2
64,2,7.0477,2,32.3937,2,293.9,2,53.1,2,,2
65,2,7.0476,2,32.3937,2,294.2,2,53.1,2,,2
66,2,7.0472,2,32.3938,2,294.0,2,53.1,2,,2
67,2,7.0469,2,32.3939,2,293.9,2,53.1,2,,2
68,2,7.0464,2,32.394,2,294.6,2,53.1,2,,2
69,2,7.0461,2,32.394,2,293.9,2,53.1,2,,2
70,2,7.0461,2,32.3941,2,293.3,2,53.1,2,,2
71,2,7.0461,2,32.3943,2,294.0,2,53.1,2,,2
72,2,7.0451,2,32.3945,2,294.2,2,53.1,2,,2
73,2,7.0436,2,32.3949,2,293.3,2,53.1,2,,2
74,2,7.0417,2,32.3952,2,293.5,2,53.1,2,,2
75,2,7.0409,2,32.3952,2,294.0,2,53.1,2,,2
76,2,7.0406,2,32.3951,2,294.3,2,53.1,2,,2
77,2,7.0398,2,32.3953,2,294.3,2,53.1,2,,2
78,2,7.0359,2,32.3958,2,293.6,2,53.1,2,,2
79,2,7.0331,2,32.3965,2,293.3,2,53.3,2,,2
80,2,7.0296,2,32.3971,2,293.6,2,53.3,2,,2
81,2,7.0203,2,32.3988,2,293.9,2,53.6,2,,2
82,2,7.0029,2,32.4021,2,294.1,2,53.8,2,,2
83,2,6.9755,2,32.4077,2,294.2,2,53.8,2,,2
84,2,6.9602,2,32.4112,2,293.3,2,54.2,2,,2
85,2,6.9122,2,32.4238,2,292.8,2,54.5,2,,2
86,2,6.8582,2,32.4356,2,292.5,2,54.7,2,,2
87,2,6.8246,2,32.4391,2,292.4,2,54.7,2,,2
88,2,6.7362,2,32.4504,2,293.2,2,54.9,2,,2
89,2,6.6526,2,32.4738,2,293.3,2,55.1,2,,2
