CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#Transmissivity and PAR data are nominal and unedited except that some records were removed in editing temperature and salinity.,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#Fluorescence data were removed because of severe problems with spikes and higher than usual values at depth suggesting problems with the cable. ,,,,,,,,,,,,,,,,
#The data may be obtained from the chief scientist. ,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#The precision of the Oxygen:Dissolved:CTD channel is difficult to estimate because the comparison with bottles was very noisy but roughly the Oxygen:Dissolved:CTD data should be considered:,,,,,,,,,,,,,,,,
#      • ±0.15 ml/l from 0 to 100 dbar,,,,,,,,,,,,,,,,
#      • ±0.5 ml/l from 100 to 400 dbar (values tend to be too high),,,,,,,,,,,,,,,,
#      • ±0.2 ml/l from 400 to 600 dbar (values tend to be slightly high),,,,,,,,,,,,,,,,
#      • ±0.04 ml/l from 600 to 2000 dbar (values tend to be slightly low),,,,,,,,,,,,,,,,
#      • ±0.01 ml/l below 2500 dbar,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#Transmissometer #1005DR was calibrated in March 2008 and drifted significantly but steadily until July 2009.,,,,,,,,,,,,,,,,
#Then a sudden shift occurred so that maximum values between September 2009 and July 2010 were very low by ~25% / m. ,,,,,,,,,,,,,,,,
#In August 2010 a study was made of transmissivity that led to a decision to apply post-processing corrections to all cruises between March 2008 and June 2010. ,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#Transmissivity data from this cruise were corrected by multiplying the original values by correction factor 2.26 which was based on the assumption that deep offshore transmissivity should be about 62% / m.,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#For details on the transmissometer post-processing see: Transmissometer_1005DR_Corrections.pdf.,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#These data should still be considered nominal.,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#For details on the processing see processing file 2010-01-proc.pdf,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:Practical:CTD [PSS-78],Sigma-t:CTD {kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],PAR:CTD [µE/m^2/sec],Comments
#,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20100202
STNBR = P18
CASTNO = 1
DATE = 08/02/2010
TIME =  02:02
LATITUDE = 49.43383
LONGITUDE = -136.66617
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,,UE/m^2/sec,
1,2,7.6661,2,32.4393,2,291.8,2,52.7,2,,2
2,2,7.6678,2,32.4395,2,291.5,2,52.9,2,,2
4,2,7.6647,2,32.4399,2,291.4,2,53.1,2,,2
5,2,7.6617,2,32.44,2,291.8,2,53.1,2,,2
6,2,7.6615,2,32.44,2,291.7,2,53.1,2,,2
7,2,7.6638,2,32.4399,2,291.0,2,53.1,2,,2
8,2,7.6644,2,32.4402,2,290.1,2,53.1,2,,2
9,2,7.6647,2,32.4401,2,289.6,2,53.1,2,,2
10,2,7.6642,2,32.44,2,289.9,2,53.1,2,,2
11,2,7.664,2,32.4402,2,290.8,2,53.1,2,,2
12,2,7.6642,2,32.4403,2,292.2,2,53.1,2,,2
13,2,7.6632,2,32.4406,2,291.3,2,53.1,2,,2
14,2,7.6633,2,32.4408,2,290.5,2,53.1,2,,2
15,2,7.6628,2,32.4407,2,290.5,2,53.1,2,,2
16,2,7.6637,2,32.4406,2,290.8,2,53.1,2,,2
17,2,7.6618,2,32.4406,2,291.9,2,53.1,2,,2
18,2,7.6566,2,32.4406,2,291.2,2,53.1,2,,2
19,2,7.6553,2,32.4406,2,291.5,2,53.1,2,,2
20,2,7.6535,2,32.4407,2,291.6,2,53.3,2,,2
21,2,7.6514,2,32.4407,2,290.9,2,53.3,2,,2
22,2,7.6514,2,32.4407,2,290.5,2,53.3,2,,2
23,2,7.6514,2,32.4406,2,290.4,2,53.3,2,,2
24,2,7.6513,2,32.4407,2,290.9,2,53.3,2,,2
25,2,7.6516,2,32.4407,2,290.2,2,53.3,2,,2
26,2,7.6518,2,32.4405,2,289.5,2,53.3,2,,2
27,2,7.6516,2,32.4407,2,289.9,2,53.3,2,,2
28,2,7.6514,2,32.4407,2,291.0,2,53.3,2,,2
29,2,7.6514,2,32.4407,2,291.5,2,53.3,2,,2
30,2,7.6513,2,32.4407,2,291.6,2,53.3,2,,2
31,2,7.6518,2,32.4406,2,291.2,2,53.3,2,,2
32,2,7.652,2,32.4406,2,290.6,2,53.3,2,,2
33,2,7.6521,2,32.4405,2,290.6,2,53.3,2,,2
34,2,7.652,2,32.4407,2,290.9,2,53.3,2,,2
35,2,7.6519,2,32.4407,2,290.4,2,53.3,2,,2
36,2,7.6513,2,32.4406,2,290.9,2,53.3,2,,2
37,2,7.6502,2,32.4407,2,291.3,2,53.3,2,,2
38,2,7.6497,2,32.4406,2,290.6,2,53.3,2,,2
39,2,7.6495,2,32.4406,2,290.8,2,53.3,2,,2
40,2,7.6496,2,32.4407,2,290.6,2,53.6,2,,2
41,2,7.6497,2,32.4405,2,290.6,2,53.3,2,,2
42,2,7.6496,2,32.4406,2,290.7,2,53.6,2,,2
43,2,7.6492,2,32.4408,2,290.5,2,53.3,2,,2
44,2,7.649,2,32.4407,2,290.1,2,53.6,2,,2
45,2,7.649,2,32.4408,2,290.4,2,53.6,2,,2
46,2,7.6487,2,32.4407,2,290.2,2,53.6,2,,2
47,2,7.6487,2,32.4408,2,290.5,2,53.6,2,,2
48,2,7.6491,2,32.4407,2,290.9,2,53.6,2,,2
