CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#Transmissivity and PAR data are nominal and unedited except that some records were removed in editing temperature and salinity.,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#Fluorescence data were removed because of severe problems with spikes and higher than usual values at depth suggesting problems with the cable. ,,,,,,,,,,,,,,,,
#The data may be obtained from the chief scientist. ,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#The precision of the Oxygen:Dissolved:CTD channel is difficult to estimate because the comparison with bottles was very noisy but roughly the Oxygen:Dissolved:CTD data should be considered:,,,,,,,,,,,,,,,,
#      • ±0.15 ml/l from 0 to 100 dbar,,,,,,,,,,,,,,,,
#      • ±0.5 ml/l from 100 to 400 dbar (values tend to be too high),,,,,,,,,,,,,,,,
#      • ±0.2 ml/l from 400 to 600 dbar (values tend to be slightly high),,,,,,,,,,,,,,,,
#      • ±0.04 ml/l from 600 to 2000 dbar (values tend to be slightly low),,,,,,,,,,,,,,,,
#      • ±0.01 ml/l below 2500 dbar,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#Transmissometer #1005DR was calibrated in March 2008 and drifted significantly but steadily until July 2009.,,,,,,,,,,,,,,,,
#Then a sudden shift occurred so that maximum values between September 2009 and July 2010 were very low by ~25% / m. ,,,,,,,,,,,,,,,,
#In August 2010 a study was made of transmissivity that led to a decision to apply post-processing corrections to all cruises between March 2008 and June 2010. ,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#Transmissivity data from this cruise were corrected by multiplying the original values by correction factor 2.26 which was based on the assumption that deep offshore transmissivity should be about 62% / m.,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#For details on the transmissometer post-processing see: Transmissometer_1005DR_Corrections.pdf.,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#These data should still be considered nominal.,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#For details on the processing see processing file 2010-01-proc.pdf,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:Practical:CTD [PSS-78],Sigma-t:CTD {kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],PAR:CTD [µE/m^2/sec],Comments
#,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20100202
STNBR = P8
CASTNO = 1
DATE = 11/02/2010
TIME =  21:27
LATITUDE = 48.8185
LONGITUDE = -128.66716
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,,UE/m^2/sec,
3,2,8.2915,2,32.2868,2,292.0,2,49.7,2,,2
4,2,8.2908,2,32.2886,2,292.0,2,50.0,2,,2
5,2,8.2915,2,32.2885,2,291.9,2,50.0,2,,2
6,2,8.2903,2,32.2889,2,291.2,2,50.0,2,,2
7,2,8.288,2,32.2893,2,290.7,2,50.0,2,,2
8,2,8.2865,2,32.2896,2,290.3,2,50.0,2,,2
10,2,8.2837,2,32.2903,2,289.5,2,50.0,2,,2
11,2,8.2837,2,32.2902,2,289.3,2,50.0,2,,2
13,2,8.283,2,32.2903,2,289.5,2,50.0,2,,2
15,2,8.2809,2,32.291,2,290.4,2,50.0,2,,2
16,2,8.2808,2,32.2909,2,289.6,2,50.0,2,,2
17,2,8.2833,2,32.2905,2,289.0,2,50.0,2,,2
18,2,8.2856,2,32.29,2,289.3,2,50.0,2,,2
19,2,8.2842,2,32.2903,2,289.7,2,50.0,2,,2
20,2,8.2847,2,32.2902,2,290.2,2,50.2,2,,2
21,2,8.2852,2,32.2901,2,290.7,2,50.2,2,,2
22,2,8.2873,2,32.2898,2,291.2,2,50.2,2,,2
23,2,8.2859,2,32.29,2,291.0,2,50.2,2,,2
24,2,8.2803,2,32.2913,2,290.0,2,50.2,2,,2
25,2,8.2774,2,32.2922,2,289.0,2,50.2,2,,2
26,2,8.2806,2,32.2914,2,288.4,2,50.2,2,,2
27,2,8.2849,2,32.2905,2,288.5,2,50.0,2,,2
28,2,8.2861,2,32.2901,2,288.7,2,50.0,2,,2
29,2,8.2858,2,32.2902,2,290.8,2,50.0,2,,2
30,2,8.2856,2,32.2904,2,291.2,2,50.0,2,,2
31,2,8.2837,2,32.2907,2,290.8,2,50.0,2,,2
32,2,8.2778,2,32.2925,2,290.6,2,50.2,2,,2
33,2,8.2739,2,32.2935,2,290.4,2,50.2,2,,2
34,2,8.2683,2,32.295,2,290.2,2,50.4,2,,2
35,2,8.2605,2,32.2974,2,290.1,2,50.4,2,,2
36,2,8.2558,2,32.2988,2,289.6,2,50.4,2,,2
37,2,8.2525,2,32.2999,2,289.0,2,50.4,2,,2
38,2,8.2515,2,32.3003,2,290.0,2,50.4,2,,2
39,2,8.2529,2,32.2998,2,291.1,2,50.4,2,,2
40,2,8.2559,2,32.2989,2,291.0,2,50.4,2,,2
41,2,8.2521,2,32.3,2,290.5,2,50.4,2,,2
42,2,8.2496,2,32.3013,2,289.7,2,50.4,2,,2
43,2,8.2462,2,32.3025,2,290.1,2,50.6,2,,2
44,2,8.2467,2,32.3022,2,290.8,2,50.4,2,,2
45,2,8.2402,2,32.3049,2,290.2,2,50.6,2,,2
46,2,8.2368,2,32.3058,2,290.4,2,50.6,2,,2
47,2,8.234,2,32.3066,2,290.5,2,50.6,2,,2
48,2,8.2315,2,32.3068,2,290.3,2,50.6,2,,2
49,2,8.2231,2,32.3104,2,290.0,2,50.8,2,,2
50,2,8.2225,2,32.3106,2,289.5,2,50.8,2,,2
51,2,8.2215,2,32.3114,2,289.4,2,50.8,2,,2
52,2,8.2,2,32.3315,2,289.5,2,51.8,2,,2
