CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#Transmissivity and PAR data are nominal and unedited except that some records were removed in editing temperature and salinity.,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#Fluorescence data were removed because of severe problems with spikes and higher than usual values at depth suggesting problems with the cable. ,,,,,,,,,,,,,,,,
#The data may be obtained from the chief scientist. ,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#The precision of the Oxygen:Dissolved:CTD channel is difficult to estimate because the comparison with bottles was very noisy but roughly the Oxygen:Dissolved:CTD data should be considered:,,,,,,,,,,,,,,,,
#      • ±0.15 ml/l from 0 to 100 dbar,,,,,,,,,,,,,,,,
#      • ±0.5 ml/l from 100 to 400 dbar (values tend to be too high),,,,,,,,,,,,,,,,
#      • ±0.2 ml/l from 400 to 600 dbar (values tend to be slightly high),,,,,,,,,,,,,,,,
#      • ±0.04 ml/l from 600 to 2000 dbar (values tend to be slightly low),,,,,,,,,,,,,,,,
#      • ±0.01 ml/l below 2500 dbar,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#Transmissometer #1005DR was calibrated in March 2008 and drifted significantly but steadily until July 2009.,,,,,,,,,,,,,,,,
#Then a sudden shift occurred so that maximum values between September 2009 and July 2010 were very low by ~25% / m. ,,,,,,,,,,,,,,,,
#In August 2010 a study was made of transmissivity that led to a decision to apply post-processing corrections to all cruises between March 2008 and June 2010. ,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#Transmissivity data from this cruise were corrected by multiplying the original values by correction factor 2.26 which was based on the assumption that deep offshore transmissivity should be about 62% / m.,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#For details on the transmissometer post-processing see: Transmissometer_1005DR_Corrections.pdf.,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#These data should still be considered nominal.,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#For details on the processing see processing file 2010-01-proc.pdf,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:Practical:CTD [PSS-78],Sigma-t:CTD {kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],PAR:CTD [µE/m^2/sec],Comments
#,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20100202
STNBR = P7
CASTNO = 1
DATE = 12/02/2010
TIME =  04:33
LATITUDE = 48.77633
LONGITUDE = -128.16467
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,,UE/m^2/sec,
2,2,8.7204,2,32.3308,2,284.7,2,50.4,2,,2
3,2,8.7206,2,32.3311,2,283.9,2,50.2,2,,2
4,2,8.7203,2,32.3314,2,282.4,2,50.6,2,,2
5,2,8.7192,2,32.332,2,280.0,2,50.8,2,,2
8,2,8.7157,2,32.3319,2,285.2,2,51.3,2,,2
9,2,8.7161,2,32.3318,2,285.1,2,51.3,2,,2
10,2,8.7169,2,32.3318,2,285.4,2,51.3,2,,2
11,2,8.7175,2,32.3317,2,285.3,2,51.3,2,,2
12,2,8.7169,2,32.3317,2,285.1,2,51.3,2,,2
13,2,8.7188,2,32.3318,2,284.7,2,51.3,2,,2
14,2,8.7189,2,32.3319,2,284.3,2,51.3,2,,2
15,2,8.7192,2,32.3321,2,284.7,2,51.3,2,,2
16,2,8.7192,2,32.332,2,284.9,2,51.3,2,,2
17,2,8.7195,2,32.332,2,285.0,2,51.3,2,,2
18,2,8.7196,2,32.332,2,285.1,2,51.3,2,,2
19,2,8.7195,2,32.332,2,285.0,2,51.3,2,,2
20,2,8.7199,2,32.3318,2,285.1,2,51.3,2,,2
21,2,8.7203,2,32.3319,2,285.2,2,51.3,2,,2
22,2,8.7209,2,32.332,2,284.9,2,51.3,2,,2
23,2,8.721,2,32.3319,2,284.5,2,51.3,2,,2
24,2,8.7207,2,32.3321,2,284.3,2,51.3,2,,2
25,2,8.7202,2,32.3322,2,284.6,2,51.3,2,,2
26,2,8.7199,2,32.3322,2,285.2,2,51.3,2,,2
27,2,8.7202,2,32.3321,2,285.3,2,51.1,2,,2
28,2,8.7203,2,32.332,2,285.2,2,51.3,2,,2
29,2,8.7204,2,32.3319,2,285.0,2,51.3,2,,2
30,2,8.7201,2,32.332,2,284.9,2,51.3,2,,2
31,2,8.7201,2,32.3316,2,284.5,2,51.3,2,,2
32,2,8.7209,2,32.3319,2,284.1,2,51.3,2,,2
33,2,8.7213,2,32.3319,2,284.1,2,51.3,2,,2
34,2,8.7203,2,32.332,2,284.2,2,51.3,2,,2
35,2,8.7201,2,32.332,2,284.4,2,51.3,2,,2
36,2,8.7201,2,32.332,2,284.4,2,51.3,2,,2
37,2,8.7195,2,32.3322,2,284.7,2,51.3,2,,2
38,2,8.7201,2,32.3321,2,285.2,2,51.3,2,,2
39,2,8.7203,2,32.3322,2,285.1,2,51.3,2,,2
40,2,8.7204,2,32.3324,2,285.2,2,51.3,2,,2
41,2,8.7206,2,32.3322,2,285.2,2,51.3,2,,2
42,2,8.7206,2,32.3323,2,285.0,2,51.3,2,,2
43,2,8.7215,2,32.3324,2,284.7,2,51.3,2,,2
44,2,8.7219,2,32.3323,2,284.3,2,51.3,2,,2
45,2,8.7223,2,32.332,2,284.2,2,51.3,2,,2
46,2,8.7222,2,32.3321,2,284.2,2,51.3,2,,2
47,2,8.7219,2,32.3323,2,284.2,2,51.3,2,,2
48,2,8.7218,2,32.3324,2,284.6,2,51.3,2,,2
49,2,8.722000000000001,2,32.3325,2,285.5,2,51.3,2,,2
50,2,8.7227,2,32.3321,2,285.1,2,51.3,2,,2
51,2,8.7225,2,32.3321,2,284.6,2,51.3,2,,2
52,2,8.7226,2,32.3323,2,284.3,2,51.3,2,,2
53,2,8.7224,2,32.3322,2,284.3,2,51.3,2,,2
54,2,8.7222,2,32.3323,2,284.2,2,51.3,2,,2
55,2,8.7227,2,32.3322,2,283.7,2,51.3,2,,2
56,2,8.7218,2,32.3323,2,283.3,2,51.3,2,,2
57,2,8.7194,2,32.3331,2,283.3,2,51.3,2,,2
59,2,8.7202,2,32.333,2,283.8,2,51.3,2,,2
60,2,8.7222,2,32.3326,2,283.5,2,51.3,2,,2
61,2,8.7221,2,32.3328,2,283.4,2,51.3,2,,2
62,2,8.722000000000001,2,32.3328,2,283.6,2,51.3,2,,2
63,2,8.7222,2,32.3329,2,283.6,2,51.3,2,,2
64,2,8.7216,2,32.3331,2,283.6,2,51.3,2,,2
65,2,8.72,2,32.3335,2,283.6,2,51.3,2,,2
66,2,8.7139,2,32.3349,2,283.7,2,51.1,2,,2
67,2,8.7125,2,32.3353,2,283.8,2,51.3,2,,2
68,2,8.7079,2,32.3363,2,284.2,2,51.3,2,,2
69,2,8.6996,2,32.3402,2,283.9,2,51.3,2,,2
70,2,8.6935,2,32.3422,2,283.8,2,51.3,2,,2
71,2,8.6831,2,32.3467,2,283.6,2,51.3,2,,2
72,2,8.6763,2,32.3508,2,283.4,2,51.5,2,,2
73,2,8.6676,2,32.3578,2,283.2,2,51.5,2,,2
74,2,8.6498,2,32.3712,2,283.2,2,51.8,2,,2
75,2,8.6313,2,32.3835,2,283.1,2,52.0,2,,2
76,2,8.6188,2,32.3919,2,283.1,2,52.0,2,,2
77,2,8.6091,2,32.3975,2,282.8,2,52.0,2,,2
78,2,8.5551,2,32.4331,2,280.4,2,52.4,2,,2
79,2,8.4716,2,32.4941,2,279.1,2,52.9,2,,2
80,2,8.3996,2,32.5375,2,279.1,2,53.3,2,,2
81,2,8.3641,2,32.5533,2,278.3,2,53.3,2,,2
82,2,8.3122,2,32.5837,2,277.2,2,53.6,2,,2
83,2,8.2393,2,32.6331,2,275.6,2,53.8,2,,2
84,2,8.229,2,32.6478,2,274.3,2,53.8,2,,2
88,2,8.2371,2,32.8296,2,249.3,2,53.8,2,,2
89,2,8.1829,2,32.8733,2,248.0,2,54.0,2,,2
90,2,8.0915,2,32.9465,2,246.8,2,54.0,2,,2
91,2,8.0228,2,33.0407,2,245.2,2,54.0,2,,2
92,2,7.9853,2,33.1001,2,243.0,2,54.0,2,,2
93,2,7.9658,2,33.116,2,239.3,2,54.0,2,,2
94,2,7.9632,2,33.1134,2,232.7,2,54.2,2,,2
95,2,7.9506,2,33.1301,2,210.4,2,54.0,2,,2
96,2,7.9367,2,33.1396,2,209.9,2,54.0,2,,2
97,2,7.9007,2,33.155,2,208.4,2,54.0,2,,2
98,2,7.874,2,33.1628,2,206.9,2,54.2,2,,2
99,2,7.8529,2,33.1672,2,205.6,2,54.2,2,,2
100,2,7.83,2,33.1727,2,204.4,2,54.2,2,,2
101,2,7.8051,2,33.1777,2,203.6,2,54.2,2,,2
102,2,7.7792,2,33.1813,2,203.0,2,54.2,2,,2
103,2,7.7451,2,33.1855,2,202.1,2,54.2,2,,2
104,2,7.7034,2,33.1943,2,200.7,2,54.2,2,,2
105,2,7.6299,2,33.2124,2,199.9,2,54.2,2,,2
106,2,7.5476,2,33.2438,2,199.5,2,54.2,2,,2
107,2,7.5113,2,33.2715,2,199.1,2,54.5,2,,2
108,2,7.5024,2,33.2883,2,198.5,2,54.5,2,,2
109,2,7.4994,2,33.3098,2,197.8,2,54.5,2,,2
110,2,7.5002,2,33.3193,2,196.7,2,54.5,2,,2
111,2,7.4982,2,33.3311,2,195.2,2,54.5,2,,2
112,2,7.481,2,33.3833,2,191.8,2,54.5,2,,2
113,2,7.477,2,33.3928,2,187.0,2,54.2,2,,2
114,2,7.4735,2,33.3988,2,182.9,2,54.2,2,,2
115,2,7.4703,2,33.4033,2,180.7,2,54.2,2,,2
