CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#Transmissivity and PAR data are nominal and unedited except that some records were removed in editing temperature and salinity.,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#Fluorescence data were removed because of severe problems with spikes and higher than usual values at depth suggesting problems with the cable. ,,,,,,,,,,,,,,,,
#The data may be obtained from the chief scientist. ,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#The precision of the Oxygen:Dissolved:CTD channel is difficult to estimate because the comparison with bottles was very noisy but roughly the Oxygen:Dissolved:CTD data should be considered:,,,,,,,,,,,,,,,,
#      • ±0.15 ml/l from 0 to 100 dbar,,,,,,,,,,,,,,,,
#      • ±0.5 ml/l from 100 to 400 dbar (values tend to be too high),,,,,,,,,,,,,,,,
#      • ±0.2 ml/l from 400 to 600 dbar (values tend to be slightly high),,,,,,,,,,,,,,,,
#      • ±0.04 ml/l from 600 to 2000 dbar (values tend to be slightly low),,,,,,,,,,,,,,,,
#      • ±0.01 ml/l below 2500 dbar,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#Transmissometer #1005DR was calibrated in March 2008 and drifted significantly but steadily until July 2009.,,,,,,,,,,,,,,,,
#Then a sudden shift occurred so that maximum values between September 2009 and July 2010 were very low by ~25% / m. ,,,,,,,,,,,,,,,,
#In August 2010 a study was made of transmissivity that led to a decision to apply post-processing corrections to all cruises between March 2008 and June 2010. ,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#Transmissivity data from this cruise were corrected by multiplying the original values by correction factor 2.26 which was based on the assumption that deep offshore transmissivity should be about 62% / m.,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#For details on the transmissometer post-processing see: Transmissometer_1005DR_Corrections.pdf.,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#These data should still be considered nominal.,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#For details on the processing see processing file 2010-01-proc.pdf,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:Practical:CTD [PSS-78],Sigma-t:CTD {kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],PAR:CTD [µE/m^2/sec],Comments
#,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20100202
STNBR = P12
CASTNO = 3
DATE = 11/02/2010
TIME =  00:38
LATITUDE = 48.96967
LONGITUDE = -130.6445
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,,UE/m^2/sec,
1,2,8.3121,2,32.3653,2,291.7,2,45.7,2,,2
2,2,8.3139,2,32.3652,2,291.4,2,47.7,2,,2
4,2,8.3152,2,32.3653,2,290.7,2,49.3,2,,2
5,2,8.3128,2,32.3659,2,290.5,2,49.5,2,,2
6,2,8.316,2,32.3651,2,290.4,2,49.5,2,,2
7,2,8.3167,2,32.3651,2,290.3,2,49.5,2,,2
8,2,8.3166,2,32.3651,2,290.5,2,49.5,2,,2
9,2,8.3154,2,32.3654,2,290.5,2,49.5,2,,2
11,2,8.2988,2,32.3697,2,290.1,2,49.5,2,,2
12,2,8.2994,2,32.3696,2,290.4,2,49.5,2,,2
13,2,8.2979,2,32.37,2,291.1,2,49.5,2,,2
14,2,8.3003,2,32.3693,2,290.9,2,49.5,2,,2
15,2,8.3013,2,32.3691,2,290.5,2,49.5,2,,2
16,2,8.3004,2,32.3693,2,291.0,2,49.5,2,,2
17,2,8.2996,2,32.3696,2,291.0,2,49.5,2,,2
18,2,8.3,2,32.3696,2,290.6,2,49.5,2,,2
19,2,8.3002,2,32.3695,2,290.9,2,49.5,2,,2
20,2,8.2944,2,32.371,2,290.8,2,49.5,2,,2
21,2,8.2735,2,32.3758,2,291.2,2,49.7,2,,2
22,2,8.252,2,32.3803,2,291.1,2,49.7,2,,2
23,2,8.2278,2,32.3852,2,291.1,2,49.7,2,,2
24,2,8.2061,2,32.3897,2,290.6,2,50.0,2,,2
25,2,8.2,2,32.391,2,290.3,2,50.0,2,,2
26,2,8.1972,2,32.3912,2,290.5,2,50.2,2,,2
27,2,8.1928,2,32.3918,2,290.6,2,50.2,2,,2
28,2,8.192,2,32.3918,2,290.5,2,50.2,2,,2
29,2,8.191,2,32.3916,2,290.2,2,50.2,2,,2
30,2,8.189,2,32.3921,2,290.0,2,50.4,2,,2
31,2,8.1865,2,32.3927,2,290.9,2,50.4,2,,2
32,2,8.1854,2,32.3931,2,291.2,2,50.4,2,,2
33,2,8.1849,2,32.3961,2,290.7,2,50.4,2,,2
34,2,8.1852,2,32.3965,2,290.1,2,50.4,2,,2
35,2,8.1854,2,32.3969,2,289.8,2,50.4,2,,2
36,2,8.186,2,32.3972,2,289.8,2,50.4,2,,2
37,2,8.1859,2,32.3972,2,290.0,2,50.4,2,,2
38,2,8.1856,2,32.3975,2,290.5,2,50.4,2,,2
39,2,8.1856,2,32.3975,2,291.2,2,50.4,2,,2
40,2,8.1861,2,32.3976,2,291.4,2,50.4,2,,2
41,2,8.1864,2,32.3978,2,291.3,2,50.4,2,,2
42,2,8.1865,2,32.3979,2,290.8,2,50.4,2,,2
43,2,8.1863,2,32.3984,2,290.5,2,50.4,2,,2
44,2,8.1863,2,32.3985,2,290.6,2,50.4,2,,2
45,2,8.1865,2,32.3984,2,290.2,2,50.4,2,,2
46,2,8.1867,2,32.3984,2,289.8,2,50.4,2,,2
47,2,8.1864,2,32.3984,2,289.7,2,50.4,2,,2
48,2,8.1863,2,32.3985,2,290.7,2,50.4,2,,2
49,2,8.1863,2,32.3985,2,291.1,2,50.4,2,,2
