CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#Transmissivity and PAR data are nominal and unedited except that some records were removed in editing temperature and salinity.,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#Fluorescence data were removed because of severe problems with spikes and higher than usual values at depth suggesting problems with the cable. ,,,,,,,,,,,,,,,,
#The data may be obtained from the chief scientist. ,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#The precision of the Oxygen:Dissolved:CTD channel is difficult to estimate because the comparison with bottles was very noisy but roughly the Oxygen:Dissolved:CTD data should be considered:,,,,,,,,,,,,,,,,
#      • ±0.15 ml/l from 0 to 100 dbar,,,,,,,,,,,,,,,,
#      • ±0.5 ml/l from 100 to 400 dbar (values tend to be too high),,,,,,,,,,,,,,,,
#      • ±0.2 ml/l from 400 to 600 dbar (values tend to be slightly high),,,,,,,,,,,,,,,,
#      • ±0.04 ml/l from 600 to 2000 dbar (values tend to be slightly low),,,,,,,,,,,,,,,,
#      • ±0.01 ml/l below 2500 dbar,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#Transmissometer #1005DR was calibrated in March 2008 and drifted significantly but steadily until July 2009.,,,,,,,,,,,,,,,,
#Then a sudden shift occurred so that maximum values between September 2009 and July 2010 were very low by ~25% / m. ,,,,,,,,,,,,,,,,
#In August 2010 a study was made of transmissivity that led to a decision to apply post-processing corrections to all cruises between March 2008 and June 2010. ,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#Transmissivity data from this cruise were corrected by multiplying the original values by correction factor 2.26 which was based on the assumption that deep offshore transmissivity should be about 62% / m.,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#For details on the transmissometer post-processing see: Transmissometer_1005DR_Corrections.pdf.,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#These data should still be considered nominal.,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#For details on the processing see processing file 2010-01-proc.pdf,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:Practical:CTD [PSS-78],Sigma-t:CTD {kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],PAR:CTD [µE/m^2/sec],Comments
#,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20100202
STNBR = P12
CASTNO = 4
DATE = 11/02/2010
TIME =  04:25
LATITUDE = 48.971000000000004
LONGITUDE = -130.66766
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,,UE/m^2/sec,
2,2,8.4762,2,32.3279,2,290.2,2,48.4,2,,2
3,2,8.4766,2,32.3285,2,290.6,2,48.8,2,,2
4,2,8.4769,2,32.3293,2,291.4,2,49.7,2,,2
5,2,8.4765,2,32.3294,2,291.5,2,50.2,2,,2
6,2,8.4744,2,32.3301,2,291.0,2,50.2,2,,2
7,2,8.475,2,32.33,2,290.6,2,50.2,2,,2
8,2,8.4779,2,32.3293,2,290.6,2,50.2,2,,2
9,2,8.4791,2,32.3288,2,290.9,2,50.2,2,,2
10,2,8.4789,2,32.3291,2,290.7,2,50.2,2,,2
11,2,8.4792,2,32.329,2,290.0,2,50.0,2,,2
12,2,8.4789,2,32.3291,2,290.3,2,50.2,2,,2
13,2,8.4794,2,32.3291,2,289.5,2,50.2,2,,2
15,2,8.4789,2,32.3291,2,289.8,2,50.2,2,,2
16,2,8.4777,2,32.3296,2,289.3,2,50.2,2,,2
17,2,8.4775,2,32.3296,2,289.3,2,50.2,2,,2
18,2,8.4761,2,32.33,2,289.7,2,50.2,2,,2
19,2,8.4752,2,32.3303,2,289.7,2,50.2,2,,2
20,2,8.4783,2,32.3293,2,289.3,2,50.2,2,,2
21,2,8.477,2,32.3297,2,289.3,2,50.2,2,,2
22,2,8.4765,2,32.3299,2,289.1,2,50.2,2,,2
23,2,8.4745,2,32.3303,2,289.1,2,50.2,2,,2
24,2,8.4689,2,32.3317,2,289.1,2,50.2,2,,2
25,2,8.4695,2,32.3316,2,289.1,2,50.2,2,,2
26,2,8.4467,2,32.3362,2,289.2,2,50.0,2,,2
27,2,8.4128,2,32.3438,2,289.5,2,50.0,2,,2
28,2,8.4022,2,32.347,2,288.3,2,50.0,2,,2
29,2,8.3858,2,32.3502,2,289.4,2,50.0,2,,2
30,2,8.3874,2,32.3495,2,289.7,2,50.0,2,,2
31,2,8.3755,2,32.3509,2,290.5,2,50.0,2,,2
32,2,8.3443,2,32.3575,2,290.5,2,50.0,2,,2
33,2,8.3293,2,32.3615,2,290.2,2,50.0,2,,2
34,2,8.3224,2,32.361999999999995,2,289.5,2,50.0,2,,2
35,2,8.2982,2,32.3663,2,289.7,2,50.0,2,,2
36,2,8.2716,2,32.3713,2,290.1,2,50.0,2,,2
37,2,8.2606,2,32.3727,2,290.1,2,50.0,2,,2
38,2,8.2479,2,32.3746,2,290.4,2,50.0,2,,2
39,2,8.2432,2,32.3754,2,290.2,2,50.0,2,,2
40,2,8.2423,2,32.3755,2,289.9,2,50.2,2,,2
41,2,8.242,2,32.3754,2,289.9,2,50.0,2,,2
42,2,8.2405,2,32.3758,2,290.0,2,50.2,2,,2
43,2,8.2381,2,32.3766,2,289.3,2,50.2,2,,2
44,2,8.2356,2,32.3776,2,289.3,2,50.2,2,,2
45,2,8.2349,2,32.3777,2,290.2,2,50.2,2,,2
46,2,8.2344,2,32.3778,2,290.5,2,50.2,2,,2
47,2,8.2327,2,32.3785,2,290.5,2,50.2,2,,2
48,2,8.229,2,32.3798,2,290.5,2,50.4,2,,2
49,2,8.2259,2,32.381,2,290.2,2,50.4,2,,2
