CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#Transmissivity and PAR data are nominal and unedited except that some records were removed in editing temperature and salinity.,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#Fluorescence data were removed because of severe problems with spikes and higher than usual values at depth suggesting problems with the cable. ,,,,,,,,,,,,,,,,
#The data may be obtained from the chief scientist. ,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#The precision of the Oxygen:Dissolved:CTD channel is difficult to estimate because the comparison with bottles was very noisy but roughly the Oxygen:Dissolved:CTD data should be considered:,,,,,,,,,,,,,,,,
#      • ±0.15 ml/l from 0 to 100 dbar,,,,,,,,,,,,,,,,
#      • ±0.5 ml/l from 100 to 400 dbar (values tend to be too high),,,,,,,,,,,,,,,,
#      • ±0.2 ml/l from 400 to 600 dbar (values tend to be slightly high),,,,,,,,,,,,,,,,
#      • ±0.04 ml/l from 600 to 2000 dbar (values tend to be slightly low),,,,,,,,,,,,,,,,
#      • ±0.01 ml/l below 2500 dbar,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#Transmissometer #1005DR was calibrated in March 2008 and drifted significantly but steadily until July 2009.,,,,,,,,,,,,,,,,
#Then a sudden shift occurred so that maximum values between September 2009 and July 2010 were very low by ~25% / m. ,,,,,,,,,,,,,,,,
#In August 2010 a study was made of transmissivity that led to a decision to apply post-processing corrections to all cruises between March 2008 and June 2010. ,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#Transmissivity data from this cruise were corrected by multiplying the original values by correction factor 2.26 which was based on the assumption that deep offshore transmissivity should be about 62% / m.,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#For details on the transmissometer post-processing see: Transmissometer_1005DR_Corrections.pdf.,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#These data should still be considered nominal.,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#For details on the processing see processing file 2010-01-proc.pdf,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:Practical:CTD [PSS-78],Sigma-t:CTD {kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],PAR:CTD [µE/m^2/sec],Comments
#,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20100202
STNBR = P4
CASTNO = 3
DATE = 04/02/2010
TIME =  14:29
LATITUDE = 48.65033
LONGITUDE = -126.66666000000001
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,,UE/m^2/sec,
2,2,9.8671,2,32.4499,2,274.6,2,57.0,2,,2
3,2,9.8675,2,32.4501,2,274.6,2,57.0,2,,2
4,2,9.8676,2,32.4502,2,274.7,2,57.0,2,,2
5,2,9.8683,2,32.4503,2,274.7,2,57.0,2,,2
6,2,9.8683,2,32.4502,2,274.8,2,57.0,2,,2
7,2,9.8678,2,32.4502,2,274.5,2,57.0,2,,2
8,2,9.8704,2,32.4507,2,274.4,2,57.0,2,,2
9,2,9.8733,2,32.4511,2,275.2,2,57.0,2,,2
10,2,9.8756,2,32.4516,2,275.0,2,57.0,2,,2
11,2,9.8793,2,32.4522,2,274.9,2,57.0,2,,2
12,2,9.8838,2,32.4531,2,274.7,2,57.0,2,,2
13,2,9.883,2,32.453,2,274.1,2,57.0,2,,2
14,2,9.8835,2,32.453,2,273.6,2,57.2,2,,2
15,2,9.879,2,32.452,2,273.9,2,57.0,2,,2
16,2,9.8843,2,32.4533,2,274.4,2,57.0,2,,2
17,2,9.8836,2,32.4532,2,274.8,2,57.0,2,,2
18,2,9.8846,2,32.4533,2,274.9,2,57.0,2,,2
20,2,9.8852,2,32.4529,2,275.1,2,57.0,2,,2
21,2,9.8857,2,32.4532,2,274.9,2,57.0,2,,2
22,2,9.8852,2,32.4532,2,274.5,2,57.0,2,,2
23,2,9.881,2,32.4524,2,274.0,2,57.0,2,,2
24,2,9.8733,2,32.451,2,275.0,2,57.0,2,,2
25,2,9.8703,2,32.4504,2,275.2,2,57.0,2,,2
26,2,9.8691,2,32.4503,2,274.9,2,57.0,2,,2
27,2,9.8696,2,32.4503,2,274.7,2,57.0,2,,2
28,2,9.8693,2,32.4503,2,274.7,2,57.0,2,,2
29,2,9.8694,2,32.4502,2,275.0,2,57.0,2,,2
30,2,9.8694,2,32.4502,2,275.0,2,57.0,2,,2
31,2,9.8687,2,32.4501,2,274.3,2,57.0,2,,2
32,2,9.8686,2,32.4501,2,274.6,2,57.0,2,,2
33,2,9.8696,2,32.4502,2,275.3,2,57.0,2,,2
34,2,9.8703,2,32.4501,2,275.4,2,57.0,2,,2
35,2,9.8749,2,32.451,2,275.2,2,57.0,2,,2
36,2,9.8801,2,32.4516,2,274.9,2,57.0,2,,2
37,2,9.8725,2,32.4505,2,274.4,2,57.0,2,,2
38,2,9.872,2,32.4509,2,274.4,2,57.0,2,,2
39,2,9.872,2,32.4506,2,274.7,2,57.0,2,,2
40,2,9.872,2,32.4507,2,274.7,2,57.0,2,,2
41,2,9.8732,2,32.4508,2,275.1,2,57.0,2,,2
42,2,9.8716,2,32.4505,2,275.2,2,57.0,2,,2
43,2,9.8721,2,32.4503,2,275.4,2,57.0,2,,2
44,2,9.8722,2,32.4503,2,275.0,2,57.0,2,,2
45,2,9.8739,2,32.4507,2,274.8,2,57.0,2,,2
46,2,9.8788,2,32.4515,2,274.6,2,57.0,2,,2
47,2,9.8815,2,32.4519,2,274.5,2,57.0,2,,2
48,2,9.883,2,32.4521,2,274.8,2,57.0,2,,2
49,2,9.8801,2,32.4518,2,275.2,2,57.0,2,,2
50,2,9.8825,2,32.4521,2,274.7,2,57.0,2,,2
