CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#Transmissivity and PAR data are nominal and unedited except that some records were removed in editing temperature and salinity.,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#Fluorescence data were removed because of severe problems with spikes and higher than usual values at depth suggesting problems with the cable. ,,,,,,,,,,,,,,,,
#The data may be obtained from the chief scientist. ,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#The precision of the Oxygen:Dissolved:CTD channel is difficult to estimate because the comparison with bottles was very noisy but roughly the Oxygen:Dissolved:CTD data should be considered:,,,,,,,,,,,,,,,,
#      • ±0.15 ml/l from 0 to 100 dbar,,,,,,,,,,,,,,,,
#      • ±0.5 ml/l from 100 to 400 dbar (values tend to be too high),,,,,,,,,,,,,,,,
#      • ±0.2 ml/l from 400 to 600 dbar (values tend to be slightly high),,,,,,,,,,,,,,,,
#      • ±0.04 ml/l from 600 to 2000 dbar (values tend to be slightly low),,,,,,,,,,,,,,,,
#      • ±0.01 ml/l below 2500 dbar,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#Transmissometer #1005DR was calibrated in March 2008 and drifted significantly but steadily until July 2009.,,,,,,,,,,,,,,,,
#Then a sudden shift occurred so that maximum values between September 2009 and July 2010 were very low by ~25% / m. ,,,,,,,,,,,,,,,,
#In August 2010 a study was made of transmissivity that led to a decision to apply post-processing corrections to all cruises between March 2008 and June 2010. ,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#Transmissivity data from this cruise were corrected by multiplying the original values by correction factor 2.26 which was based on the assumption that deep offshore transmissivity should be about 62% / m.,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#For details on the transmissometer post-processing see: Transmissometer_1005DR_Corrections.pdf.,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#These data should still be considered nominal.,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#For details on the processing see processing file 2010-01-proc.pdf,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:Practical:CTD [PSS-78],Sigma-t:CTD {kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],PAR:CTD [µE/m^2/sec],Comments
#,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20100202
STNBR = P12
CASTNO = 5
DATE = 11/02/2010
TIME =  06:36
LATITUDE = 48.97567
LONGITUDE = -130.66499
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,,UE/m^2/sec,
1,2,8.5318,2,32.3125,2,296.4,2,50.8,2,,2
2,2,8.5327,2,32.3132,2,296.1,2,50.8,2,,2
3,2,8.532,2,32.3127,2,296.5,2,50.8,2,,2
4,2,8.5335,2,32.3131,2,296.1,2,50.8,2,,2
5,2,8.5334,2,32.313,2,296.4,2,50.8,2,,2
6,2,8.5336,2,32.313,2,296.1,2,50.8,2,,2
7,2,8.5344,2,32.3126,2,296.0,2,50.8,2,,2
8,2,8.5342,2,32.3125,2,295.5,2,50.8,2,,2
9,2,8.5341,2,32.3128,2,295.4,2,50.8,2,,2
10,2,8.5342,2,32.3128,2,295.7,2,50.8,2,,2
11,2,8.535,2,32.3127,2,295.8,2,50.8,2,,2
12,2,8.5352,2,32.3127,2,296.0,2,50.8,2,,2
13,2,8.5358,2,32.313,2,295.7,2,50.8,2,,2
14,2,8.5357,2,32.3133,2,295.8,2,50.8,2,,2
15,2,8.5356,2,32.3133,2,295.8,2,50.8,2,,2
16,2,8.5357,2,32.3133,2,295.5,2,50.8,2,,2
17,2,8.5361,2,32.3133,2,295.3,2,50.8,2,,2
18,2,8.5365,2,32.3131,2,295.0,2,50.8,2,,2
19,2,8.5369,2,32.3131,2,295.0,2,50.8,2,,2
20,2,8.537,2,32.3132,2,295.0,2,50.8,2,,2
21,2,8.5371,2,32.3132,2,294.9,2,50.8,2,,2
22,2,8.5368,2,32.3134,2,294.9,2,50.8,2,,2
23,2,8.5366,2,32.3134,2,295.1,2,50.8,2,,2
24,2,8.5367,2,32.3135,2,295.0,2,50.8,2,,2
25,2,8.5367,2,32.3135,2,295.7,2,50.8,2,,2
26,2,8.5366,2,32.3134,2,295.4,2,50.8,2,,2
27,2,8.5368,2,32.3135,2,295.3,2,50.8,2,,2
28,2,8.5366,2,32.3136,2,294.8,2,50.8,2,,2
29,2,8.5372,2,32.3136,2,294.4,2,50.8,2,,2
30,2,8.5371,2,32.3135,2,294.2,2,50.8,2,,2
31,2,8.533999999999999,2,32.3147,2,294.2,2,50.8,2,,2
32,2,8.5312,2,32.3156,2,294.3,2,50.8,2,,2
33,2,8.5286,2,32.3164,2,294.3,2,50.8,2,,2
34,2,8.529,2,32.3164,2,294.1,2,50.8,2,,2
35,2,8.5299,2,32.316,2,294.5,2,50.8,2,,2
36,2,8.5274,2,32.3169,2,294.2,2,50.8,2,,2
37,2,8.5251,2,32.3176,2,293.5,2,50.8,2,,2
38,2,8.5238,2,32.3179,2,293.7,2,50.8,2,,2
39,2,8.5152,2,32.3207,2,293.8,2,50.8,2,,2
40,2,8.5175,2,32.3199,2,293.5,2,50.8,2,,2
41,2,8.5047,2,32.3245,2,293.8,2,50.8,2,,2
42,2,8.4857,2,32.3309,2,294.3,2,51.1,2,,2
44,2,8.4648,2,32.3367,2,293.7,2,50.8,2,,2
45,2,8.4593,2,32.3385,2,293.5,2,50.8,2,,2
46,2,8.4501,2,32.3415,2,293.4,2,50.8,2,,2
47,2,8.4315,2,32.3481,2,293.1,2,51.1,2,,2
48,2,8.4208,2,32.3519,2,293.0,2,51.1,2,,2
