CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#Transmissivity and PAR data are nominal and unedited except that some records were removed in editing temperature and salinity.,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#Fluorescence data were removed because of severe problems with spikes and higher than usual values at depth suggesting problems with the cable. ,,,,,,,,,,,,,,,,
#The data may be obtained from the chief scientist. ,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#The precision of the Oxygen:Dissolved:CTD channel is difficult to estimate because the comparison with bottles was very noisy but roughly the Oxygen:Dissolved:CTD data should be considered:,,,,,,,,,,,,,,,,
#      • ±0.15 ml/l from 0 to 100 dbar,,,,,,,,,,,,,,,,
#      • ±0.5 ml/l from 100 to 400 dbar (values tend to be too high),,,,,,,,,,,,,,,,
#      • ±0.2 ml/l from 400 to 600 dbar (values tend to be slightly high),,,,,,,,,,,,,,,,
#      • ±0.04 ml/l from 600 to 2000 dbar (values tend to be slightly low),,,,,,,,,,,,,,,,
#      • ±0.01 ml/l below 2500 dbar,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#Transmissometer #1005DR was calibrated in March 2008 and drifted significantly but steadily until July 2009.,,,,,,,,,,,,,,,,
#Then a sudden shift occurred so that maximum values between September 2009 and July 2010 were very low by ~25% / m. ,,,,,,,,,,,,,,,,
#In August 2010 a study was made of transmissivity that led to a decision to apply post-processing corrections to all cruises between March 2008 and June 2010. ,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#Transmissivity data from this cruise were corrected by multiplying the original values by correction factor 2.26 which was based on the assumption that deep offshore transmissivity should be about 62% / m.,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#For details on the transmissometer post-processing see: Transmissometer_1005DR_Corrections.pdf.,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#These data should still be considered nominal.,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#For details on the processing see processing file 2010-01-proc.pdf,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:Practical:CTD [PSS-78],Sigma-t:CTD {kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],PAR:CTD [µE/m^2/sec],Comments
#,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20100202
STNBR = P4
CASTNO = 4
DATE = 04/02/2010
TIME =  16:39
LATITUDE = 48.6495
LONGITUDE = -126.66866
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,,UE/m^2/sec,
2,2,9.9133,2,32.4559,2,274.4,2,56.7,2,,2
3,2,9.9131,2,32.4563,2,274.4,2,57.0,2,,2
4,2,9.9127,2,32.4565,2,274.4,2,56.7,2,,2
5,2,9.913,2,32.4564,2,274.4,2,56.5,2,,2
6,2,9.9133,2,32.4565,2,274.0,2,56.7,2,,2
7,2,9.9134,2,32.4565,2,274.0,2,57.0,2,,2
8,2,9.9131,2,32.4566,2,274.3,2,57.0,2,,2
9,2,9.9136,2,32.4567,2,274.8,2,57.0,2,,2
10,2,9.9135,2,32.4566,2,274.2,2,57.0,2,,2
11,2,9.9132,2,32.4566,2,273.9,2,57.0,2,,2
12,2,9.9138,2,32.4564,2,274.1,2,57.0,2,,2
13,2,9.9145,2,32.4567,2,274.3,2,57.0,2,,2
14,2,9.9148,2,32.4569,2,274.3,2,57.0,2,,2
15,2,9.9152,2,32.4568,2,274.6,2,57.0,2,,2
16,2,9.9156,2,32.4569,2,274.9,2,57.0,2,,2
17,2,9.9158,2,32.4569,2,274.8,2,57.0,2,,2
18,2,9.9165,2,32.4572,2,274.4,2,57.0,2,,2
19,2,9.9167,2,32.4572,2,274.2,2,57.0,2,,2
20,2,9.9167,2,32.4572,2,273.9,2,56.7,2,,2
21,2,9.9168,2,32.4572,2,274.2,2,57.0,2,,2
22,2,9.9168,2,32.4573,2,274.8,2,57.0,2,,2
23,2,9.917,2,32.4573,2,274.5,2,57.0,2,,2
24,2,9.9174,2,32.4572,2,274.0,2,57.0,2,,2
25,2,9.9179,2,32.4571,2,273.6,2,57.0,2,,2
26,2,9.9179,2,32.4571,2,273.7,2,57.0,2,,2
27,2,9.9177,2,32.4571,2,273.5,2,57.0,2,,2
28,2,9.9174,2,32.4573,2,273.1,2,57.0,2,,2
29,2,9.9171,2,32.4573,2,273.8,2,57.0,2,,2
30,2,9.9174,2,32.4572,2,274.2,2,57.0,2,,2
31,2,9.9176,2,32.4572,2,274.4,2,57.0,2,,2
32,2,9.9178,2,32.4571,2,274.4,2,57.0,2,,2
33,2,9.9182,2,32.4579,2,274.3,2,57.0,2,,2
34,2,9.9179,2,32.4582,2,273.9,2,57.0,2,,2
35,2,9.9173,2,32.4584,2,273.7,2,57.0,2,,2
36,2,9.9165,2,32.4586,2,274.0,2,57.0,2,,2
37,2,9.9161,2,32.4588,2,274.0,2,57.0,2,,2
38,2,9.9141,2,32.4594,2,274.0,2,57.0,2,,2
39,2,9.9122,2,32.4592,2,274.0,2,57.0,2,,2
40,2,9.9117,2,32.4596,2,273.8,2,57.0,2,,2
41,2,9.9126,2,32.4593,2,274.2,2,57.0,2,,2
42,2,9.9133,2,32.4596,2,274.1,2,57.0,2,,2
43,2,9.9122,2,32.4597,2,274.1,2,57.0,2,,2
44,2,9.9127,2,32.4593,2,273.8,2,57.0,2,,2
45,2,9.9139,2,32.4588,2,273.6,2,57.0,2,,2
46,2,9.9138,2,32.4588,2,273.7,2,57.0,2,,2
47,2,9.913,2,32.4589,2,274.1,2,57.0,2,,2
48,2,9.9138,2,32.4591,2,274.3,2,57.0,2,,2
