CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#Transmissivity and PAR data are nominal and unedited except that some records were removed in editing temperature and salinity.,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#Fluorescence data were removed because of severe problems with spikes and higher than usual values at depth suggesting problems with the cable. ,,,,,,,,,,,,,,,,
#The data may be obtained from the chief scientist. ,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#The precision of the Oxygen:Dissolved:CTD channel is difficult to estimate because the comparison with bottles was very noisy but roughly the Oxygen:Dissolved:CTD data should be considered:,,,,,,,,,,,,,,,,
#      • ±0.15 ml/l from 0 to 100 dbar,,,,,,,,,,,,,,,,
#      • ±0.5 ml/l from 100 to 400 dbar (values tend to be too high),,,,,,,,,,,,,,,,
#      • ±0.2 ml/l from 400 to 600 dbar (values tend to be slightly high),,,,,,,,,,,,,,,,
#      • ±0.04 ml/l from 600 to 2000 dbar (values tend to be slightly low),,,,,,,,,,,,,,,,
#      • ±0.01 ml/l below 2500 dbar,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#Transmissometer #1005DR was calibrated in March 2008 and drifted significantly but steadily until July 2009.,,,,,,,,,,,,,,,,
#Then a sudden shift occurred so that maximum values between September 2009 and July 2010 were very low by ~25% / m. ,,,,,,,,,,,,,,,,
#In August 2010 a study was made of transmissivity that led to a decision to apply post-processing corrections to all cruises between March 2008 and June 2010. ,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#Transmissivity data from this cruise were corrected by multiplying the original values by correction factor 2.26 which was based on the assumption that deep offshore transmissivity should be about 62% / m.,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#For details on the transmissometer post-processing see: Transmissometer_1005DR_Corrections.pdf.,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#These data should still be considered nominal.,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#For details on the processing see processing file 2010-01-proc.pdf,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:Practical:CTD [PSS-78],Sigma-t:CTD {kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],PAR:CTD [µE/m^2/sec],Comments
#,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20100202
STNBR = P16
CASTNO = 3
DATE = 07/02/2010
TIME =  12:06
LATITUDE = 49.28467
LONGITUDE = -134.6615
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,,UE/m^2/sec,
3,2,8.152999999999999,2,32.3694,2,279.9,2,52.9,2,,2
4,2,8.1531,2,32.3743,2,283.1,2,53.6,2,,2
5,2,8.1532,2,32.424,2,286.6,2,53.6,2,,2
6,2,8.1536,2,32.4443,2,287.3,2,53.6,2,,2
7,2,8.1539,2,32.465,2,287.6,2,53.6,2,,2
8,2,8.154,2,32.4673,2,287.1,2,53.6,2,,2
9,2,8.1541,2,32.4685,2,286.5,2,53.6,2,,2
10,2,8.1543,2,32.4732,2,286.3,2,53.6,2,,2
11,2,8.1543,2,32.4732,2,286.2,2,53.6,2,,2
12,2,8.1544,2,32.4734,2,286.6,2,53.6,2,,2
13,2,8.1548,2,32.4735,2,288.2,2,53.6,2,,2
14,2,8.155,2,32.4734,2,286.8,2,53.6,2,,2
15,2,8.1551,2,32.4734,2,286.6,2,53.6,2,,2
16,2,8.1552,2,32.4734,2,287.2,2,53.6,2,,2
17,2,8.1554,2,32.4735,2,287.8,2,53.6,2,,2
18,2,8.1556,2,32.4734,2,287.9,2,53.6,2,,2
19,2,8.1557,2,32.4737,2,287.8,2,53.6,2,,2
20,2,8.1555,2,32.4737,2,287.6,2,53.6,2,,2
21,2,8.1554,2,32.4738,2,287.8,2,53.6,2,,2
22,2,8.1553,2,32.4739,2,287.9,2,53.6,2,,2
23,2,8.1556,2,32.4737,2,287.0,2,53.6,2,,2
24,2,8.1562,2,32.4736,2,288.5,2,53.6,2,,2
25,2,8.1565,2,32.4735,2,288.6,2,53.6,2,,2
26,2,8.157,2,32.4734,2,288.1,2,53.6,2,,2
27,2,8.1574,2,32.4735,2,287.5,2,53.6,2,,2
28,2,8.1574,2,32.4735,2,287.1,2,53.6,2,,2
29,2,8.1573,2,32.4736,2,287.0,2,53.6,2,,2
30,2,8.1571,2,32.4736,2,287.2,2,53.6,2,,2
31,2,8.1572,2,32.4736,2,287.8,2,53.6,2,,2
32,2,8.157,2,32.4737,2,287.6,2,53.6,2,,2
33,2,8.1573,2,32.4736,2,287.6,2,53.6,2,,2
34,2,8.1578,2,32.4736,2,288.2,2,53.6,2,,2
35,2,8.1572,2,32.4738,2,288.4,2,53.6,2,,2
36,2,8.1576,2,32.4737,2,288.0,2,53.6,2,,2
37,2,8.1587,2,32.4736,2,287.7,2,53.6,2,,2
38,2,8.1585,2,32.4735,2,287.2,2,53.6,2,,2
39,2,8.1579,2,32.4739,2,287.3,2,53.6,2,,2
40,2,8.1569,2,32.4742,2,287.4,2,53.6,2,,2
41,2,8.1576,2,32.4739,2,287.8,2,53.6,2,,2
42,2,8.1576,2,32.474000000000004,2,288.2,2,53.6,2,,2
43,2,8.1576,2,32.474000000000004,2,288.5,2,53.6,2,,2
44,2,8.157,2,32.4742,2,288.6,2,53.6,2,,2
45,2,8.1577,2,32.4741,2,288.3,2,53.6,2,,2
46,2,8.1578,2,32.474000000000004,2,288.0,2,53.6,2,,2
47,2,8.1572,2,32.4743,2,287.7,2,53.6,2,,2
48,2,8.1569,2,32.4745,2,287.2,2,53.6,2,,2
49,2,8.1572,2,32.4744,2,287.3,2,53.6,2,,2
50,2,8.1547,2,32.4754,2,288.1,2,53.6,2,,2
51,2,8.1568,2,32.4746,2,287.7,2,53.6,2,,2
52,2,8.1564,2,32.4747,2,287.7,2,53.6,2,,2
53,2,8.1571,2,32.4747,2,287.6,2,53.3,2,,2
54,2,8.1569,2,32.4747,2,287.2,2,53.6,2,,2
55,2,8.1556,2,32.4751,2,287.1,2,53.6,2,,2
56,2,8.1505,2,32.4768,2,287.6,2,53.6,2,,2
57,2,8.1495,2,32.4771,2,288.0,2,53.3,2,,2
58,2,8.1497,2,32.4771,2,287.4,2,53.3,2,,2
59,2,8.1491,2,32.4772,2,286.8,2,53.3,2,,2
60,2,8.149,2,32.4773,2,287.3,2,53.3,2,,2
61,2,8.1491,2,32.4772,2,288.6,2,53.3,2,,2
62,2,8.1493,2,32.4773,2,288.6,2,53.3,2,,2
63,2,8.1497,2,32.4772,2,287.9,2,53.3,2,,2
64,2,8.151,2,32.4768,2,288.0,2,53.3,2,,2
65,2,8.1511,2,32.4768,2,288.2,2,53.3,2,,2
66,2,8.1511,2,32.4768,2,288.2,2,53.3,2,,2
