CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#Transmissivity and PAR data are nominal and unedited except that some records were removed in editing temperature and salinity.,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#Fluorescence data were removed because of severe problems with spikes and higher than usual values at depth suggesting problems with the cable. ,,,,,,,,,,,,,,,,
#The data may be obtained from the chief scientist. ,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#The precision of the Oxygen:Dissolved:CTD channel is difficult to estimate because the comparison with bottles was very noisy but roughly the Oxygen:Dissolved:CTD data should be considered:,,,,,,,,,,,,,,,,
#      • ±0.15 ml/l from 0 to 100 dbar,,,,,,,,,,,,,,,,
#      • ±0.5 ml/l from 100 to 400 dbar (values tend to be too high),,,,,,,,,,,,,,,,
#      • ±0.2 ml/l from 400 to 600 dbar (values tend to be slightly high),,,,,,,,,,,,,,,,
#      • ±0.04 ml/l from 600 to 2000 dbar (values tend to be slightly low),,,,,,,,,,,,,,,,
#      • ±0.01 ml/l below 2500 dbar,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#Transmissometer #1005DR was calibrated in March 2008 and drifted significantly but steadily until July 2009.,,,,,,,,,,,,,,,,
#Then a sudden shift occurred so that maximum values between September 2009 and July 2010 were very low by ~25% / m. ,,,,,,,,,,,,,,,,
#In August 2010 a study was made of transmissivity that led to a decision to apply post-processing corrections to all cruises between March 2008 and June 2010. ,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#Transmissivity data from this cruise were corrected by multiplying the original values by correction factor 2.26 which was based on the assumption that deep offshore transmissivity should be about 62% / m.,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#For details on the transmissometer post-processing see: Transmissometer_1005DR_Corrections.pdf.,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#These data should still be considered nominal.,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#For details on the processing see processing file 2010-01-proc.pdf,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:Practical:CTD [PSS-78],Sigma-t:CTD {kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],PAR:CTD [µE/m^2/sec],Comments
#,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20100202
STNBR = P17
CASTNO = 1
DATE = 07/02/2010
TIME =  19:51
LATITUDE = 49.35
LONGITUDE = -135.6675
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,,UE/m^2/sec,
3,2,7.7736,2,32.4481,2,290.2,2,53.8,2,,2
4,2,7.7738,2,32.4482,2,289.4,2,53.8,2,,2
5,2,7.7743,2,32.4481,2,290.0,2,53.8,2,,2
6,2,7.7742,2,32.4481,2,289.9,2,53.6,2,,2
7,2,7.7739,2,32.4483,2,289.9,2,53.6,2,,2
8,2,7.774,2,32.4483,2,289.7,2,53.8,2,,2
9,2,7.7744,2,32.4483,2,290.3,2,53.8,2,,2
10,2,7.7755,2,32.4482,2,289.9,2,53.8,2,,2
11,2,7.7753,2,32.4481,2,289.7,2,53.8,2,,2
12,2,7.7753,2,32.4481,2,290.2,2,53.8,2,,2
13,2,7.7755,2,32.4482,2,290.9,2,53.8,2,,2
14,2,7.7761,2,32.4481,2,290.8,2,53.8,2,,2
15,2,7.7765,2,32.4482,2,290.5,2,53.8,2,,2
16,2,7.7763,2,32.4482,2,290.3,2,53.8,2,,2
17,2,7.7761,2,32.4482,2,289.9,2,53.8,2,,2
18,2,7.7761,2,32.4482,2,290.3,2,53.8,2,,2
19,2,7.7756,2,32.4482,2,289.5,2,53.8,2,,2
20,2,7.7748,2,32.4482,2,289.8,2,53.8,2,,2
21,2,7.7748,2,32.4483,2,290.3,2,53.8,2,,2
22,2,7.7744,2,32.4484,2,290.2,2,53.8,2,,2
23,2,7.7746,2,32.4483,2,289.9,2,53.8,2,,2
24,2,7.7747,2,32.4483,2,290.0,2,53.8,2,,2
25,2,7.7751,2,32.4483,2,288.9,2,53.6,2,,2
26,2,7.7753,2,32.4483,2,288.0,2,53.8,2,,2
27,2,7.7758,2,32.4483,2,289.1,2,53.6,2,,2
28,2,7.7756,2,32.4484,2,290.3,2,53.6,2,,2
29,2,7.7754,2,32.4484,2,289.9,2,53.6,2,,2
30,2,7.7764,2,32.4484,2,289.7,2,53.6,2,,2
31,2,7.7758,2,32.4485,2,289.8,2,53.6,2,,2
32,2,7.7757,2,32.4484,2,290.4,2,53.8,2,,2
33,2,7.7759,2,32.4483,2,290.5,2,53.8,2,,2
34,2,7.776,2,32.4483,2,290.4,2,53.6,2,,2
35,2,7.7769,2,32.4483,2,290.3,2,53.8,2,,2
36,2,7.7774,2,32.4483,2,289.1,2,53.8,2,,2
37,2,7.7779,2,32.4483,2,289.4,2,53.8,2,,2
38,2,7.7779,2,32.4484,2,290.2,2,53.8,2,,2
39,2,7.7775,2,32.4485,2,290.0,2,53.8,2,,2
40,2,7.7781,2,32.4483,2,288.6,2,53.8,2,,2
41,2,7.7782,2,32.4482,2,289.2,2,53.8,2,,2
42,2,7.7779,2,32.4483,2,290.1,2,53.8,2,,2
43,2,7.7777,2,32.4485,2,290.0,2,53.8,2,,2
44,2,7.7779,2,32.4484,2,289.5,2,53.8,2,,2
45,2,7.778,2,32.4484,2,289.8,2,53.8,2,,2
46,2,7.7781,2,32.4483,2,289.8,2,53.8,2,,2
47,2,7.7786,2,32.4483,2,289.9,2,53.8,2,,2
48,2,7.7786,2,32.4483,2,290.1,2,53.8,2,,2
49,2,7.7788,2,32.4483,2,289.9,2,53.8,2,,2
