CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#Transmissivity and PAR data are nominal and unedited except that some records were removed in editing temperature and salinity.,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#Fluorescence data were removed because of severe problems with spikes and higher than usual values at depth suggesting problems with the cable. ,,,,,,,,,,,,,,,,
#The data may be obtained from the chief scientist. ,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#The precision of the Oxygen:Dissolved:CTD channel is difficult to estimate because the comparison with bottles was very noisy but roughly the Oxygen:Dissolved:CTD data should be considered:,,,,,,,,,,,,,,,,
#      • ±0.15 ml/l from 0 to 100 dbar,,,,,,,,,,,,,,,,
#      • ±0.5 ml/l from 100 to 400 dbar (values tend to be too high),,,,,,,,,,,,,,,,
#      • ±0.2 ml/l from 400 to 600 dbar (values tend to be slightly high),,,,,,,,,,,,,,,,
#      • ±0.04 ml/l from 600 to 2000 dbar (values tend to be slightly low),,,,,,,,,,,,,,,,
#      • ±0.01 ml/l below 2500 dbar,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#Transmissometer #1005DR was calibrated in March 2008 and drifted significantly but steadily until July 2009.,,,,,,,,,,,,,,,,
#Then a sudden shift occurred so that maximum values between September 2009 and July 2010 were very low by ~25% / m. ,,,,,,,,,,,,,,,,
#In August 2010 a study was made of transmissivity that led to a decision to apply post-processing corrections to all cruises between March 2008 and June 2010. ,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#Transmissivity data from this cruise were corrected by multiplying the original values by correction factor 2.26 which was based on the assumption that deep offshore transmissivity should be about 62% / m.,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#For details on the transmissometer post-processing see: Transmissometer_1005DR_Corrections.pdf.,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#These data should still be considered nominal.,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#For details on the processing see processing file 2010-01-proc.pdf,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:Practical:CTD [PSS-78],Sigma-t:CTD {kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],PAR:CTD [µE/m^2/sec],Comments
#,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20100202
STNBR = P12
CASTNO = 1
DATE = 06/02/2010
TIME =  00:17
LATITUDE = 48.97183
LONGITUDE = -130.67067
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,,UE/m^2/sec,
19,2,8.3626,2,32.3609,2,288.0,2,56.3,2,21.1,2
20,2,8.3622,2,32.3609,2,288.8,2,56.3,2,19.1,2
21,2,8.3621,2,32.3609,2,289.1,2,56.3,2,18.6,2
22,2,8.3619,2,32.3609,2,288.1,2,56.3,2,18.0,2
23,2,8.3623,2,32.3608,2,288.1,2,56.3,2,16.9,2
24,2,8.3627,2,32.3608,2,288.1,2,56.3,2,15.8,2
25,2,8.3633,2,32.3607,2,288.2,2,56.3,2,14.7,2
26,2,8.3638,2,32.3606,2,288.3,2,56.3,2,13.6,2
27,2,8.3634,2,32.3607,2,288.2,2,56.3,2,12.6,2
28,2,8.3632,2,32.3607,2,287.9,2,56.3,2,11.6,2
29,2,8.3633,2,32.3608,2,287.5,2,56.3,2,10.6,2
30,2,8.3631,2,32.3609,2,286.9,2,56.3,2,9.8,2
31,2,8.3632,2,32.3609,2,287.4,2,56.3,2,9.6,2
32,2,8.3635,2,32.3608,2,288.5,2,56.3,2,9.2,2
33,2,8.3636,2,32.3607,2,288.1,2,56.3,2,8.6,2
34,2,8.3636,2,32.3607,2,287.8,2,56.3,2,7.9,2
35,2,8.3636,2,32.3607,2,288.2,2,56.3,2,7.5,2
36,2,8.3636,2,32.3608,2,288.5,2,56.3,2,7.1,2
37,2,8.3637,2,32.3608,2,288.1,2,56.3,2,6.7,2
38,2,8.3641,2,32.3608,2,287.5,2,56.3,2,6.3,2
39,2,8.363999999999999,2,32.3607,2,287.9,2,56.3,2,6.0,2
40,2,8.3639,2,32.3607,2,288.6,2,56.3,2,5.7,2
41,2,8.3639,2,32.3607,2,288.3,2,56.3,2,5.4,2
42,2,8.3635,2,32.3607,2,287.9,2,56.3,2,4.9,2
43,2,8.3634,2,32.3606,2,288.2,2,56.3,2,4.4,2
44,2,8.3632,2,32.3607,2,288.6,2,56.3,2,4.2,2
45,2,8.3633,2,32.3606,2,288.7,2,56.5,2,4.0,2
46,2,8.363,2,32.3606,2,288.3,2,56.5,2,3.8,2
47,2,8.3626,2,32.3608,2,287.6,2,56.5,2,3.6,2
48,2,8.3629,2,32.3608,2,287.5,2,56.5,2,3.5,2
49,2,8.3637,2,32.3605,2,288.0,2,56.3,2,3.3,2
50,2,8.3642,2,32.3604,2,287.7,2,56.3,2,3.1,2
51,2,8.3645,2,32.3604,2,287.5,2,56.5,2,3.0,2
52,2,8.3638,2,32.3605,2,287.5,2,56.5,2,2.8,2
53,2,8.3644,2,32.3606,2,287.4,2,56.3,2,2.6,2
54,2,8.3648,2,32.3603,2,287.5,2,56.5,2,2.4,2
55,2,8.3643,2,32.3607,2,287.5,2,56.5,2,2.2,2
56,2,8.3609,2,32.3612,2,288.1,2,56.5,2,2.2,2
57,2,8.3616,2,32.3611,2,288.0,2,56.5,2,2.1,2
58,2,8.3557,2,32.3624,2,288.1,2,56.5,2,1.9,2
59,2,8.3566,2,32.3621,2,287.9,2,56.5,2,1.8,2
60,2,8.3559,2,32.3623,2,287.6,2,56.5,2,1.7,2
61,2,8.3543,2,32.3625,2,287.5,2,56.7,2,1.6,2
62,2,8.3533,2,32.3628,2,287.2,2,56.7,2,1.5,2
63,2,8.351,2,32.3635,2,287.1,2,56.7,2,1.5,2
64,2,8.3471,2,32.3641,2,286.9,2,56.7,2,1.4,2
65,2,8.3444,2,32.3645,2,286.5,2,56.7,2,1.2,2
66,2,8.3394,2,32.3656,2,287.5,2,57.0,2,1.2,2
67,2,8.3411,2,32.3653,2,287.2,2,57.0,2,1.1,2
68,2,8.3297,2,32.3677,2,287.7,2,57.0,2,1.0,2
69,2,8.3076,2,32.3725,2,287.4,2,57.2,2,1.0,2
70,2,8.2744,2,32.3791,2,287.5,2,57.4,2,0.9,2
71,2,8.2448,2,32.3849,2,287.4,2,57.6,2,0.8,2
72,2,8.2238,2,32.3889,2,286.6,2,57.6,2,0.8,2
73,2,8.1617,2,32.400999999999996,2,286.4,2,57.9,2,0.7,2
74,2,8.0653,2,32.4186,2,286.8,2,58.1,2,0.7,2
75,2,7.996,2,32.4314,2,286.7,2,58.5,2,0.7,2
76,2,7.9308,2,32.4416,2,286.4,2,58.8,2,0.6,2
77,2,7.8797,2,32.4526,2,288.3,2,59.2,2,0.6,2
78,2,7.5332,2,32.5091,2,288.4,2,59.9,2,0.5,2
79,2,7.4327,2,32.5334,2,286.6,2,60.1,2,0.5,2
80,2,6.9506,2,32.6018,2,283.9,2,60.8,2,0.5,2
81,2,6.755,2,32.6424,2,284.5,2,61.0,2,0.5,2
82,2,6.6848,2,32.6509,2,283.2,2,61.5,2,0.5,2
83,2,6.619,2,32.6606,2,282.1,2,61.5,2,0.4,2
84,2,6.4843,2,32.6876,2,281.5,2,61.5,2,0.4,2
85,2,6.3868,2,32.7144,2,280.9,2,61.7,2,0.4,2
86,2,6.3544,2,32.7271,2,279.9,2,61.7,2,0.4,2
87,2,6.3332,2,32.7304,2,277.0,2,61.7,2,0.4,2
88,2,6.2816,2,32.7556,2,276.7,2,61.7,2,0.4,2
89,2,6.2738,2,32.7628,2,276.0,2,61.7,2,0.3,2
90,2,6.2647,2,32.7741,2,275.7,2,61.7,2,0.3,2
91,2,6.2355,2,32.7982,2,275.2,2,61.7,2,0.3,2
92,2,6.2227,2,32.8072,2,274.6,2,61.7,2,0.3,2
93,2,6.2184,2,32.8287,2,273.6,2,61.7,2,0.3,2
94,2,6.2212,2,32.8525,2,272.6,2,61.7,2,0.3,2
95,2,6.2238,2,32.8628,2,271.6,2,61.7,2,0.3,2
96,2,6.2324,2,32.8862,2,270.9,2,61.7,2,0.3,2
97,2,6.2371,2,32.8964,2,270.0,2,61.7,2,0.2,2
98,2,6.2387,2,32.9018,2,268.9,2,61.7,2,0.2,2
100,2,6.252999999999999,2,32.9229,2,267.1,2,61.7,2,0.2,2
101,2,6.2575,2,32.9423,2,266.8,2,61.7,2,0.2,2
102,2,6.2713,2,32.9594,2,265.3,2,61.7,2,0.2,2
103,2,6.3272,2,32.9942,2,264.5,2,61.7,2,0.2,2
104,2,6.3926,2,33.0154,2,263.5,2,61.7,2,0.2,2
105,2,6.4217,2,33.0313,2,262.6,2,61.7,2,0.2,2
106,2,6.4319,2,33.0384,2,261.7,2,61.7,2,0.2,2
107,2,6.4503,2,33.0504,2,255.9,2,61.7,2,0.2,2
108,2,6.4708,2,33.068000000000005,2,255.5,2,61.7,2,0.1,2
109,2,6.483,2,33.0838,2,254.2,2,61.7,2,0.1,2
110,2,6.5156,2,33.1142,2,252.3,2,61.7,2,0.1,2
111,2,6.5164,2,33.1303,2,250.5,2,61.7,2,0.1,2
112,2,6.5120000000000005,2,33.137,2,249.2,2,61.7,2,0.1,2
113,2,6.5178,2,33.1602,2,247.1,2,61.7,2,0.1,2
114,2,6.547000000000001,2,33.1821,2,244.3,2,61.7,2,0.1,2
115,2,6.562,2,33.2142,2,240.9,2,61.7,2,0.1,2
116,2,6.5719,2,33.2284,2,239.1,2,61.7,2,0.1,2
117,2,6.5767,2,33.2331,2,237.2,2,61.7,2,0.1,2
118,2,6.582999999999999,2,33.2368,2,236.6,2,61.7,2,0.1,2
119,2,6.6023,2,33.2547,2,236.1,2,61.7,2,0.1,2
120,2,6.6326,2,33.2784,2,234.7,2,61.7,2,0.1,2
121,2,6.6475,2,33.2917,2,233.4,2,61.7,2,0.1,2
122,2,6.6825,2,33.3168,2,232.3,2,61.7,2,0.1,2
123,2,6.7211,2,33.3408,2,231.3,2,61.7,2,0.1,2
124,2,6.7728,2,33.3745,2,230.4,2,61.9,2,0.1,2
125,2,6.7974,2,33.3995,2,229.5,2,61.9,2,0.1,2
126,2,6.81,2,33.4246,2,227.3,2,61.9,2,0.1,2
127,2,6.813,2,33.4385,2,217.7,2,61.9,2,0.1,2
128,2,6.8144,2,33.4428,2,218.1,2,61.9,2,0.1,2
129,2,6.8154,2,33.4467,2,217.7,2,61.9,2,0.1,2
