CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Transmissivity - Fluorescence - PAR data are nominal and unedited except that some records were removed in editing temperature and salinity.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on how the transmissivity calibration parameters were calculated see the document Transmissivity_Calculation.pdf.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Based on the recommendation from Sea-Bird the method for calibration of Oxygen:Dissolved:CTD concentration was changed from that used for 2011 and some 2012 cruises. ,,,,,,,,,,,,,,,,,
#For more information see the Sea-Bird Application Note #64-2 (Sea-Bird_64-2_Jun2012.pdf).  ,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#The Oxygen:Dissolved:CTD data are of lower quality than usual with small-scale noise.,,,,,,,,,,,,,,,,,
#For casts 0018 to 0022 the Oxygen:Dissolved:CTD data are not considered reliable enough to archive based on comparison with bottles and differences between primary and secondary temperatures for those casts.,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#For other casts the Oxygen:Dissolved:CTD values are considered roughly to be:,,,,,,,,,,,,,,,,,
#      • ±0.5 ml/l from 0 to 150 dbar,,,,,,,,,,,,,,,,,
#      • ±0.3 ml/l from 150 to 300 dbar,,,,,,,,,,,,,,,,,
#      • ±0.1 ml/l from 300 to 500 dbar,,,,,,,,,,,,,,,,,
#      • ±0.06 ml/l from 500 to 2500 dbar,,,,,,,,,,,,,,,,,
#      • ±0.04 ml/l below 2500 dbar,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#The Salinity:CTD data was found to be low by an average of <0.002.,,,,,,,,,,,,,,,,,
#No recalibration was applied.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details processing details see the processing report 2013-17-proc.pdf,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,INS:LOCATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [%/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],Fluorescence:CTD:Seapoint [mg/m^3],PAR:CTD [µE/m^2/sec]
#,,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20130607
STNBR = P12
CASTNO = 3
DATE = 20130611
TIME =  10:59
LATITUDE = 48.96983
LONGITUDE = -130.668
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,MG/M^3,,UE/m^2/sec,
3,2,10.9804,2,32.219,2,286.9,2,1.168,2,,2
4,2,10.9802,2,32.2192,2,286.7,2,1.185,2,,2
5,2,10.9803,2,32.2192,2,286.4,2,1.179,2,,2
6,2,10.9797,2,32.2193,2,285.6,2,1.167,2,,2
7,2,10.9802,2,32.2193,2,286.3,2,1.167,2,,2
8,2,10.9805,2,32.2194,2,286.8,2,1.165,2,,2
9,2,10.9806,2,32.2195,2,287.0,2,1.173,2,,2
10,2,10.981,2,32.2194,2,286.7,2,1.179,2,,2
11,2,10.9805,2,32.2197,2,286.7,2,1.172,2,,2
12,2,10.981,2,32.2197,2,285.1,2,1.17,2,,2
13,2,10.9818,2,32.2196,2,288.0,2,1.162,2,,2
14,2,10.7494,2,32.2313,2,290.3,2,1.273,2,,2
15,2,10.4517,2,32.2411,2,291.7,2,1.291,2,,2
16,2,10.4066,2,32.2365,2,290.8,2,1.2770000000000001,2,,2
17,2,10.3555,2,32.2326,2,289.4,2,1.27,2,,2
18,2,10.0436,2,32.2209,2,294.7,2,1.311,2,,2
19,2,9.8479,2,32.215,2,295.9,2,1.327,2,,2
20,2,9.73,2,32.2172,2,296.0,2,1.331,2,,2
21,2,9.6974,2,32.2163,2,296.7,2,1.329,2,,2
22,2,9.6764,2,32.2169,2,296.4,2,1.334,2,,2
23,2,9.6857,2,32.2203,2,297.0,2,1.337,2,,2
24,2,9.6464,2,32.2212,2,297.7,2,1.354,2,,2
25,2,9.6109,2,32.2229,2,298.4,2,1.3319999999999999,2,,2
26,2,9.588,2,32.2243,2,297.5,2,1.328,2,,2
27,2,9.5698,2,32.2255,2,295.6,2,1.321,2,,2
29,2,9.5236,2,32.2307,2,296.2,2,1.318,2,,2
30,2,9.4869,2,32.2325,2,295.8,2,1.314,2,,2
31,2,9.4617,2,32.2342,2,296.7,2,1.357,2,,2
32,2,9.4196,2,32.2345,2,298.6,2,1.335,2,,2
33,2,9.3358,2,32.2373,2,297.3,2,1.335,2,,2
34,2,9.3064,2,32.2434,2,295.7,2,1.329,2,,2
35,2,9.2884,2,32.2472,2,295.7,2,1.329,2,,2
36,2,9.2123,2,32.2509,2,296.3,2,1.34,2,,2
37,2,9.099,2,32.2607,2,296.4,2,1.357,2,,2
38,2,9.0582,2,32.2649,2,296.6,2,1.364,2,,2
39,2,9.036,2,32.2697,2,294.2,2,1.3619999999999999,2,,2
40,2,8.9827,2,32.2747,2,293.6,2,1.3659999999999999,2,,2
41,2,8.8204,2,32.2885,2,293.1,2,1.3659999999999999,2,,2
42,2,8.6847,2,32.3007,2,292.7,2,1.3619999999999999,2,,2
43,2,8.5222,2,32.3218,2,292.1,2,1.354,2,,2
44,2,8.2895,2,32.3627,2,293.2,2,1.3419999999999999,2,,2
45,2,8.1312,2,32.374,2,294.3,2,1.297,2,,2
46,2,8.0714,2,32.3718,2,296.2,2,1.264,2,,2
47,2,8.027000000000001,2,32.3794,2,297.5,2,1.253,2,,2
48,2,7.9307,2,32.3977,2,298.3,2,1.24,2,,2
49,2,7.8774,2,32.4045,2,298.3,2,1.24,2,,2
50,2,7.857,2,32.4053,2,296.4,2,1.247,2,,2
51,2,7.8157,2,32.4146,2,296.0,2,1.234,2,,2
52,2,7.7489,2,32.425,2,295.6,2,1.2229999999999999,2,,2
53,2,7.6332,2,32.438,2,297.6,2,1.224,2,,2
54,2,7.5633,2,32.4475,2,297.6,2,1.18,2,,2
55,2,7.4761,2,32.457,2,297.0,2,1.1520000000000001,2,,2
56,2,7.3756,2,32.4752,2,296.3,2,1.141,2,,2
57,2,7.2942,2,32.4864,2,297.0,2,1.1159999999999999,2,,2
58,2,7.2722,2,32.4888,2,296.4,2,1.101,2,,2
59,2,7.2585,2,32.4876,2,295.9,2,1.09,2,,2
