CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Transmissivity - Fluorescence - PAR data are nominal and unedited except that some records were removed in editing temperature and salinity.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on how the transmissivity calibration parameters were calculated see the document Transmissivity_Calculation.pdf.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Based on the recommendation from Sea-Bird the method for calibration of Oxygen:Dissolved:CTD concentration was changed from that used for 2011 and some 2012 cruises. ,,,,,,,,,,,,,,,,,
#For more information see the Sea-Bird Application Note #64-2 (Sea-Bird_64-2_Jun2012.pdf).  ,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#The Oxygen:Dissolved:CTD data are of lower quality than usual with small-scale noise.,,,,,,,,,,,,,,,,,
#For casts 0018 to 0022 the Oxygen:Dissolved:CTD data are not considered reliable enough to archive based on comparison with bottles and differences between primary and secondary temperatures for those casts.,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#For other casts the Oxygen:Dissolved:CTD values are considered roughly to be:,,,,,,,,,,,,,,,,,
#      • ±0.5 ml/l from 0 to 150 dbar,,,,,,,,,,,,,,,,,
#      • ±0.3 ml/l from 150 to 300 dbar,,,,,,,,,,,,,,,,,
#      • ±0.1 ml/l from 300 to 500 dbar,,,,,,,,,,,,,,,,,
#      • ±0.06 ml/l from 500 to 2500 dbar,,,,,,,,,,,,,,,,,
#      • ±0.04 ml/l below 2500 dbar,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#The Salinity:CTD data was found to be low by an average of <0.002.,,,,,,,,,,,,,,,,,
#No recalibration was applied.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details processing details see the processing report 2013-17-proc.pdf,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,INS:LOCATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [%/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],Fluorescence:CTD:Seapoint [mg/m^3],PAR:CTD [µE/m^2/sec]
#,,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20130607
STNBR = P3
CASTNO = 1
DATE = 20130608
TIME =  23:50
LATITUDE = 48.62383
LONGITUDE = -126.32933
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,MG/M^3,,UE/m^2/sec,
3,2,12.9699,2,31.2519,2,309.0,2,1.028,2,34.8,2
4,2,12.9613,2,31.252,2,309.8,2,1.082,2,29.4,2
5,2,12.9278,2,31.250999999999998,2,309.8,2,1.207,2,22.7,2
6,2,12.9039,2,31.2505,2,312.0,2,1.245,2,19.6,2
7,2,12.8921,2,31.2502,2,311.6,2,1.331,2,16.3,2
8,2,12.8275,2,31.2492,2,308.5,2,1.41,2,14.3,2
9,2,12.76,2,31.2482,2,305.5,2,1.341,2,13.8,2
10,2,12.7135,2,31.2478,2,303.5,2,1.433,2,12.5,2
11,2,12.6563,2,31.2528,2,301.8,2,1.5,2,12.3,2
12,2,12.3248,2,31.3731,2,301.8,2,1.541,2,10.3,2
13,2,12.1301,2,31.4703,2,299.6,2,1.538,2,8.0,2
14,2,11.9853,2,31.5701,2,296.5,2,1.881,2,6.6,2
15,2,11.8405,2,31.6729,2,293.1,2,1.8519999999999999,2,5.9,2
16,2,11.5983,2,31.8559,2,291.9,2,2.092,2,5.4,2
17,2,11.4681,2,31.92,2,291.1,2,2.22,2,4.8,2
18,2,11.362,2,31.9556,2,290.5,2,2.6,2,3.9,2
19,2,11.275,2,31.9758,2,289.7,2,2.9139999999999997,2,2.9,2
20,2,11.1804,2,32.0007,2,288.5,2,3.161,2,2.1,2
21,2,11.1347,2,32.0162,2,287.7,2,3.134,2,1.6,2
22,2,11.091,2,32.0252,2,286.6,2,3.167,2,1.3,2
23,2,11.0375,2,32.0278,2,282.6,2,3.187,2,1.1,2
24,2,10.9676,2,32.0397,2,278.5,2,3.239,2,1.0,2
25,2,10.8827,2,32.0549,2,278.0,2,2.948,2,0.8,2
26,2,10.4698,2,32.1009,2,279.4,2,2.5980000000000003,2,0.7,2
27,2,10.0407,2,32.1435,2,280.4,2,2.521,2,0.5,2
28,2,9.6125,2,32.1973,2,281.8,2,2.04,2,0.4,2
29,2,9.3185,2,32.2379,2,283.4,2,1.666,2,0.4,2
30,2,8.9184,2,32.2754,2,284.5,2,1.374,2,0.4,2
31,2,8.6096,2,32.3029,2,284.9,2,1.22,2,0.4,2
32,2,8.4345,2,32.3354,2,285.3,2,1.143,2,0.4,2
33,2,8.2916,2,32.3589,2,286.3,2,1.095,2,0.4,2
34,2,8.2001,2,32.3735,2,286.6,2,1.04,2,0.5,2
35,2,8.1382,2,32.3851,2,286.4,2,1.004,2,0.5,2
36,2,8.0742,2,32.4006,2,286.7,2,0.988,2,0.5,2
37,2,8.0295,2,32.4118,2,286.4,2,0.965,2,0.5,2
38,2,8.0113,2,32.418,2,284.6,2,0.948,2,0.4,2
39,2,7.9904,2,32.4264,2,283.2,2,0.9420000000000001,2,0.4,2
40,2,7.9201,2,32.4447,2,282.1,2,0.9209999999999999,2,0.4,2
41,2,7.8705,2,32.4558,2,280.5,2,0.907,2,0.5,2
42,2,7.8522,2,32.4627,2,279.2,2,0.912,2,0.5,2
43,2,7.8374,2,32.4685,2,278.1,2,0.899,2,0.4,2
