CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Transmissivity - Fluorescence - PAR data are nominal and unedited except that some records were removed in editing temperature and salinity.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on how the transmissivity calibration parameters were calculated see the document Transmissivity_Calculation.pdf.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Based on the recommendation from Sea-Bird the method for calibration of Oxygen:Dissolved:CTD concentration was changed from that used for 2011 and some 2012 cruises. ,,,,,,,,,,,,,,,,,
#For more information see the Sea-Bird Application Note #64-2 (Sea-Bird_64-2_Jun2012.pdf).  ,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#The Oxygen:Dissolved:CTD data are of lower quality than usual with small-scale noise.,,,,,,,,,,,,,,,,,
#For casts 0018 to 0022 the Oxygen:Dissolved:CTD data are not considered reliable enough to archive based on comparison with bottles and differences between primary and secondary temperatures for those casts.,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#For other casts the Oxygen:Dissolved:CTD values are considered roughly to be:,,,,,,,,,,,,,,,,,
#      • ±0.5 ml/l from 0 to 150 dbar,,,,,,,,,,,,,,,,,
#      • ±0.3 ml/l from 150 to 300 dbar,,,,,,,,,,,,,,,,,
#      • ±0.1 ml/l from 300 to 500 dbar,,,,,,,,,,,,,,,,,
#      • ±0.06 ml/l from 500 to 2500 dbar,,,,,,,,,,,,,,,,,
#      • ±0.04 ml/l below 2500 dbar,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#The Salinity:CTD data was found to be low by an average of <0.002.,,,,,,,,,,,,,,,,,
#No recalibration was applied.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details processing details see the processing report 2013-17-proc.pdf,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,INS:LOCATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [%/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],Fluorescence:CTD:Seapoint [mg/m^3],PAR:CTD [µE/m^2/sec]
#,,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20130607
STNBR = P4
CASTNO = 7
DATE = 20130623
TIME =  01:01
LATITUDE = 48.6515
LONGITUDE = -126.66666000000001
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,MG/M^3,,UE/m^2/sec,
3,2,14.7675,2,31.8922,2,269.7,2,1.6909999999999998,2,,2
4,2,14.7817,2,31.8905,2,269.9,2,1.705,2,,2
5,2,14.609000000000002,2,31.9092,2,270.7,2,1.73,2,,2
6,2,14.4584,2,31.9244,2,271.5,2,1.7309999999999999,2,,2
7,2,14.4006,2,31.9285,2,270.9,2,1.735,2,,2
8,2,14.3275,2,31.9384,2,271.6,2,1.751,2,,2
9,2,14.2856,2,31.9448,2,272.4,2,1.749,2,,2
10,2,14.1658,2,31.9599,2,273.2,2,1.756,2,,2
11,2,14.1023,2,31.9633,2,273.4,2,1.751,2,,2
12,2,14.0723,2,31.9622,2,273.4,2,1.757,2,,2
13,2,14.0592,2,31.9619,2,273.7,2,1.764,2,,2
14,2,14.0624,2,31.9651,2,273.0,2,1.7730000000000001,2,,2
15,2,14.0421,2,31.9632,2,271.0,2,1.776,2,,2
16,2,14.0273,2,31.9628,2,270.8,2,1.778,2,,2
17,2,14.0296,2,31.9646,2,276.0,2,1.791,2,,2
18,2,14.0202,2,31.9644,2,282.3,2,1.8019999999999998,2,,2
19,2,13.9847,2,31.9639,2,285.4,2,1.821,2,,2
20,2,13.6073,2,31.9623,2,288.1,2,1.8659999999999999,2,,2
21,2,12.8263,2,32.0384,2,292.2,2,1.9280000000000002,2,,2
22,2,12.5449,2,32.0659,2,292.4,2,1.99,2,,2
23,2,12.3911,2,32.0669,2,292.8,2,2.035,2,,2
24,2,12.1347,2,32.0872,2,293.5,2,2.116,2,,2
25,2,11.9965,2,32.0799,2,290.7,2,2.126,2,,2
26,2,11.8593,2,32.0872,2,285.2,2,2.194,2,,2
27,2,11.7802,2,32.122,2,281.8,2,2.406,2,,2
28,2,11.6533,2,32.1546,2,284.3,2,2.58,2,,2
29,2,11.3868,2,32.1865,2,289.1,2,2.648,2,,2
30,2,10.9991,2,32.2157,2,293.0,2,2.6860000000000004,2,,2
31,2,10.2967,2,32.2717,2,295.2,2,2.781,2,,2
32,2,9.9049,2,32.2987,2,294.1,2,2.844,2,,2
33,2,9.6875,2,32.3092,2,294.5,2,2.89,2,,2
34,2,9.4762,2,32.3159,2,296.9,2,2.83,2,,2
35,2,9.2867,2,32.3256,2,298.8,2,2.6189999999999998,2,,2
36,2,8.862,2,32.3615,2,300.9,2,2.454,2,,2
37,2,8.8084,2,32.3955,2,300.6,2,2.441,2,,2
38,2,8.857000000000001,2,32.4105,2,300.0,2,2.44,2,,2
39,2,8.8797,2,32.4207,2,299.4,2,2.417,2,,2
40,2,8.8137,2,32.4242,2,298.7,2,2.3930000000000002,2,,2
41,2,8.7693,2,32.4276,2,297.2,2,2.379,2,,2
42,2,8.7425,2,32.4319,2,295.7,2,2.37,2,,2
43,2,8.7227,2,32.4351,2,293.5,2,2.359,2,,2
44,2,8.6909,2,32.4349,2,290.6,2,2.343,2,,2
45,2,8.6089,2,32.4266,2,289.6,2,2.312,2,,2
46,2,8.5422,2,32.423,2,288.5,2,2.294,2,,2
47,2,8.4519,2,32.4291,2,287.5,2,2.242,2,,2
48,2,8.2613,2,32.4337,2,287.7,2,2.194,2,,2
49,2,8.217,2,32.4367,2,287.1,2,2.148,2,,2
50,2,8.2078,2,32.4439,2,287.3,2,2.115,2,,2
51,2,8.1263,2,32.4546,2,287.9,2,2.075,2,,2
52,2,8.0787,2,32.4611,2,287.6,2,2.051,2,,2
53,2,8.0543,2,32.4635,2,286.2,2,2.031,2,,2
54,2,8.0241,2,32.4701,2,284.6,2,2.011,2,,2
55,2,8.0207,2,32.469,2,283.2,2,2.015,2,,2
56,2,7.9670000000000005,2,32.4757,2,282.2,2,2.002,2,,2
57,2,7.8937,2,32.4835,2,282.0,2,1.9869999999999999,2,,2
58,2,7.8417,2,32.4894,2,281.4,2,1.9780000000000002,2,,2
59,2,7.816,2,32.4949,2,279.8,2,1.969,2,,2
60,2,7.7626,2,32.5054,2,278.6,2,1.952,2,,2
61,2,7.7473,2,32.5076,2,278.3,2,1.9469999999999998,2,,2
62,2,7.7098,2,32.5184,2,278.2,2,1.9409999999999998,2,,2
63,2,7.6762,2,32.5334,2,277.4,2,1.931,2,,2
64,2,7.6728,2,32.5352,2,276.4,2,1.929,2,,2
65,2,7.6644,2,32.5401,2,274.9,2,1.925,2,,2
66,2,7.654,2,32.547,2,273.0,2,1.9269999999999998,2,,2
67,2,7.6406,2,32.5517,2,270.5,2,1.912,2,,2
68,2,7.6046,2,32.5646,2,266.7,2,1.906,2,,2
69,2,7.5589,2,32.5845,2,263.1,2,1.9040000000000001,2,,2
70,2,7.5338,2,32.6004,2,259.4,2,1.8940000000000001,2,,2
71,2,7.5289,2,32.6269,2,257.0,2,1.886,2,,2
72,2,7.5136,2,32.6527,2,255.9,2,1.874,2,,2
73,2,7.5025,2,32.6861,2,254.5,2,1.88,2,,2
74,2,7.4888,2,32.7186,2,252.1,2,1.867,2,,2
75,2,7.4875,2,32.7223,2,250.5,2,1.8630000000000002,2,,2
76,2,7.4738,2,32.7468,2,249.5,2,1.855,2,,2
77,2,7.4617,2,32.7666,2,247.9,2,1.8559999999999999,2,,2
78,2,7.4588,2,32.7731,2,246.3,2,1.861,2,,2
79,2,7.457000000000001,2,32.7776,2,244.7,2,1.859,2,,2
80,2,7.4513,2,32.7913,2,242.9,2,1.857,2,,2
81,2,7.4432,2,32.8114,2,240.7,2,1.857,2,,2
82,2,7.4341,2,32.8274,2,239.1,2,1.855,2,,2
83,2,7.4187,2,32.8486,2,237.6,2,1.849,2,,2
84,2,7.4043,2,32.8788,2,234.4,2,1.848,2,,2
85,2,7.4023,2,32.8975,2,228.2,2,1.8530000000000002,2,,2
86,2,7.4005,2,32.9052,2,222.0,2,1.85,2,,2
87,2,7.3932,2,32.94,2,219.0,2,1.8419999999999999,2,,2
88,2,7.3876,2,32.9829,2,217.5,2,1.8330000000000002,2,,2
89,2,7.3836,2,33.0278,2,216.1,2,1.827,2,,2
90,2,7.3799,2,33.0717,2,214.5,2,1.821,2,,2
91,2,7.3565,2,33.101,2,213.2,2,1.8159999999999998,2,,2
92,2,7.3589,2,33.1231,2,212.5,2,1.808,2,,2
93,2,7.3660000000000005,2,33.135999999999996,2,212.1,2,1.8030000000000002,2,,2
94,2,7.3646,2,33.1526,2,211.2,2,1.8019999999999998,2,,2
95,2,7.3622,2,33.16,2,210.9,2,1.7990000000000002,2,,2
96,2,7.3557,2,33.1695,2,210.7,2,1.7990000000000002,2,,2
97,2,7.3446,2,33.1847,2,209.8,2,1.796,2,,2
98,2,7.3304,2,33.1963,2,208.5,2,1.801,2,,2
99,2,7.3257,2,33.2006,2,208.2,2,1.8030000000000002,2,,2
100,2,7.3246,2,33.2027,2,209.1,2,1.8,2,,2
101,2,7.3176,2,33.2221,2,209.6,2,1.796,2,,2
102,2,7.2913,2,33.2463,2,209.4,2,1.795,2,,2
103,2,7.2638,2,33.2603,2,209.1,2,1.796,2,,2
104,2,7.2576,2,33.2659,2,209.1,2,1.796,2,,2
105,2,7.2509,2,33.2748,2,208.3,2,1.796,2,,2
106,2,7.2468,2,33.2816,2,207.2,2,1.795,2,,2
107,2,7.2444,2,33.2894,2,205.8,2,1.797,2,,2
108,2,7.244,2,33.2941,2,205.1,2,1.791,2,,2
109,2,7.2436,2,33.3004,2,206.2,2,1.794,2,,2
110,2,7.2422,2,33.3177,2,207.5,2,1.7890000000000001,2,,2
111,2,7.2395,2,33.3424,2,206.4,2,1.7890000000000001,2,,2
112,2,7.2075,2,33.358000000000004,2,203.4,2,1.791,2,,2
113,2,7.1641,2,33.3749,2,200.8,2,1.7890000000000001,2,,2
114,2,7.1983,2,33.4043,2,200.1,2,1.788,2,,2
115,2,7.2289,2,33.4256,2,199.8,2,1.788,2,,2
116,2,7.2468,2,33.4381,2,197.8,2,1.787,2,,2
117,2,7.2392,2,33.4438,2,193.5,2,1.7830000000000001,2,,2
118,2,7.2449,2,33.4614,2,187.7,2,1.7830000000000001,2,,2
119,2,7.2742,2,33.5116,2,183.2,2,1.778,2,,2
120,2,7.2928,2,33.5252,2,179.7,2,1.778,2,,2
121,2,7.3433,2,33.549,2,175.7,2,1.7790000000000001,2,,2
122,2,7.3641,2,33.5573,2,169.5,2,1.777,2,,2
123,2,7.3917,2,33.569,2,164.9,2,1.7730000000000001,2,,2
124,2,7.4037,2,33.5789,2,164.0,2,1.77,2,,2
125,2,7.4491,2,33.6043,2,165.2,2,1.771,2,,2
126,2,7.4715,2,33.6202,2,164.8,2,1.7790000000000001,2,,2
127,2,7.4674,2,33.6315,2,161.6,2,1.7719999999999998,2,,2
128,2,7.4153,2,33.6414,2,158.4,2,1.767,2,,2
129,2,7.4381,2,33.6634,2,155.6,2,1.764,2,,2
130,2,7.4453,2,33.6699,2,153.1,2,1.7630000000000001,2,,2
131,2,7.4578,2,33.6797,2,151.2,2,1.764,2,,2
132,2,7.4637,2,33.6907,2,150.5,2,1.765,2,,2
133,2,7.4675,2,33.7007,2,150.9,2,1.766,2,,2
134,2,7.4634,2,33.7089,2,151.0,2,1.767,2,,2
135,2,7.4547,2,33.7178,2,150.7,2,1.7630000000000001,2,,2
136,2,7.4411,2,33.7258,2,149.8,2,1.768,2,,2
137,2,7.4373,2,33.7294,2,148.8,2,1.767,2,,2
138,2,7.4348,2,33.734,2,147.9,2,1.764,2,,2
139,2,7.431,2,33.7418,2,147.9,2,1.764,2,,2
140,2,7.4267,2,33.7466,2,148.0,2,1.7690000000000001,2,,2
141,2,7.4216,2,33.7508,2,148.2,2,1.7690000000000001,2,,2
142,2,7.4071,2,33.7599,2,148.1,2,1.767,2,,2
143,2,7.3774,2,33.7746,2,148.1,2,1.7690000000000001,2,,2
144,2,7.3646,2,33.7803,2,147.8,2,1.77,2,,2
145,2,7.3549,2,33.785,2,148.1,2,1.7730000000000001,2,,2
146,2,7.352,2,33.7876,2,148.7,2,1.77,2,,2
147,2,7.348,2,33.7899,2,149.0,2,1.778,2,,2
148,2,7.3391,2,33.7931,2,149.0,2,1.771,2,,2
149,2,7.3323,2,33.7954,2,149.0,2,1.77,2,,2
150,2,7.3315,2,33.7955,2,148.7,2,1.777,2,,2
151,2,7.331,2,33.7958,2,148.7,2,1.777,2,,2
152,2,7.3247,2,33.799,2,148.9,2,1.775,2,,2
153,2,7.3211,2,33.8011,2,148.7,2,1.778,2,,2
154,2,7.3165,2,33.8036,2,147.9,2,1.778,2,,2
155,2,7.3106,2,33.8062,2,147.4,2,1.778,2,,2
156,2,7.3068,2,33.8082,2,147.1,2,1.776,2,,2
157,2,7.2968,2,33.8124,2,147.1,2,1.777,2,,2
158,2,7.2762,2,33.8204,2,146.7,2,1.7790000000000001,2,,2
159,2,7.2726,2,33.8215,2,146.2,2,1.778,2,,2
160,2,7.2659,2,33.8238,2,145.7,2,1.777,2,,2
161,2,7.2558,2,33.8271,2,145.4,2,1.778,2,,2
162,2,7.2424,2,33.8327,2,144.6,2,1.777,2,,2
163,2,7.2354,2,33.8358,2,144.5,2,1.78,2,,2
