CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Transmissivity - Fluorescence - PAR data are nominal and unedited except that some records were removed in editing temperature and salinity.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on how the transmissivity calibration parameters were calculated see the document Transmissivity_Calculation.pdf.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Based on the recommendation from Sea-Bird the method for calibration of Oxygen:Dissolved:CTD concentration was changed from that used for 2011 and some 2012 cruises. ,,,,,,,,,,,,,,,,,
#For more information see the Sea-Bird Application Note #64-2 (Sea-Bird_64-2_Jun2012.pdf).  ,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#The Oxygen:Dissolved:CTD data are of lower quality than usual with small-scale noise.,,,,,,,,,,,,,,,,,
#For casts 0018 to 0022 the Oxygen:Dissolved:CTD data are not considered reliable enough to archive based on comparison with bottles and differences between primary and secondary temperatures for those casts.,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#For other casts the Oxygen:Dissolved:CTD values are considered roughly to be:,,,,,,,,,,,,,,,,,
#      • ±0.5 ml/l from 0 to 150 dbar,,,,,,,,,,,,,,,,,
#      • ±0.3 ml/l from 150 to 300 dbar,,,,,,,,,,,,,,,,,
#      • ±0.1 ml/l from 300 to 500 dbar,,,,,,,,,,,,,,,,,
#      • ±0.06 ml/l from 500 to 2500 dbar,,,,,,,,,,,,,,,,,
#      • ±0.04 ml/l below 2500 dbar,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#The Salinity:CTD data was found to be low by an average of <0.002.,,,,,,,,,,,,,,,,,
#No recalibration was applied.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details processing details see the processing report 2013-17-proc.pdf,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,INS:LOCATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [%/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],Fluorescence:CTD:Seapoint [mg/m^3],PAR:CTD [µE/m^2/sec]
#,,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20130607
STNBR = P16
CASTNO = 4
DATE = 20130613
TIME =  02:57
LATITUDE = 49.28717
LONGITUDE = -134.67233000000002
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,MG/M^3,,UE/m^2/sec,
3,2,10.1114,2,32.3898,2,291.9,2,2.167,2,,2
4,2,10.1112,2,32.3899,2,291.5,2,2.293,2,,2
5,2,10.1112,2,32.3897,2,291.0,2,2.217,2,,2
6,2,10.1112,2,32.3899,2,291.1,2,2.252,2,,2
7,2,10.1118,2,32.3899,2,291.8,2,2.346,2,,2
8,2,10.1117,2,32.3901,2,291.8,2,2.286,2,,2
9,2,10.1109,2,32.39,2,291.8,2,2.2640000000000002,2,,2
10,2,10.1103,2,32.3898,2,292.0,2,2.278,2,,2
11,2,10.1105,2,32.3899,2,291.9,2,2.3209999999999997,2,,2
12,2,10.1106,2,32.39,2,291.9,2,2.6180000000000003,2,,2
13,2,10.111,2,32.39,2,291.9,2,2.333,2,,2
14,2,10.1119,2,32.3902,2,291.8,2,2.344,2,,2
15,2,10.1134,2,32.3901,2,291.6,2,2.3169999999999997,2,,2
16,2,10.1136,2,32.3902,2,291.8,2,2.296,2,,2
17,2,10.1135,2,32.3904,2,291.7,2,2.329,2,,2
18,2,10.1137,2,32.3902,2,291.7,2,2.324,2,,2
19,2,10.1139,2,32.3903,2,291.5,2,2.343,2,,2
20,2,10.1143,2,32.3903,2,291.8,2,2.322,2,,2
21,2,10.1145,2,32.3903,2,291.8,2,2.346,2,,2
22,2,10.1146,2,32.3903,2,292.1,2,2.349,2,,2
23,2,10.1144,2,32.3904,2,292.1,2,2.332,2,,2
24,2,10.1146,2,32.3902,2,291.8,2,2.339,2,,2
25,2,10.1149,2,32.3903,2,292.1,2,2.416,2,,2
26,2,10.115,2,32.3904,2,291.5,2,2.3609999999999998,2,,2
27,2,10.115,2,32.3904,2,290.7,2,2.349,2,,2
28,2,10.1151,2,32.3904,2,290.8,2,2.369,2,,2
29,2,10.1134,2,32.3903,2,290.3,2,2.7710000000000004,2,,2
30,2,10.0679,2,32.3869,2,288.3,2,2.563,2,,2
31,2,9.9748,2,32.3859,2,288.5,2,2.55,2,,2
32,2,9.9488,2,32.384,2,290.3,2,2.468,2,,2
33,2,9.8892,2,32.3883,2,290.5,2,2.3890000000000002,2,,2
34,2,9.7874,2,32.3896,2,291.8,2,2.418,2,,2
35,2,9.2846,2,32.3713,2,296.1,2,2.551,2,,2
36,2,9.0453,2,32.3721,2,297.9,2,2.56,2,,2
37,2,8.8997,2,32.3811,2,299.0,2,2.5789999999999997,2,,2
38,2,8.8226,2,32.3851,2,299.5,2,2.509,2,,2
39,2,8.7472,2,32.385999999999996,2,299.7,2,2.438,2,,2
40,2,8.7214,2,32.3876,2,299.5,2,2.399,2,,2
41,2,8.6957,2,32.3943,2,299.4,2,2.397,2,,2
42,2,8.6608,2,32.3977,2,299.0,2,2.342,2,,2
43,2,8.6439,2,32.3949,2,298.0,2,2.296,2,,2
44,2,8.6222,2,32.3986,2,298.1,2,2.2430000000000003,2,,2
45,2,8.6016,2,32.4009,2,298.2,2,2.197,2,,2
46,2,8.5506,2,32.4013,2,297.3,2,2.092,2,,2
