CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Transmissivity - Fluorescence - PAR data are nominal and unedited except that some records were removed in editing temperature and salinity.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on how the transmissivity calibration parameters were calculated see the document Transmissivity_Calculation.pdf.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Based on the recommendation from Sea-Bird the method for calibration of Oxygen:Dissolved:CTD concentration was changed from that used for 2011 and some 2012 cruises. ,,,,,,,,,,,,,,,,,
#For more information see the Sea-Bird Application Note #64-2 (Sea-Bird_64-2_Jun2012.pdf).  ,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#The Oxygen:Dissolved:CTD data are of lower quality than usual with small-scale noise.,,,,,,,,,,,,,,,,,
#For casts 0018 to 0022 the Oxygen:Dissolved:CTD data are not considered reliable enough to archive based on comparison with bottles and differences between primary and secondary temperatures for those casts.,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#For other casts the Oxygen:Dissolved:CTD values are considered roughly to be:,,,,,,,,,,,,,,,,,
#      • ±0.5 ml/l from 0 to 150 dbar,,,,,,,,,,,,,,,,,
#      • ±0.3 ml/l from 150 to 300 dbar,,,,,,,,,,,,,,,,,
#      • ±0.1 ml/l from 300 to 500 dbar,,,,,,,,,,,,,,,,,
#      • ±0.06 ml/l from 500 to 2500 dbar,,,,,,,,,,,,,,,,,
#      • ±0.04 ml/l below 2500 dbar,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#The Salinity:CTD data was found to be low by an average of <0.002.,,,,,,,,,,,,,,,,,
#No recalibration was applied.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details processing details see the processing report 2013-17-proc.pdf,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,INS:LOCATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [%/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],Fluorescence:CTD:Seapoint [mg/m^3],PAR:CTD [µE/m^2/sec]
#,,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20130607
STNBR = PA-007
CASTNO = 2
DATE = 20130617
TIME =  23:32
LATITUDE = 50.13517
LONGITUDE = -144.81433
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,MG/M^3,,UE/m^2/sec,
4,2,9.1712,2,32.5204,2,296.0,2,1.7269999999999999,2,339.7,2
5,2,9.1695,2,32.5204,2,295.8,2,1.729,2,310.6,2
6,2,9.1688,2,32.5205,2,296.1,2,1.7380000000000002,2,262.4,2
7,2,9.168,2,32.5204,2,295.4,2,1.75,2,249.6,2
8,2,9.1614,2,32.5202,2,295.5,2,1.79,2,213.5,2
9,2,9.155,2,32.5207,2,295.3,2,1.821,2,189.0,2
10,2,9.1498,2,32.5203,2,296.3,2,1.8519999999999999,2,170.7,2
11,2,9.1499,2,32.5204,2,295.6,2,1.875,2,162.5,2
12,2,9.1498,2,32.5204,2,295.6,2,1.8869999999999998,2,148.9,2
13,2,9.1456,2,32.5203,2,296.0,2,1.9580000000000002,2,132.1,2
14,2,9.1463,2,32.5203,2,295.6,2,2.012,2,119.4,2
15,2,9.1446,2,32.5204,2,295.8,2,1.9669999999999999,2,111.4,2
16,2,9.1501,2,32.5203,2,295.9,2,1.955,2,103.4,2
17,2,9.144,2,32.5203,2,295.8,2,1.989,2,96.6,2
18,2,9.1452,2,32.5203,2,295.8,2,2.005,2,89.7,2
19,2,9.1351,2,32.5202,2,296.6,2,2.025,2,82.5,2
20,2,9.131,2,32.5201,2,296.9,2,2.0340000000000003,2,76.3,2
21,2,9.1228,2,32.5198,2,296.4,2,2.06,2,71.3,2
22,2,9.1175,2,32.5198,2,295.6,2,2.092,2,66.4,2
23,2,9.1163,2,32.5197,2,295.6,2,2.109,2,61.5,2
24,2,9.0977,2,32.5195,2,296.2,2,2.125,2,56.9,2
25,2,9.0832,2,32.5191,2,296.4,2,2.147,2,53.3,2
26,2,9.0696,2,32.5189,2,296.4,2,2.149,2,49.4,2
27,2,9.0637,2,32.5189,2,296.6,2,2.166,2,46.0,2
28,2,9.0551,2,32.5186,2,296.7,2,2.186,2,42.8,2
29,2,9.0413,2,32.5184,2,296.9,2,2.198,2,39.8,2
30,2,9.0283,2,32.518,2,297.0,2,2.2359999999999998,2,37.1,2
31,2,9.017999999999999,2,32.5179,2,296.4,2,2.254,2,34.5,2
32,2,9.0147,2,32.518,2,296.4,2,2.259,2,32.0,2
33,2,9.0128,2,32.518,2,296.6,2,2.282,2,29.4,2
34,2,9.0117,2,32.5182,2,296.2,2,2.294,2,27.2,2
35,2,9.0101,2,32.5182,2,296.3,2,2.306,2,25.2,2
36,2,9.0083,2,32.5184,2,295.9,2,2.335,2,23.3,2
37,2,9.0049,2,32.5184,2,296.3,2,2.319,2,21.4,2
38,2,8.9951,2,32.5185,2,295.6,2,2.307,2,19.8,2
39,2,8.9903,2,32.5187,2,292.3,2,2.3,2,18.4,2
40,2,8.9833,2,32.5185,2,285.1,2,2.283,2,17.0,2
41,2,8.9719,2,32.5187,2,280.1,2,2.26,2,15.7,2
42,2,8.8841,2,32.5188,2,282.4,2,2.2319999999999998,2,14.6,2
43,2,8.4344,2,32.5193,2,288.6,2,2.18,2,13.6,2
44,2,7.4976,2,32.5288,2,296.4,2,2.126,2,12.7,2
45,2,7.0089999999999995,2,32.5361,2,299.6,2,2.092,2,11.8,2
46,2,6.5024,2,32.5402,2,304.2,2,2.079,2,10.8,2
47,2,6.3213,2,32.5507,2,306.7,2,2.075,2,10.0,2
48,2,6.1654,2,32.5539,2,308.1,2,2.088,2,9.3,2
49,2,6.0141,2,32.556999999999995,2,309.0,2,2.07,2,8.7,2
50,2,5.966,2,32.5574,2,308.4,2,2.039,2,8.1,2
51,2,5.8768,2,32.5605,2,308.7,2,2.033,2,7.5,2
52,2,5.8065,2,32.5669,2,309.3,2,2.045,2,7.1,2
53,2,5.7344,2,32.5666,2,308.9,2,2.05,2,6.6,2
54,2,5.6158,2,32.5657,2,309.5,2,2.045,2,6.2,2
55,2,5.5686,2,32.5656,2,310.0,2,1.99,2,5.8,2
56,2,5.497000000000001,2,32.5724,2,310.4,2,1.9680000000000002,2,5.4,2
57,2,5.4341,2,32.5727,2,311.0,2,1.9769999999999999,2,5.1,2
58,2,5.4083,2,32.5731,2,311.5,2,1.944,2,4.8,2
59,2,5.3818,2,32.5756,2,311.6,2,1.954,2,4.6,2
60,2,5.3469,2,32.5752,2,311.0,2,1.939,2,4.3,2
61,2,5.3176,2,32.5772,2,310.3,2,1.9069999999999998,2,4.1,2
62,2,5.3056,2,32.5809,2,309.5,2,1.892,2,3.9,2
63,2,5.3256,2,32.5892,2,308.9,2,1.8869999999999998,2,3.6,2
64,2,5.3069,2,32.5893,2,309.4,2,1.891,2,3.4,2
65,2,5.2538,2,32.5874,2,310.0,2,1.857,2,3.2,2
66,2,5.2042,2,32.5853,2,310.4,2,1.8459999999999999,2,3.1,2
67,2,5.1706,2,32.5862,2,310.9,2,1.848,2,2.9,2
68,2,5.1593,2,32.588,2,311.1,2,1.831,2,2.7,2
69,2,5.1516,2,32.5885,2,311.1,2,1.829,2,2.6,2
70,2,5.1495,2,32.5889,2,310.7,2,1.817,2,2.5,2
71,2,5.1431,2,32.5898,2,310.8,2,1.82,2,2.4,2
72,2,5.1331,2,32.5902,2,311.0,2,1.829,2,2.3,2
73,2,5.1212,2,32.5916,2,311.2,2,1.8430000000000002,2,2.1,2
74,2,5.1059,2,32.5926,2,311.5,2,1.8230000000000002,2,2.0,2
75,2,5.0912,2,32.5932,2,311.9,2,1.821,2,1.9,2
76,2,5.0677,2,32.5956,2,311.7,2,1.814,2,1.8,2
77,2,5.0554,2,32.5969,2,311.8,2,1.814,2,1.7,2
78,2,5.0407,2,32.5995,2,312.4,2,1.8119999999999998,2,1.6,2
79,2,5.0343,2,32.6008,2,313.0,2,1.8,2,1.6,2
80,2,5.029,2,32.6008,2,312.7,2,1.786,2,1.5,2
81,2,5.0155,2,32.6024,2,313.0,2,1.7819999999999998,2,1.4,2
82,2,5.0066,2,32.6033,2,313.4,2,1.78,2,1.3,2
83,2,4.9992,2,32.6046,2,312.7,2,1.777,2,1.3,2
84,2,4.993,2,32.6053,2,311.8,2,1.781,2,1.2,2
85,2,4.9836,2,32.6073,2,311.2,2,1.775,2,1.2,2
86,2,4.9727,2,32.6094,2,310.9,2,1.766,2,1.1,2
87,2,4.9516,2,32.609,2,310.5,2,1.767,2,1.1,2
88,2,4.9318,2,32.6084,2,310.4,2,1.761,2,1.0,2
89,2,4.9163,2,32.6081,2,310.0,2,1.757,2,1.0,2
90,2,4.8971,2,32.6109,2,310.3,2,1.755,2,0.9,2
91,2,4.8755,2,32.6112,2,311.4,2,1.745,2,0.9,2
92,2,4.8707,2,32.6128,2,311.4,2,1.7469999999999999,2,0.8,2
93,2,4.8649,2,32.6148,2,311.5,2,1.744,2,0.8,2
94,2,4.8711,2,32.6193,2,311.3,2,1.742,2,0.8,2
95,2,4.8646,2,32.6221,2,310.9,2,1.742,2,0.7,2
96,2,4.8543,2,32.6239,2,311.1,2,1.7369999999999999,2,0.7,2
97,2,4.8483,2,32.6244,2,310.7,2,1.739,2,0.7,2
98,2,4.8388,2,32.6263,2,310.8,2,1.729,2,0.6,2
99,2,4.8295,2,32.6287,2,310.7,2,1.7280000000000002,2,0.6,2
100,2,4.823,2,32.6295,2,310.2,2,1.7280000000000002,2,0.6,2
101,2,4.8177,2,32.6317,2,310.2,2,1.7409999999999999,2,0.6,2
102,2,4.813,2,32.6366,2,310.5,2,1.729,2,0.5,2
103,2,4.8132,2,32.639,2,310.5,2,1.7209999999999999,2,0.5,2
104,2,4.8124,2,32.64,2,309.3,2,1.714,2,0.5,2
105,2,4.8094,2,32.6415,2,308.9,2,1.715,2,0.5,2
106,2,4.8,2,32.6435,2,308.9,2,1.71,2,0.5,2
107,2,4.7765,2,32.6483,2,309.2,2,1.7080000000000002,2,0.4,2
108,2,4.7691,2,32.6506,2,308.7,2,1.704,2,0.4,2
