CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Transmissivity - Fluorescence - PAR data are nominal and unedited except that some records were removed in editing temperature and salinity.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on how the transmissivity calibration parameters were calculated see the document Transmissivity_Calculation.pdf.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Based on the recommendation from Sea-Bird the method for calibration of Oxygen:Dissolved:CTD concentration was changed from that used for 2011 and some 2012 cruises. ,,,,,,,,,,,,,,,,,
#For more information see the Sea-Bird Application Note #64-2 (Sea-Bird_64-2_Jun2012.pdf).  ,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#The Oxygen:Dissolved:CTD data are of lower quality than usual with small-scale noise.,,,,,,,,,,,,,,,,,
#For casts 0018 to 0022 the Oxygen:Dissolved:CTD data are not considered reliable enough to archive based on comparison with bottles and differences between primary and secondary temperatures for those casts.,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#For other casts the Oxygen:Dissolved:CTD values are considered roughly to be:,,,,,,,,,,,,,,,,,
#      • ±0.5 ml/l from 0 to 150 dbar,,,,,,,,,,,,,,,,,
#      • ±0.3 ml/l from 150 to 300 dbar,,,,,,,,,,,,,,,,,
#      • ±0.1 ml/l from 300 to 500 dbar,,,,,,,,,,,,,,,,,
#      • ±0.06 ml/l from 500 to 2500 dbar,,,,,,,,,,,,,,,,,
#      • ±0.04 ml/l below 2500 dbar,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#The Salinity:CTD data was found to be low by an average of <0.002.,,,,,,,,,,,,,,,,,
#No recalibration was applied.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details processing details see the processing report 2013-17-proc.pdf,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,INS:LOCATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [%/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],Fluorescence:CTD:Seapoint [mg/m^3],PAR:CTD [µE/m^2/sec]
#,,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20130607
STNBR = P8
CASTNO = 1
DATE = 20130610
TIME =  06:51
LATITUDE = 48.815
LONGITUDE = -128.66933
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,MG/M^3,,UE/m^2/sec,
2,2,12.0129,2,32.0036,2,,2,1.2690000000000001,2,,2
3,2,12.0135,2,32.0038,2,,2,1.2590000000000001,2,,2
4,2,12.0149,2,32.0038,2,,2,1.252,2,,2
5,2,12.011,2,32.0038,2,,2,1.245,2,,2
6,2,12.0085,2,32.0037,2,,2,1.261,2,,2
7,2,12.005999999999998,2,32.0036,2,,2,1.255,2,,2
8,2,12.0036,2,32.0036,2,,2,1.261,2,,2
9,2,12.0067,2,32.0035,2,,2,1.264,2,,2
10,2,12.0067,2,32.0035,2,,2,1.264,2,,2
11,2,12.0073,2,32.0036,2,,2,1.264,2,,2
12,2,12.007,2,32.0035,2,,2,1.268,2,,2
13,2,12.0039,2,32.0035,2,,2,1.2790000000000001,2,,2
14,2,11.9975,2,32.0033,2,,2,1.2770000000000001,2,,2
15,2,11.9961,2,32.0034,2,,2,1.27,2,,2
16,2,11.998,2,32.0036,2,,2,1.274,2,,2
17,2,11.9906,2,32.0031,2,,2,1.276,2,,2
18,2,11.9828,2,32.0031,2,,2,1.262,2,,2
19,2,11.9702,2,32.003,2,,2,1.327,2,,2
20,2,11.9454,2,32.0028,2,,2,1.325,2,,2
21,2,11.9429,2,32.0027,2,,2,1.3330000000000002,2,,2
22,2,11.9216,2,32.0025,2,,2,1.34,2,,2
23,2,11.9219,2,32.0025,2,,2,1.35,2,,2
24,2,11.923,2,32.0024,2,,2,1.361,2,,2
25,2,11.9228,2,32.0027,2,,2,1.367,2,,2
26,2,11.9041,2,32.0027,2,,2,1.3869999999999998,2,,2
27,2,11.855,2,32.0027,2,,2,1.3869999999999998,2,,2
28,2,11.8378,2,32.001999999999995,2,,2,1.445,2,,2
29,2,11.7181,2,32.0025,2,,2,1.5019999999999998,2,,2
30,2,11.6593,2,32.0031,2,,2,1.57,2,,2
31,2,11.5897,2,32.001999999999995,2,,2,1.639,2,,2
32,2,11.4123,2,32.0024,2,,2,1.882,2,,2
33,2,11.0086,2,32.0172,2,,2,2.114,2,,2
34,2,10.0757,2,32.1151,2,,2,2.065,2,,2
35,2,9.6727,2,32.1867,2,,2,1.966,2,,2
36,2,9.464,2,32.1799,2,,2,1.883,2,,2
37,2,9.1855,2,32.2106,2,,2,1.751,2,,2
38,2,8.85,2,32.2512,2,,2,1.665,2,,2
39,2,8.6209,2,32.2828,2,,2,1.584,2,,2
40,2,8.4201,2,32.3171,2,,2,1.4669999999999999,2,,2
41,2,8.2467,2,32.3484,2,,2,1.4040000000000001,2,,2
42,2,8.2097,2,32.3526,2,,2,1.3159999999999998,2,,2
43,2,8.1725,2,32.3598,2,,2,1.2819999999999998,2,,2
44,2,8.1595,2,32.371,2,,2,1.2819999999999998,2,,2
45,2,8.0413,2,32.3956,2,,2,1.205,2,,2
46,2,7.932,2,32.425,2,,2,1.125,2,,2
47,2,7.8606,2,32.4468,2,,2,1.074,2,,2
48,2,7.8277,2,32.4582,2,,2,1.033,2,,2
49,2,7.807,2,32.4685,2,,2,0.993,2,,2
