CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Transmissivity - Fluorescence - PAR data are nominal and unedited except that some records were removed in editing temperature and salinity.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on how the transmissivity calibration parameters were calculated see the document Transmissivity_Calculation.pdf.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Based on the recommendation from Sea-Bird the method for calibration of Oxygen:Dissolved:CTD concentration was changed from that used for 2011 and some 2012 cruises. ,,,,,,,,,,,,,,,,,
#For more information see the Sea-Bird Application Note #64-2 (Sea-Bird_64-2_Jun2012.pdf).  ,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#The Oxygen:Dissolved:CTD data are of lower quality than usual with small-scale noise.,,,,,,,,,,,,,,,,,
#For casts 0018 to 0022 the Oxygen:Dissolved:CTD data are not considered reliable enough to archive based on comparison with bottles and differences between primary and secondary temperatures for those casts.,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#For other casts the Oxygen:Dissolved:CTD values are considered roughly to be:,,,,,,,,,,,,,,,,,
#      • ±0.5 ml/l from 0 to 150 dbar,,,,,,,,,,,,,,,,,
#      • ±0.3 ml/l from 150 to 300 dbar,,,,,,,,,,,,,,,,,
#      • ±0.1 ml/l from 300 to 500 dbar,,,,,,,,,,,,,,,,,
#      • ±0.06 ml/l from 500 to 2500 dbar,,,,,,,,,,,,,,,,,
#      • ±0.04 ml/l below 2500 dbar,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#The Salinity:CTD data was found to be low by an average of <0.002.,,,,,,,,,,,,,,,,,
#No recalibration was applied.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details processing details see the processing report 2013-17-proc.pdf,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,INS:LOCATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [%/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],Fluorescence:CTD:Seapoint [mg/m^3],PAR:CTD [µE/m^2/sec]
#,,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20130607
STNBR = P16
CASTNO = 3
DATE = 20130612
TIME =  22:08
LATITUDE = 49.28333
LONGITUDE = -134.66583
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,MG/M^3,,UE/m^2/sec,
4,2,10.1206,2,32.3891,2,291.8,2,1.5859999999999999,2,,2
5,2,10.1205,2,32.3895,2,291.4,2,1.6019999999999999,2,,2
6,2,10.1206,2,32.3895,2,291.7,2,1.683,2,,2
7,2,10.1209,2,32.3895,2,291.8,2,1.516,2,,2
8,2,10.121,2,32.3894,2,291.6,2,1.534,2,,2
9,2,10.1203,2,32.3893,2,291.7,2,1.6269999999999998,2,,2
10,2,10.1196,2,32.3895,2,291.6,2,1.806,2,,2
11,2,10.1163,2,32.3893,2,291.9,2,1.875,2,,2
12,2,10.1181,2,32.3896,2,291.8,2,1.9080000000000001,2,,2
13,2,10.1173,2,32.3895,2,291.7,2,1.9869999999999999,2,,2
14,2,10.1168,2,32.3894,2,291.6,2,2.029,2,,2
15,2,10.117,2,32.3894,2,291.7,2,2.039,2,,2
16,2,10.1173,2,32.3893,2,291.6,2,2.065,2,,2
17,2,10.1167,2,32.3893,2,291.5,2,2.126,2,,2
18,2,10.1153,2,32.3891,2,291.0,2,2.1919999999999997,2,,2
19,2,10.1148,2,32.3892,2,291.4,2,2.205,2,,2
20,2,10.1142,2,32.389,2,292.1,2,2.26,2,,2
21,2,10.113,2,32.389,2,292.1,2,2.2680000000000002,2,,2
22,2,10.1153,2,32.3892,2,292.1,2,2.283,2,,2
23,2,10.1139,2,32.3891,2,291.7,2,2.283,2,,2
24,2,10.1131,2,32.389,2,291.3,2,2.274,2,,2
25,2,10.1134,2,32.389,2,291.0,2,2.32,2,,2
26,2,10.115,2,32.3891,2,290.8,2,2.31,2,,2
27,2,10.1109,2,32.389,2,291.1,2,2.296,2,,2
28,2,10.1081,2,32.3887,2,291.4,2,2.353,2,,2
29,2,10.1095,2,32.389,2,291.8,2,2.333,2,,2
30,2,10.1095,2,32.3889,2,292.0,2,2.32,2,,2
31,2,10.1081,2,32.3889,2,291.5,2,2.438,2,,2
32,2,10.1077,2,32.3888,2,291.2,2,2.378,2,,2
33,2,10.1072,2,32.3888,2,291.6,2,2.374,2,,2
34,2,10.1056,2,32.3886,2,291.5,2,2.356,2,,2
35,2,10.1073,2,32.3887,2,291.2,2,2.377,2,,2
36,2,10.1036,2,32.3885,2,291.1,2,2.363,2,,2
37,2,10.1025,2,32.3886,2,291.1,2,2.356,2,,2
38,2,10.1034,2,32.3887,2,291.3,2,2.3480000000000003,2,,2
39,2,10.1031,2,32.3885,2,291.4,2,2.323,2,,2
40,2,10.1031,2,32.3886,2,291.1,2,2.3280000000000003,2,,2
41,2,10.1047,2,32.3887,2,289.0,2,2.3609999999999998,2,,2
42,2,10.0985,2,32.3885,2,286.8,2,2.615,2,,2
43,2,10.0839,2,32.388000000000005,2,287.3,2,2.354,2,,2
44,2,10.051,2,32.3867,2,287.0,2,2.41,2,,2
45,2,9.9352,2,32.3852,2,288.0,2,2.41,2,,2
46,2,9.5723,2,32.3822,2,292.6,2,2.477,2,,2
47,2,9.2494,2,32.3827,2,294.1,2,2.572,2,,2
48,2,8.8579,2,32.3832,2,295.7,2,2.582,2,,2
49,2,8.7193,2,32.3906,2,296.0,2,2.517,2,,2
50,2,8.6417,2,32.3926,2,294.1,2,2.331,2,,2
51,2,8.5629,2,32.3968,2,292.2,2,2.226,2,,2
52,2,8.5067,2,32.3982,2,292.6,2,1.9980000000000002,2,,2
53,2,8.4353,2,32.4019,2,292.2,2,1.867,2,,2
54,2,8.3077,2,32.4035,2,291.6,2,1.6980000000000002,2,,2
55,2,8.0647,2,32.4224,2,291.7,2,1.55,2,,2
56,2,8.0012,2,32.4206,2,290.2,2,1.464,2,,2
57,2,7.8563,2,32.4194,2,290.9,2,1.35,2,,2
58,2,7.6701,2,32.4283,2,292.7,2,1.271,2,,2
59,2,7.5517,2,32.4364,2,293.7,2,1.218,2,,2
60,2,7.3535,2,32.449,2,295.2,2,1.165,2,,2
61,2,7.2571,2,32.4627,2,296.0,2,1.135,2,,2
62,2,7.2241,2,32.4691,2,296.1,2,1.122,2,,2
63,2,7.2084,2,32.4761,2,296.0,2,1.109,2,,2
64,2,7.1944,2,32.4752,2,296.6,2,1.104,2,,2
65,2,7.1748,2,32.4784,2,296.9,2,1.097,2,,2
66,2,7.1505,2,32.4829,2,296.8,2,1.099,2,,2
67,2,7.1388,2,32.4849,2,296.3,2,1.103,2,,2
68,2,7.1337,2,32.4861,2,296.0,2,1.092,2,,2
69,2,7.1232,2,32.4881,2,295.9,2,1.088,2,,2
70,2,7.1014,2,32.4928,2,295.6,2,1.08,2,,2
71,2,7.0869,2,32.4934,2,295.0,2,1.083,2,,2
72,2,7.0739,2,32.4962,2,293.5,2,1.081,2,,2
73,2,7.0655,2,32.4989,2,291.6,2,1.073,2,,2
