CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Transmissivity - Fluorescence - PAR data are nominal and unedited except that some records were removed in editing temperature and salinity.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on how the transmissivity calibration parameters were calculated see the document Transmissivity_Calculation.pdf.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Based on the recommendation from Sea-Bird the method for calibration of Oxygen:Dissolved:CTD concentration was changed from that used for 2011 and some 2012 cruises. ,,,,,,,,,,,,,,,,,
#For more information see the Sea-Bird Application Note #64-2 (Sea-Bird_64-2_Jun2012.pdf).  ,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#The Oxygen:Dissolved:CTD data are of lower quality than usual with small-scale noise.,,,,,,,,,,,,,,,,,
#For casts 0018 to 0022 the Oxygen:Dissolved:CTD data are not considered reliable enough to archive based on comparison with bottles and differences between primary and secondary temperatures for those casts.,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#For other casts the Oxygen:Dissolved:CTD values are considered roughly to be:,,,,,,,,,,,,,,,,,
#      • ±0.5 ml/l from 0 to 150 dbar,,,,,,,,,,,,,,,,,
#      • ±0.3 ml/l from 150 to 300 dbar,,,,,,,,,,,,,,,,,
#      • ±0.1 ml/l from 300 to 500 dbar,,,,,,,,,,,,,,,,,
#      • ±0.06 ml/l from 500 to 2500 dbar,,,,,,,,,,,,,,,,,
#      • ±0.04 ml/l below 2500 dbar,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#The Salinity:CTD data was found to be low by an average of <0.002.,,,,,,,,,,,,,,,,,
#No recalibration was applied.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details processing details see the processing report 2013-17-proc.pdf,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,INS:LOCATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [%/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],Fluorescence:CTD:Seapoint [mg/m^3],PAR:CTD [µE/m^2/sec]
#,,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20130607
STNBR = P5
CASTNO = 1
DATE = 20130609
TIME =  18:27
LATITUDE = 48.691
LONGITUDE = -127.16633999999999
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,MG/M^3,,UE/m^2/sec,
2,2,12.43,2,32.0028,2,287.1,2,0.685,2,,2
3,2,12.4322,2,32.0027,2,288.2,2,0.687,2,,2
4,2,12.4343,2,32.0028,2,288.2,2,0.693,2,,2
5,2,12.43,2,32.0025,2,287.9,2,0.691,2,,2
6,2,12.4265,2,32.0022,2,288.1,2,0.7,2,,2
7,2,12.4229,2,32.0022,2,287.8,2,0.7140000000000001,2,,2
8,2,12.4227,2,32.0019,2,288.1,2,0.736,2,,2
9,2,12.404000000000002,2,32.0042,2,289.1,2,0.789,2,,2
10,2,12.3975,2,32.0088,2,289.0,2,0.8390000000000001,2,,2
11,2,12.3733,2,32.0169,2,288.9,2,0.898,2,,2
12,2,12.3729,2,32.0162,2,289.3,2,0.9620000000000001,2,,2
13,2,12.3672,2,32.0175,2,289.6,2,1.0070000000000001,2,,2
14,2,12.3623,2,32.0196,2,289.3,2,1.079,2,,2
15,2,12.3448,2,32.022,2,288.9,2,1.16,2,,2
16,2,12.3368,2,32.0229,2,289.0,2,1.205,2,,2
17,2,12.3356,2,32.023,2,289.2,2,1.251,2,,2
18,2,12.3101,2,32.0253,2,289.5,2,1.317,2,,2
19,2,12.2714,2,32.0339,2,289.8,2,1.382,2,,2
20,2,12.235,2,32.0435,2,290.0,2,1.43,2,,2
21,2,12.1865,2,32.0542,2,290.4,2,1.518,2,,2
22,2,12.1313,2,32.0639,2,291.1,2,1.568,2,,2
23,2,12.0766,2,32.0719,2,292.0,2,1.625,2,,2
24,2,12.0454,2,32.0757,2,292.2,2,1.6780000000000002,2,,2
25,2,12.0137,2,32.0795,2,292.3,2,1.709,2,,2
26,2,11.9727,2,32.0836,2,292.1,2,1.746,2,,2
27,2,11.9278,2,32.0883,2,291.5,2,1.7690000000000001,2,,2
28,2,11.8908,2,32.0888,2,290.7,2,1.775,2,,2
29,2,11.8592,2,32.0907,2,289.9,2,1.77,2,,2
30,2,11.8494,2,32.0905,2,289.1,2,1.76,2,,2
31,2,11.8347,2,32.0897,2,288.6,2,1.776,2,,2
32,2,11.7964,2,32.0848,2,287.6,2,1.7630000000000001,2,,2
33,2,11.7084,2,32.0759,2,283.2,2,1.696,2,,2
34,2,11.6307,2,32.0816,2,275.5,2,1.68,2,,2
35,2,11.5956,2,32.0896,2,272.6,2,1.656,2,,2
36,2,11.5046,2,32.0787,2,273.2,2,1.6219999999999999,2,,2
37,2,11.2713,2,32.0801,2,274.4,2,1.534,2,,2
38,2,10.4386,2,32.1269,2,280.4,2,1.4480000000000002,2,,2
39,2,9.5483,2,32.1862,2,286.7,2,1.392,2,,2
40,2,8.9979,2,32.2244,2,291.6,2,1.3259999999999998,2,,2
41,2,8.5684,2,32.2776,2,295.3,2,1.2790000000000001,2,,2
42,2,8.4067,2,32.2957,2,295.9,2,1.247,2,,2
43,2,8.3511,2,32.3049,2,294.9,2,1.234,2,,2
44,2,8.3161,2,32.3096,2,293.1,2,1.22,2,,2
45,2,8.3037,2,32.3216,2,290.8,2,1.214,2,,2
46,2,8.3162,2,32.3408,2,287.9,2,1.2,2,,2
47,2,8.2353,2,32.3516,2,286.7,2,1.182,2,,2
48,2,8.1012,2,32.354,2,286.7,2,1.165,2,,2
49,2,8.0045,2,32.3711,2,284.6,2,1.099,2,,2
50,2,7.9661,2,32.3948,2,282.0,2,1.06,2,,2
51,2,7.9699,2,32.4036,2,280.5,2,1.0270000000000001,2,,2
52,2,7.9066,2,32.4156,2,279.7,2,0.986,2,,2
53,2,7.8161,2,32.4329,2,278.9,2,0.958,2,,2
54,2,7.7926,2,32.4422,2,276.8,2,0.935,2,,2
55,2,7.7783,2,32.4472,2,274.0,2,0.919,2,,2
56,2,7.7589999999999995,2,32.4545,2,270.9,2,0.9109999999999999,2,,2
57,2,7.7411,2,32.4635,2,268.4,2,0.884,2,,2
58,2,7.7258,2,32.4746,2,266.8,2,0.866,2,,2
59,2,7.6658,2,32.5243,2,265.4,2,0.821,2,,2
60,2,7.6471,2,32.5432,2,264.4,2,0.7929999999999999,2,,2
61,2,7.642,2,32.5525,2,263.5,2,0.762,2,,2
62,2,7.6297,2,32.5709,2,261.8,2,0.746,2,,2
63,2,7.6201,2,32.5826,2,258.6,2,0.726,2,,2
64,2,7.6175,2,32.5875,2,255.6,2,0.7170000000000001,2,,2
65,2,7.6061,2,32.6109,2,253.1,2,0.701,2,,2
66,2,7.5965,2,32.6331,2,251.7,2,0.7,2,,2
67,2,7.5919,2,32.6401,2,250.4,2,0.6920000000000001,2,,2
68,2,7.5778,2,32.661,2,249.4,2,0.685,2,,2
69,2,7.5662,2,32.6808,2,248.3,2,0.6759999999999999,2,,2
70,2,7.5587,2,32.6894,2,247.9,2,0.6759999999999999,2,,2
71,2,7.5472,2,32.7078,2,248.0,2,0.667,2,,2
72,2,7.5363,2,32.7257,2,247.8,2,0.659,2,,2
73,2,7.5197,2,32.7421,2,246.2,2,0.6509999999999999,2,,2
74,2,7.4978,2,32.751,2,244.2,2,0.652,2,,2
75,2,7.4826,2,32.7662,2,241.0,2,0.645,2,,2
76,2,7.4687,2,32.7916,2,237.1,2,0.642,2,,2
77,2,7.4605,2,32.8194,2,234.9,2,0.632,2,,2
78,2,7.4503,2,32.8615,2,232.0,2,0.627,2,,2
79,2,7.4189,2,32.8943,2,229.4,2,0.622,2,,2
80,2,7.4079,2,32.9025,2,226.9,2,0.615,2,,2
81,2,7.4059,2,32.9292,2,224.6,2,0.613,2,,2
82,2,7.4068,2,32.9474,2,223.0,2,0.612,2,,2
83,2,7.4025,2,32.9649,2,221.3,2,0.607,2,,2
84,2,7.3936,2,33.004,2,219.5,2,0.602,2,,2
85,2,7.39,2,33.0142,2,217.6,2,0.596,2,,2
86,2,7.3904,2,33.0229,2,214.4,2,0.596,2,,2
87,2,7.3931,2,33.0416,2,211.8,2,0.588,2,,2
88,2,7.3884,2,33.0531,2,210.2,2,0.586,2,,2
89,2,7.3856,2,33.0655,2,209.5,2,0.5870000000000001,2,,2
90,2,7.3966,2,33.0916,2,208.7,2,0.5770000000000001,2,,2
91,2,7.3982,2,33.1283,2,207.7,2,0.579,2,,2
92,2,7.3994,2,33.1402,2,206.1,2,0.569,2,,2
93,2,7.402,2,33.1494,2,203.4,2,0.5660000000000001,2,,2
94,2,7.4056,2,33.1602,2,199.8,2,0.56,2,,2
95,2,7.4173,2,33.1862,2,195.2,2,0.557,2,,2
96,2,7.4392,2,33.2239,2,191.7,2,0.551,2,,2
97,2,7.4535,2,33.2438,2,190.5,2,0.5479999999999999,2,,2
98,2,7.4701,2,33.2764,2,189.3,2,0.547,2,,2
99,2,7.4802,2,33.303000000000004,2,188.0,2,0.55,2,,2
100,2,7.4801,2,33.3045,2,186.9,2,0.545,2,,2
101,2,7.4782,2,33.3195,2,185.8,2,0.544,2,,2
102,2,7.4775,2,33.346,2,185.2,2,0.545,2,,2
103,2,7.4767,2,33.3594,2,184.4,2,0.544,2,,2
104,2,7.4772,2,33.3698,2,183.9,2,0.547,2,,2
105,2,7.4758,2,33.378,2,183.0,2,0.5479999999999999,2,,2
106,2,7.4719,2,33.3875,2,181.0,2,0.546,2,,2
107,2,7.4726,2,33.3963,2,178.5,2,0.545,2,,2
108,2,7.4812,2,33.4201,2,174.7,2,0.542,2,,2
109,2,7.4868,2,33.4404,2,171.5,2,0.544,2,,2
110,2,7.4904,2,33.4578,2,170.0,2,0.5429999999999999,2,,2
111,2,7.4904,2,33.4981,2,168.9,2,0.544,2,,2
112,2,7.4893,2,33.5203,2,167.9,2,0.5429999999999999,2,,2
113,2,7.4896,2,33.5385,2,167.2,2,0.547,2,,2
114,2,7.4902,2,33.5594,2,166.1,2,0.544,2,,2
115,2,7.49,2,33.5646,2,165.1,2,0.544,2,,2
116,2,7.4899,2,33.5684,2,164.1,2,0.541,2,,2
117,2,7.4895,2,33.5757,2,163.3,2,0.542,2,,2
118,2,7.489,2,33.5783,2,162.6,2,0.541,2,,2
119,2,7.4839,2,33.5933,2,160.8,2,0.5429999999999999,2,,2
120,2,7.4794,2,33.6043,2,158.3,2,0.545,2,,2
121,2,7.4788,2,33.6175,2,155.3,2,0.544,2,,2
122,2,7.4778,2,33.6274,2,153.3,2,0.545,2,,2
123,2,7.4789,2,33.6346,2,152.0,2,0.5429999999999999,2,,2
124,2,7.4714,2,33.6617,2,150.9,2,0.5429999999999999,2,,2
125,2,7.4603,2,33.688,2,149.6,2,0.54,2,,2
126,2,7.4574,2,33.6997,2,147.7,2,0.542,2,,2
127,2,7.4547,2,33.7074,2,146.6,2,0.5429999999999999,2,,2
128,2,7.4312,2,33.7258,2,146.3,2,0.54,2,,2
