CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Transmissivity - Fluorescence - PAR data are nominal and unedited except that some records were removed in editing temperature and salinity.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on how the transmissivity calibration parameters were calculated see the document Transmissivity_Calculation.pdf.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Based on the recommendation from Sea-Bird the method for calibration of Oxygen:Dissolved:CTD concentration was changed from that used for 2011 and some 2012 cruises. ,,,,,,,,,,,,,,,,,
#For more information see the Sea-Bird Application Note #64-2 (Sea-Bird_64-2_Jun2012.pdf).  ,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#The Oxygen:Dissolved:CTD data are of lower quality than usual with small-scale noise.,,,,,,,,,,,,,,,,,
#For casts 0018 to 0022 the Oxygen:Dissolved:CTD data are not considered reliable enough to archive based on comparison with bottles and differences between primary and secondary temperatures for those casts.,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#For other casts the Oxygen:Dissolved:CTD values are considered roughly to be:,,,,,,,,,,,,,,,,,
#      • ±0.5 ml/l from 0 to 150 dbar,,,,,,,,,,,,,,,,,
#      • ±0.3 ml/l from 150 to 300 dbar,,,,,,,,,,,,,,,,,
#      • ±0.1 ml/l from 300 to 500 dbar,,,,,,,,,,,,,,,,,
#      • ±0.06 ml/l from 500 to 2500 dbar,,,,,,,,,,,,,,,,,
#      • ±0.04 ml/l below 2500 dbar,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#The Salinity:CTD data was found to be low by an average of <0.002.,,,,,,,,,,,,,,,,,
#No recalibration was applied.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details processing details see the processing report 2013-17-proc.pdf,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,INS:LOCATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [%/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],Fluorescence:CTD:Seapoint [mg/m^3],PAR:CTD [µE/m^2/sec]
#,,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20130607
STNBR = P25
CASTNO = 1
DATE = 20130615
TIME =  22:57
LATITUDE = 50.00033
LONGITUDE = -143.606
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,MG/M^3,,UE/m^2/sec,
4,2,9.1606,2,32.5345,2,294.4,2,1.425,2,,2
5,2,9.1572,2,32.5345,2,294.5,2,1.4380000000000002,2,,2
6,2,9.1532,2,32.5347,2,294.6,2,1.462,2,,2
7,2,9.1515,2,32.5345,2,295.2,2,1.483,2,,2
8,2,9.155,2,32.5345,2,294.8,2,1.508,2,,2
9,2,9.1569,2,32.5344,2,294.6,2,1.527,2,,2
10,2,9.1574,2,32.5346,2,294.8,2,1.5390000000000001,2,,2
11,2,9.1578,2,32.5346,2,294.7,2,1.551,2,,2
12,2,9.1585,2,32.5347,2,294.4,2,1.5659999999999998,2,,2
13,2,9.1604,2,32.5347,2,294.1,2,1.591,2,,2
14,2,9.1599,2,32.5346,2,294.3,2,1.578,2,,2
15,2,9.1584,2,32.5346,2,294.9,2,1.6059999999999999,2,,2
16,2,9.152999999999999,2,32.5347,2,295.1,2,1.5919999999999999,2,,2
17,2,9.1534,2,32.5346,2,294.8,2,1.588,2,,2
18,2,9.1556,2,32.5348,2,294.5,2,1.609,2,,2
19,2,9.1593,2,32.5347,2,294.4,2,1.611,2,,2
20,2,9.1517,2,32.5348,2,294.7,2,1.615,2,,2
21,2,9.1544,2,32.5349,2,294.9,2,1.626,2,,2
22,2,9.1539,2,32.5348,2,294.8,2,1.6230000000000002,2,,2
23,2,9.1536,2,32.5347,2,294.9,2,1.621,2,,2
24,2,9.1557,2,32.5349,2,294.9,2,1.626,2,,2
25,2,9.1603,2,32.5347,2,294.8,2,1.635,2,,2
26,2,9.1642,2,32.5347,2,294.9,2,1.635,2,,2
27,2,9.1651,2,32.5347,2,294.9,2,1.632,2,,2
28,2,9.1639,2,32.5347,2,294.9,2,1.6369999999999998,2,,2
29,2,9.1586,2,32.5348,2,294.9,2,1.636,2,,2
30,2,9.1554,2,32.5349,2,294.7,2,1.636,2,,2
31,2,9.1498,2,32.5349,2,294.2,2,1.6380000000000001,2,,2
32,2,9.1496,2,32.535,2,294.2,2,1.642,2,,2
33,2,9.1476,2,32.5346,2,294.6,2,1.643,2,,2
34,2,9.136000000000001,2,32.5346,2,294.9,2,1.6480000000000001,2,,2
35,2,9.1186,2,32.535,2,294.2,2,1.65,2,,2
36,2,9.1114,2,32.5353,2,292.6,2,1.655,2,,2
37,2,9.1075,2,32.5349,2,293.5,2,1.659,2,,2
38,2,9.0843,2,32.535,2,294.6,2,1.663,2,,2
39,2,9.0154,2,32.5346,2,294.5,2,1.672,2,,2
40,2,8.8212,2,32.5363,2,294.5,2,1.681,2,,2
41,2,8.7349,2,32.5394,2,293.4,2,1.696,2,,2
42,2,8.6277,2,32.5432,2,292.2,2,1.713,2,,2
43,2,8.5138,2,32.5365,2,295.5,2,1.736,2,,2
44,2,8.2154,2,32.5367,2,299.3,2,1.751,2,,2
45,2,7.7819,2,32.5396,2,307.2,2,1.7830000000000001,2,,2
46,2,7.3336,2,32.5562,2,317.1,2,1.807,2,,2
47,2,7.1107,2,32.559,2,313.0,2,1.81,2,,2
