CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Transmissivity - Fluorescence - PAR data are nominal and unedited except that some records were removed in editing temperature and salinity.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on how the transmissivity calibration parameters were calculated see the document Transmissivity_Calculation.pdf.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Based on the recommendation from Sea-Bird the method for calibration of Oxygen:Dissolved:CTD concentration was changed from that used for 2011 and some 2012 cruises. ,,,,,,,,,,,,,,,,,
#For more information see the Sea-Bird Application Note #64-2 (Sea-Bird_64-2_Jun2012.pdf).  ,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#The Oxygen:Dissolved:CTD data are of lower quality than usual with small-scale noise.,,,,,,,,,,,,,,,,,
#For casts 0018 to 0022 the Oxygen:Dissolved:CTD data are not considered reliable enough to archive based on comparison with bottles and differences between primary and secondary temperatures for those casts.,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#For other casts the Oxygen:Dissolved:CTD values are considered roughly to be:,,,,,,,,,,,,,,,,,
#      • ±0.5 ml/l from 0 to 150 dbar,,,,,,,,,,,,,,,,,
#      • ±0.3 ml/l from 150 to 300 dbar,,,,,,,,,,,,,,,,,
#      • ±0.1 ml/l from 300 to 500 dbar,,,,,,,,,,,,,,,,,
#      • ±0.06 ml/l from 500 to 2500 dbar,,,,,,,,,,,,,,,,,
#      • ±0.04 ml/l below 2500 dbar,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#The Salinity:CTD data was found to be low by an average of <0.002.,,,,,,,,,,,,,,,,,
#No recalibration was applied.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details processing details see the processing report 2013-17-proc.pdf,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,INS:LOCATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [%/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],Fluorescence:CTD:Seapoint [mg/m^3],PAR:CTD [µE/m^2/sec]
#,,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20130607
STNBR = P17
CASTNO = 1
DATE = 20130613
TIME =  11:19
LATITUDE = 49.34883
LONGITUDE = -135.6655
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,MG/M^3,,UE/m^2/sec,
3,2,9.9208,2,32.4341,2,290.7,2,1.839,2,,2
4,2,9.9222,2,32.4345,2,290.8,2,1.8230000000000002,2,,2
5,2,9.9234,2,32.4346,2,290.9,2,1.8,2,,2
6,2,9.9238,2,32.4347,2,291.3,2,1.781,2,,2
7,2,9.9242,2,32.4347,2,290.9,2,1.79,2,,2
8,2,9.9246,2,32.4351,2,290.8,2,1.8,2,,2
9,2,9.9254,2,32.435,2,291.2,2,1.77,2,,2
10,2,9.9252,2,32.435,2,291.4,2,1.776,2,,2
11,2,9.925,2,32.435,2,291.0,2,1.84,2,,2
12,2,9.9251,2,32.4352,2,290.9,2,1.85,2,,2
13,2,9.9254,2,32.4352,2,290.8,2,1.786,2,,2
14,2,9.9257,2,32.4351,2,291.4,2,1.749,2,,2
15,2,9.9251,2,32.4351,2,291.0,2,1.7719999999999998,2,,2
16,2,9.9226,2,32.4351,2,290.9,2,1.899,2,,2
17,2,9.9235,2,32.4352,2,291.3,2,1.84,2,,2
18,2,9.9219,2,32.4351,2,291.3,2,1.7930000000000001,2,,2
19,2,9.9225,2,32.4352,2,291.0,2,1.7719999999999998,2,,2
20,2,9.9229,2,32.4352,2,290.9,2,1.828,2,,2
21,2,9.9251,2,32.4353,2,291.0,2,1.829,2,,2
22,2,9.9256,2,32.4351,2,290.6,2,1.76,2,,2
23,2,9.9255,2,32.435,2,291.2,2,1.749,2,,2
24,2,9.9252,2,32.435,2,291.9,2,1.784,2,,2
25,2,9.9252,2,32.4352,2,291.8,2,1.7519999999999998,2,,2
26,2,9.9249,2,32.4354,2,291.4,2,1.78,2,,2
27,2,9.9252,2,32.4352,2,290.9,2,1.74,2,,2
28,2,9.9255,2,32.4353,2,290.6,2,1.75,2,,2
29,2,9.9262,2,32.4354,2,291.4,2,1.7930000000000001,2,,2
30,2,9.9272,2,32.4357,2,291.1,2,1.7380000000000002,2,,2
31,2,9.9273,2,32.4357,2,290.7,2,1.766,2,,2
32,2,9.9245,2,32.4359,2,290.8,2,1.9809999999999999,2,,2
33,2,9.9251,2,32.4357,2,291.3,2,2.072,2,,2
34,2,9.9253,2,32.4357,2,291.2,2,2.178,2,,2
35,2,9.9254,2,32.4359,2,291.1,2,1.9069999999999998,2,,2
36,2,9.9245,2,32.436,2,291.0,2,1.821,2,,2
37,2,9.9245,2,32.436,2,289.3,2,1.771,2,,2
38,2,9.9238,2,32.4361,2,286.9,2,1.829,2,,2
39,2,9.9075,2,32.4357,2,287.6,2,1.956,2,,2
40,2,9.8712,2,32.4358,2,284.7,2,1.775,2,,2
41,2,9.7321,2,32.4372,2,284.1,2,1.6869999999999998,2,,2
42,2,9.3644,2,32.4412,2,291.3,2,1.639,2,,2
43,2,8.7606,2,-99.0,2,-99.0,2,1.578,2,,2
44,2,8.2972,2,32.4653,2,300.8,2,1.482,2,,2
45,2,8.2333,2,32.4669,2,302.7,2,1.456,2,,2
46,2,8.182,2,32.4722,2,303.5,2,1.469,2,,2
