CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Transmissivity - Fluorescence - PAR data are nominal and unedited except that some records were removed in editing temperature and salinity.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on how the transmissivity calibration parameters were calculated see the document Transmissivity_Calculation.pdf.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Based on the recommendation from Sea-Bird the method for calibration of Oxygen:Dissolved:CTD concentration was changed from that used for 2011 and some 2012 cruises. ,,,,,,,,,,,,,,,,,
#For more information see the Sea-Bird Application Note #64-2 (Sea-Bird_64-2_Jun2012.pdf).  ,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#The Oxygen:Dissolved:CTD data are of lower quality than usual with small-scale noise.,,,,,,,,,,,,,,,,,
#For casts 0018 to 0022 the Oxygen:Dissolved:CTD data are not considered reliable enough to archive based on comparison with bottles and differences between primary and secondary temperatures for those casts.,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#For other casts the Oxygen:Dissolved:CTD values are considered roughly to be:,,,,,,,,,,,,,,,,,
#      • ±0.5 ml/l from 0 to 150 dbar,,,,,,,,,,,,,,,,,
#      • ±0.3 ml/l from 150 to 300 dbar,,,,,,,,,,,,,,,,,
#      • ±0.1 ml/l from 300 to 500 dbar,,,,,,,,,,,,,,,,,
#      • ±0.06 ml/l from 500 to 2500 dbar,,,,,,,,,,,,,,,,,
#      • ±0.04 ml/l below 2500 dbar,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#The Salinity:CTD data was found to be low by an average of <0.002.,,,,,,,,,,,,,,,,,
#No recalibration was applied.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details processing details see the processing report 2013-17-proc.pdf,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,INS:LOCATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [%/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],Fluorescence:CTD:Seapoint [mg/m^3],PAR:CTD [µE/m^2/sec]
#,,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20130607
STNBR = P14
CASTNO = 1
DATE = 20130612
TIME =  04:24
LATITUDE = 49.123329999999996
LONGITUDE = -132.66251
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,MG/M^3,,UE/m^2/sec,
4,2,10.6471,2,32.2507,2,291.3,2,2.251,2,,2
5,2,10.6475,2,32.2507,2,291.1,2,2.166,2,,2
6,2,10.6485,2,32.2508,2,290.7,2,2.198,2,,2
7,2,10.6486,2,32.2508,2,290.6,2,2.164,2,,2
8,2,10.6488,2,32.2509,2,290.8,2,2.267,2,,2
9,2,10.6492,2,32.2508,2,291.2,2,2.386,2,,2
10,2,10.6493,2,32.2508,2,291.4,2,2.5340000000000003,2,,2
11,2,10.6494,2,32.251,2,290.9,2,2.347,2,,2
12,2,10.6493,2,32.2508,2,290.6,2,2.4,2,,2
13,2,10.6494,2,32.2509,2,291.3,2,2.455,2,,2
14,2,10.6497,2,32.251,2,291.3,2,2.273,2,,2
15,2,10.6504,2,32.2512,2,290.8,2,2.128,2,,2
16,2,10.6501,2,32.2512,2,290.9,2,2.0669999999999997,2,,2
17,2,10.6509,2,32.2509,2,291.4,2,2.191,2,,2
18,2,10.6512,2,32.251,2,291.5,2,2.167,2,,2
19,2,10.6509,2,32.251,2,291.0,2,2.019,2,,2
20,2,10.651,2,32.251,2,290.9,2,2.1719999999999997,2,,2
21,2,10.651,2,32.2507,2,291.0,2,2.545,2,,2
22,2,10.6512,2,32.2509,2,291.5,2,2.437,2,,2
23,2,10.6449,2,32.2516,2,291.4,2,2.121,2,,2
24,2,10.6443,2,32.2518,2,290.6,2,2.286,2,,2
25,2,10.6447,2,32.2521,2,287.1,2,2.151,2,,2
26,2,10.6452,2,32.2521,2,283.5,2,2.02,2,,2
27,2,10.6234,2,32.2528,2,287.8,2,2.021,2,,2
28,2,10.1247,2,32.2715,2,292.8,2,2.105,2,,2
29,2,9.5174,2,32.3151,2,297.4,2,2.1959999999999997,2,,2
30,2,9.361,2,32.3259,2,299.4,2,2.287,2,,2
31,2,9.1723,2,32.3431,2,300.9,2,2.258,2,,2
32,2,9.0821,2,32.3574,2,298.9,2,2.2359999999999998,2,,2
33,2,9.0423,2,32.3632,2,297.5,2,2.3280000000000003,2,,2
34,2,9.0228,2,32.3704,2,297.6,2,2.246,2,,2
35,2,8.908999999999999,2,32.3928,2,298.4,2,2.2230000000000003,2,,2
36,2,8.8567,2,32.399,2,298.4,2,2.14,2,,2
37,2,8.8076,2,32.3982,2,298.6,2,2.0540000000000003,2,,2
38,2,8.7901,2,32.4,2,298.4,2,1.999,2,,2
39,2,8.7855,2,32.4009,2,298.3,2,1.969,2,,2
40,2,8.7799,2,32.4018,2,298.1,2,1.932,2,,2
41,2,8.771,2,32.4035,2,298.3,2,1.9180000000000001,2,,2
42,2,8.7624,2,32.4058,2,297.6,2,1.8330000000000002,2,,2
43,2,8.7513,2,32.4096,2,296.3,2,1.795,2,,2
44,2,8.7441,2,32.4108,2,295.2,2,1.757,2,,2
45,2,8.7303,2,32.4155,2,295.2,2,1.694,2,,2
46,2,8.712,2,32.4227,2,294.9,2,1.632,2,,2
47,2,8.6188,2,32.431999999999995,2,294.5,2,1.53,2,,2
