CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Transmissivity - Fluorescence - PAR data are nominal and unedited except that some records were removed in editing temperature and salinity.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on how the transmissivity calibration parameters were calculated see the document Transmissivity_Calculation.pdf.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Based on the recommendation from Sea-Bird the method for calibration of Oxygen:Dissolved:CTD concentration was changed from that used for 2011 and some 2012 cruises. ,,,,,,,,,,,,,,,,,
#For more information see the Sea-Bird Application Note #64-2 (Sea-Bird_64-2_Jun2012.pdf).  ,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#The Oxygen:Dissolved:CTD data are of lower quality than usual with small-scale noise.,,,,,,,,,,,,,,,,,
#For casts 0018 to 0022 the Oxygen:Dissolved:CTD data are not considered reliable enough to archive based on comparison with bottles and differences between primary and secondary temperatures for those casts.,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#For other casts the Oxygen:Dissolved:CTD values are considered roughly to be:,,,,,,,,,,,,,,,,,
#      • ±0.5 ml/l from 0 to 150 dbar,,,,,,,,,,,,,,,,,
#      • ±0.3 ml/l from 150 to 300 dbar,,,,,,,,,,,,,,,,,
#      • ±0.1 ml/l from 300 to 500 dbar,,,,,,,,,,,,,,,,,
#      • ±0.06 ml/l from 500 to 2500 dbar,,,,,,,,,,,,,,,,,
#      • ±0.04 ml/l below 2500 dbar,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#The Salinity:CTD data was found to be low by an average of <0.002.,,,,,,,,,,,,,,,,,
#No recalibration was applied.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details processing details see the processing report 2013-17-proc.pdf,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,INS:LOCATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [%/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],Fluorescence:CTD:Seapoint [mg/m^3],PAR:CTD [µE/m^2/sec]
#,,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20130607
STNBR = P11
CASTNO = 1
DATE = 20130610
TIME =  21:42
LATITUDE = 48.9345
LONGITUDE = -130.16333
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,MG/M^3,,UE/m^2/sec,
4,2,11.4628,2,32.1466,2,288.3,2,0.878,2,,2
5,2,11.4631,2,32.1466,2,287.9,2,0.866,2,,2
6,2,11.4633,2,32.1466,2,287.6,2,0.861,2,,2
7,2,11.4633,2,32.1466,2,288.0,2,0.865,2,,2
8,2,11.4631,2,32.1466,2,288.0,2,0.882,2,,2
9,2,11.4628,2,32.1468,2,288.3,2,0.895,2,,2
10,2,11.4636,2,32.1473,2,288.3,2,0.907,2,,2
11,2,11.4631,2,32.1467,2,288.0,2,0.9620000000000001,2,,2
12,2,11.4632,2,32.1475,2,288.1,2,0.96,2,,2
13,2,11.4616,2,32.1479,2,288.2,2,0.961,2,,2
14,2,11.4542,2,32.1476,2,288.2,2,1.078,2,,2
15,2,11.4598,2,32.1463,2,288.4,2,1.151,2,,2
16,2,11.4545,2,32.1466,2,288.6,2,1.196,2,,2
17,2,11.4316,2,32.1499,2,288.3,2,1.225,2,,2
18,2,11.4207,2,32.1508,2,287.8,2,1.26,2,,2
19,2,11.41,2,32.1511,2,287.5,2,1.429,2,,2
20,2,11.3735,2,32.1513,2,289.1,2,1.405,2,,2
21,2,11.3338,2,32.1492,2,290.5,2,1.3119999999999998,2,,2
22,2,11.2833,2,32.146,2,291.2,2,1.37,2,,2
23,2,11.075,2,32.1483,2,291.5,2,1.43,2,,2
24,2,10.9436,2,32.145,2,291.0,2,1.556,2,,2
25,2,10.8523,2,32.1503,2,290.8,2,1.6469999999999998,2,,2
26,2,10.8096,2,32.1648,2,288.9,2,1.6769999999999998,2,,2
27,2,10.7238,2,32.1676,2,287.0,2,1.6469999999999998,2,,2
28,2,10.5797,2,32.1648,2,288.4,2,1.6380000000000001,2,,2
29,2,10.4194,2,32.1631,2,289.9,2,1.709,2,,2
30,2,10.0972,2,32.1639,2,289.9,2,1.72,2,,2
31,2,9.886000000000001,2,32.1773,2,289.7,2,1.765,2,,2
32,2,9.799,2,32.1871,2,287.9,2,1.8840000000000001,2,,2
33,2,9.7695,2,32.1905,2,286.8,2,1.97,2,,2
34,2,9.5552,2,32.198,2,287.4,2,1.815,2,,2
35,2,9.247,2,32.2326,2,288.7,2,1.682,2,,2
36,2,8.9723,2,32.2409,2,290.0,2,1.51,2,,2
37,2,8.8659,2,32.2523,2,289.9,2,1.4340000000000002,2,,2
38,2,8.7675,2,32.2604,2,290.4,2,1.3840000000000001,2,,2
39,2,8.7135,2,32.2667,2,290.7,2,1.358,2,,2
40,2,8.6795,2,32.2709,2,290.1,2,1.341,2,,2
41,2,8.6192,2,32.2679,2,287.9,2,1.3,2,,2
42,2,8.6063,2,32.2688,2,285.4,2,1.274,2,,2
43,2,8.5965,2,32.2695,2,284.0,2,1.2890000000000001,2,,2
44,2,8.5385,2,32.281,2,282.6,2,1.3,2,,2
45,2,8.3046,2,32.3141,2,282.3,2,1.2429999999999999,2,,2
46,2,8.1367,2,32.3405,2,279.7,2,1.1909999999999998,2,,2
47,2,8.0474,2,32.3554,2,277.5,2,1.135,2,,2
