CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Transmissivity - Fluorescence - PAR data are nominal and unedited except that some records were removed in editing temperature and salinity.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on how the transmissivity calibration parameters were calculated see the document Transmissivity_Calculation.pdf.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Based on the recommendation from Sea-Bird the method for calibration of Oxygen:Dissolved:CTD concentration was changed from that used for 2011 and some 2012 cruises. ,,,,,,,,,,,,,,,,,
#For more information see the Sea-Bird Application Note #64-2 (Sea-Bird_64-2_Jun2012.pdf).  ,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#The Oxygen:Dissolved:CTD data are of lower quality than usual with small-scale noise.,,,,,,,,,,,,,,,,,
#For casts 0018 to 0022 the Oxygen:Dissolved:CTD data are not considered reliable enough to archive based on comparison with bottles and differences between primary and secondary temperatures for those casts.,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#For other casts the Oxygen:Dissolved:CTD values are considered roughly to be:,,,,,,,,,,,,,,,,,
#      • ±0.5 ml/l from 0 to 150 dbar,,,,,,,,,,,,,,,,,
#      • ±0.3 ml/l from 150 to 300 dbar,,,,,,,,,,,,,,,,,
#      • ±0.1 ml/l from 300 to 500 dbar,,,,,,,,,,,,,,,,,
#      • ±0.06 ml/l from 500 to 2500 dbar,,,,,,,,,,,,,,,,,
#      • ±0.04 ml/l below 2500 dbar,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#The Salinity:CTD data was found to be low by an average of <0.002.,,,,,,,,,,,,,,,,,
#No recalibration was applied.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details processing details see the processing report 2013-17-proc.pdf,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,INS:LOCATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [%/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],Fluorescence:CTD:Seapoint [mg/m^3],PAR:CTD [µE/m^2/sec]
#,,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20130607
STNBR = PA-007
CASTNO = 1
DATE = 20130617
TIME =  21:09
LATITUDE = 50.1345
LONGITUDE = -144.814
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,MG/M^3,,UE/m^2/sec,
4,2,9.1344,2,32.5201,2,295.5,2,1.65,2,589.1,2
5,2,9.1361,2,32.5203,2,295.3,2,1.656,2,523.0,2
6,2,9.1319,2,32.5205,2,295.4,2,1.66,2,439.1,2
7,2,9.1326,2,32.5206,2,295.4,2,1.672,2,398.2,2
8,2,9.1308,2,32.5203,2,295.5,2,1.682,2,347.5,2
9,2,9.1311,2,32.5204,2,296.1,2,1.704,2,320.6,2
10,2,9.1314,2,32.5205,2,296.0,2,1.719,2,297.0,2
11,2,9.1239,2,32.5203,2,295.4,2,1.766,2,262.3,2
12,2,9.1234,2,32.5202,2,295.3,2,1.797,2,234.9,2
13,2,9.1248,2,32.5204,2,296.2,2,1.8359999999999999,2,215.9,2
14,2,9.1245,2,32.5203,2,296.3,2,1.86,2,207.1,2
15,2,9.1222,2,32.5203,2,296.0,2,1.869,2,192.6,2
16,2,9.1222,2,32.5203,2,296.1,2,1.8840000000000001,2,173.6,2
17,2,9.1223,2,32.5203,2,296.1,2,1.9040000000000001,2,159.1,2
18,2,9.1089,2,32.5199,2,295.9,2,1.935,2,148.4,2
19,2,9.0971,2,32.5197,2,295.7,2,1.956,2,140.3,2
20,2,9.0956,2,32.5192,2,295.9,2,1.975,2,133.2,2
21,2,9.0937,2,32.5195,2,296.1,2,1.989,2,124.1,2
22,2,9.0923,2,32.5195,2,296.3,2,2.012,2,115.7,2
23,2,9.0837,2,32.5194,2,296.0,2,2.037,2,109.3,2
24,2,9.0657,2,32.5188,2,295.8,2,2.072,2,103.8,2
25,2,9.0404,2,32.5182,2,296.2,2,2.097,2,97.1,2
26,2,9.0283,2,32.5162,2,296.5,2,2.13,2,88.5,2
27,2,9.0208,2,32.5169,2,296.7,2,2.162,2,85.2,2
28,2,9.0162,2,32.5179,2,296.7,2,2.1790000000000003,2,79.8,2
29,2,9.0151,2,32.5181,2,296.3,2,2.1830000000000003,2,74.1,2
30,2,9.0126,2,32.5183,2,296.0,2,2.189,2,68.4,2
31,2,9.0109,2,32.5185,2,296.0,2,2.231,2,63.5,2
32,2,9.0094,2,32.5183,2,295.2,2,2.231,2,59.7,2
33,2,9.0039,2,32.5184,2,291.5,2,2.2159999999999997,2,55.9,2
34,2,8.9958,2,32.5186,2,284.3,2,2.214,2,52.5,2
35,2,8.9838,2,32.5188,2,282.7,2,2.194,2,49.0,2
36,2,8.9519,2,32.5182,2,285.1,2,2.168,2,45.4,2
37,2,8.8636,2,32.5179,2,286.9,2,2.16,2,41.5,2
38,2,8.1845,2,32.5104,2,292.4,2,2.077,2,38.1,2
39,2,7.6693,2,32.5045,2,296.1,2,2.057,2,35.1,2
40,2,7.3577,2,32.5064,2,299.1,2,2.037,2,32.2,2
41,2,6.992999999999999,2,32.5287,2,301.3,2,2.04,2,29.6,2
42,2,6.7202,2,32.5517,2,302.7,2,2.043,2,26.9,2
43,2,6.5303,2,32.5508,2,303.8,2,2.0340000000000003,2,25.0,2
44,2,6.3964,2,32.5477,2,305.9,2,2.028,2,23.3,2
