CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Transmissivity - Fluorescence - PAR data are nominal and unedited except that some records were removed in editing temperature and salinity and some blocks of obviously bad values were removed from some of the deep casts.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on how the transmissivity calibration parameters were calculated see the document Transmissivity_Calculation.pdf.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Oxygen:Dissolved:CTD was calibrated using the method described in the Sea-Bird Application Note #64-2 of June 2012 (Sea-Bird_64-2_Jun2012.pdf) except that a small offset in the fit was allowed.,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#The calibration for the Oxygen:Dissolved sensor #0997 shifted during the cruise.,,,,,,,,,,,,,,,,,
#This appears to have been an abrupt change so separate corrections were applied for events (files) 0007 to 0049 and 0052 to 0117. ,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#The Oxygen:Dissolved:CTD data are considered very roughly to be:,,,,,,,,,,,,,,,,,
#      • ±0.5 ml/l from 0 to 150 dbar,,,,,,,,,,,,,,,,,
#      • ±0.3 ml/l from 150 to 300 dbar,,,,,,,,,,,,,,,,,
#      • ±0.1 ml/l from 300 to 1000 dbar,,,,,,,,,,,,,,,,,
#      • ±0.05 ml/l from 1000 to 2000 dbar,,,,,,,,,,,,,,,,,
#      • ±0.1 ml/l below 2000 dbar,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on the processing see the report 2014-19-proc.pdf,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,INS:LOCATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],Fluorescence:CTD:Seapoint [mg/m^3],PAR:CTD [µE/m^2/sec]
#,,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20140819
STNBR = P19
CASTNO = 1
DATE = 26/08/2014
TIME =  07:41
LATITUDE = 49.49967
LONGITUDE = -137.66566
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,,MG/M^3,,UE/m^2/sec,
2,2,16.8412,2,32.2417,2,247.7,2,60.4,2,0.552,2,,2
3,2,16.8412,2,32.2417,2,248.6,2,60.5,2,0.551,2,,2
4,2,16.8414,2,32.2417,2,249.2,2,60.4,2,0.5579999999999999,2,,2
5,2,16.8418,2,32.2418,2,249.0,2,60.4,2,0.54,2,,2
6,2,16.8419,2,32.2419,2,248.8,2,60.4,2,0.556,2,,2
7,2,16.8415,2,32.2419,2,250.2,2,60.5,2,0.537,2,,2
8,2,16.8418,2,32.242,2,250.5,2,60.5,2,0.545,2,,2
9,2,16.8418,2,32.242,2,250.3,2,60.4,2,0.565,2,,2
10,2,16.8419,2,32.2419,2,250.4,2,60.3,2,0.56,2,,2
11,2,16.840999999999998,2,32.2421,2,249.9,2,60.5,2,0.546,2,,2
12,2,16.8361,2,32.2424,2,250.3,2,60.4,2,0.539,2,,2
13,2,16.8333,2,32.2424,2,249.7,2,60.5,2,0.52,2,,2
14,2,16.824,2,32.243,2,250.1,2,60.2,2,0.525,2,,2
15,2,16.8223,2,32.243,2,249.9,2,60.3,2,0.519,2,,2
16,2,16.8101,2,32.2431,2,249.8,2,60.1,2,0.525,2,,2
17,2,16.7874,2,32.2435,2,250.5,2,60.0,2,0.526,2,,2
18,2,16.7596,2,32.2435,2,250.1,2,59.7,2,0.565,2,,2
19,2,16.734,2,32.2434,2,250.2,2,59.4,2,0.631,2,,2
20,2,16.6407,2,32.2425,2,251.9,2,58.9,2,0.738,2,,2
21,2,16.4241,2,32.2397,2,253.1,2,57.8,2,0.9309999999999999,2,,2
22,2,16.0903,2,32.2444,2,257.5,2,55.9,2,1.1440000000000001,2,,2
23,2,15.4713,2,32.2598,2,258.2,2,54.9,2,1.275,2,,2
24,2,15.0628,2,32.2631,2,264.1,2,54.8,2,1.4040000000000001,2,,2
25,2,14.6703,2,32.2754,2,265.9,2,54.5,2,1.765,2,,2
26,2,14.287,2,32.2792,2,267.2,2,53.4,2,2.2769999999999997,2,,2
27,2,13.5826,2,32.3004,2,272.3,2,51.9,2,2.7239999999999998,2,,2
28,2,13.0405,2,32.3153,2,270.2,2,50.7,2,2.9939999999999998,2,,2
29,2,12.5441,2,32.3294,2,270.5,2,51.6,2,2.968,2,,2
30,2,11.7819,2,32.3448,2,275.5,2,51.8,2,3.162,2,,2
31,2,11.2162,2,32.3578,2,277.4,2,51.9,2,3.2769999999999997,2,,2
32,2,10.7527,2,32.3792,2,280.5,2,52.2,2,2.883,2,,2
33,2,10.6136,2,32.3836,2,282.4,2,53.9,2,2.7489999999999997,2,,2
34,2,10.5884,2,32.376,2,283.1,2,55.0,2,2.7039999999999997,2,,2
35,2,10.5018,2,32.3881,2,277.0,2,55.2,2,2.653,2,,2
