CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Transmissivity - Fluorescence - PAR data are nominal and unedited except that some records were removed in editing temperature and salinity.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on how the transmissivity calibration parameters were calculated see the document Transmissivity_Calculation.pdf.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#"Oxygen:Dissolved:CTD was calibrated using the method described in the Sea-Bird Application Note #64-2 of June 2012 (Sea-Bird_64-2_Jun2012.pdf), except that a small offset in the fit was allowed.",,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#The Oxygen:Dissolved:CTD data are considered very roughly to be:,,,,,,,,,,,,,,,,,
#      • ±0.8 ml/l from 0 to 100 dbar,,,,,,,,,,,,,,,,,
#      • ±0.6 ml/l from 100 to 300 dbar,,,,,,,,,,,,,,,,,
#      • ±0.2 ml/l from 300 to 800 dbar,,,,,,,,,,,,,,,,,
#      • ±0.05 ml/l below 800 dbar,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#The primary Salinity:Practical:CTD channel was used for events 0041 and 0043 so it was recalibrated to match the secondary channel which was selected for all other casts.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on the processing see the report 2014-01-proc.pdf,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,INS:LOCATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],Fluorescence:CTD:Wetlabs [mg/m^3],PAR:CTD [µE/m^2/sec]
#,,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20140210
STNBR = P5
CASTNO = 2
DATE = 20140223
TIME =  16:30
LATITUDE = 48.69083
LONGITUDE = -127.16734
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,CTDFLUOR_TSG,CTDFLUOR_TSG_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,,MG/M^3,,UE/m^2/sec,
3,2,7.9249,2,32.3729,2,291.4,2,61.5,2,1.2770000000000001,2,,2
4,2,7.9251,2,32.3731,2,291.7,2,61.7,2,1.227,2,,2
5,2,7.9257,2,32.373000000000005,2,291.4,2,61.7,2,1.173,2,,2
6,2,7.9259,2,32.373000000000005,2,291.0,2,61.7,2,1.216,2,,2
7,2,7.9254,2,32.3732,2,291.4,2,61.7,2,1.2919999999999998,2,,2
8,2,7.9258,2,32.373000000000005,2,291.4,2,61.8,2,1.256,2,,2
9,2,7.9257,2,32.373000000000005,2,291.5,2,61.7,2,1.242,2,,2
10,2,7.9261,2,32.373000000000005,2,291.4,2,61.7,2,1.2830000000000001,2,,2
11,2,7.9258,2,32.3731,2,291.2,2,61.8,2,1.2229999999999999,2,,2
12,2,7.9257,2,32.3731,2,291.2,2,61.7,2,1.249,2,,2
13,2,7.9254,2,32.3729,2,291.6,2,61.8,2,1.298,2,,2
14,2,7.9251,2,32.3729,2,291.3,2,61.8,2,1.3019999999999998,2,,2
15,2,7.9236,2,32.3727,2,291.3,2,61.7,2,1.33,2,,2
16,2,7.9238,2,32.3727,2,291.2,2,61.7,2,1.3419999999999999,2,,2
17,2,7.9239,2,32.3726,2,291.4,2,61.7,2,1.248,2,,2
18,2,7.9246,2,32.3729,2,291.2,2,61.8,2,1.2830000000000001,2,,2
19,2,7.9233,2,32.3725,2,291.4,2,61.9,2,1.288,2,,2
20,2,7.9234,2,32.3727,2,291.5,2,61.8,2,1.389,2,,2
21,2,7.9235,2,32.3727,2,291.5,2,61.8,2,1.4140000000000001,2,,2
22,2,7.9227,2,32.3725,2,291.4,2,61.7,2,1.329,2,,2
23,2,7.9228,2,32.3725,2,290.8,2,61.8,2,1.228,2,,2
24,2,7.9231,2,32.3726,2,291.4,2,61.7,2,1.2429999999999999,2,,2
25,2,7.922999999999999,2,32.3725,2,291.4,2,61.7,2,1.341,2,,2
26,2,7.9233,2,32.3725,2,291.2,2,61.8,2,1.222,2,,2
27,2,7.9233,2,32.3725,2,291.8,2,61.7,2,1.1740000000000002,2,,2
28,2,7.9233,2,32.3725,2,291.3,2,61.7,2,1.206,2,,2
29,2,7.9219,2,32.3724,2,291.5,2,61.7,2,1.235,2,,2
30,2,7.9224,2,32.3725,2,291.5,2,61.7,2,1.285,2,,2
31,2,7.9224,2,32.3724,2,291.1,2,61.8,2,1.3259999999999998,2,,2
32,2,7.9239,2,32.3725,2,290.9,2,61.7,2,1.24,2,,2
33,2,7.9228,2,32.3725,2,291.6,2,61.7,2,1.229,2,,2
