CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Transmissivity - Fluorescence - PAR data are nominal and unedited except that some records were removed in editing temperature and salinity.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on how the transmissivity calibration parameters were calculated see the document Transmissivity_Calculation.pdf.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#"Oxygen:Dissolved:CTD was calibrated using the method described in the Sea-Bird Application Note #64-2 of June 2012 (Sea-Bird_64-2_Jun2012.pdf), except that a small offset in the fit was allowed.",,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#The Oxygen:Dissolved:CTD data are considered very roughly to be:,,,,,,,,,,,,,,,,,
#      • ±0.8 ml/l from 0 to 100 dbar,,,,,,,,,,,,,,,,,
#      • ±0.6 ml/l from 100 to 300 dbar,,,,,,,,,,,,,,,,,
#      • ±0.2 ml/l from 300 to 800 dbar,,,,,,,,,,,,,,,,,
#      • ±0.05 ml/l below 800 dbar,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#The primary Salinity:Practical:CTD channel was used for events 0041 and 0043 so it was recalibrated to match the secondary channel which was selected for all other casts.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on the processing see the report 2014-01-proc.pdf,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,INS:LOCATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],Fluorescence:CTD:Wetlabs [mg/m^3],PAR:CTD [µE/m^2/sec]
#,,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20140210
STNBR = P5
CASTNO = 1
DATE = 20140212
TIME =  17:33
LATITUDE = 48.69233
LONGITUDE = -127.166
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,CTDFLUOR_TSG,CTDFLUOR_TSG_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,,MG/M^3,,UE/m^2/sec,
1,2,7.9168,2,32.3143,2,289.3,2,62.1,2,0.835,2,,2
2,2,7.9177,2,32.3149,2,290.2,2,62.7,2,0.8540000000000001,2,,2
3,2,7.9204,2,32.3156,2,290.0,2,63.0,2,0.878,2,,2
4,2,7.9191,2,32.3152,2,289.9,2,63.1,2,0.8540000000000001,2,,2
5,2,7.9184,2,32.3149,2,289.7,2,63.1,2,0.8490000000000001,2,,2
6,2,7.9174,2,32.3146,2,289.2,2,62.9,2,0.856,2,,2
7,2,7.9151,2,32.3144,2,289.9,2,63.0,2,0.8590000000000001,2,,2
8,2,7.9152,2,32.3141,2,290.0,2,63.1,2,0.871,2,,2
9,2,7.9134,2,32.314,2,289.7,2,63.0,2,0.907,2,,2
10,2,7.9124,2,32.3137,2,290.3,2,63.1,2,0.9540000000000001,2,,2
11,2,7.9123,2,32.3138,2,289.5,2,63.1,2,0.937,2,,2
12,2,7.9121,2,32.3137,2,289.1,2,63.1,2,0.966,2,,2
13,2,7.9106,2,32.3133,2,290.1,2,63.2,2,0.943,2,,2
14,2,7.9097,2,32.3133,2,290.0,2,63.2,2,0.9309999999999999,2,,2
15,2,7.9084,2,32.313,2,289.8,2,63.1,2,0.943,2,,2
16,2,7.9088,2,32.3129,2,290.1,2,63.1,2,0.977,2,,2
17,2,7.9086,2,32.313,2,290.0,2,63.2,2,0.993,2,,2
18,2,7.9079999999999995,2,32.3131,2,289.4,2,63.2,2,0.973,2,,2
19,2,7.9074,2,32.3125,2,289.6,2,63.2,2,0.978,2,,2
20,2,7.9069,2,32.3123,2,289.6,2,63.1,2,0.966,2,,2
21,2,7.9072,2,32.3124,2,289.3,2,63.1,2,0.95,2,,2
22,2,7.9075,2,32.3124,2,289.6,2,63.1,2,0.981,2,,2
23,2,7.9072,2,32.3123,2,289.8,2,63.2,2,0.977,2,,2
24,2,7.9083,2,32.3126,2,289.8,2,63.2,2,0.998,2,,2
25,2,7.9127,2,32.3139,2,289.8,2,63.2,2,0.9840000000000001,2,,2
26,2,7.9129,2,32.3138,2,289.8,2,63.1,2,1.005,2,,2
27,2,7.9108,2,32.3134,2,289.8,2,63.1,2,0.991,2,,2
28,2,7.9118,2,32.3133,2,289.2,2,63.1,2,0.946,2,,2
29,2,7.9116,2,32.3135,2,289.7,2,63.3,2,0.938,2,,2
30,2,7.9103,2,32.3135,2,289.5,2,63.3,2,0.966,2,,2
31,2,7.9096,2,32.3132,2,289.2,2,63.3,2,0.992,2,,2
32,2,7.9097,2,32.3133,2,289.5,2,63.2,2,0.9790000000000001,2,,2
33,2,7.9106,2,32.3135,2,289.7,2,63.3,2,1.035,2,,2
34,2,7.91,2,32.3133,2,290.0,2,63.3,2,1.058,2,,2
35,2,7.9139,2,32.3152,2,290.3,2,63.3,2,1.038,2,,2
36,2,7.9234,2,32.3195,2,289.4,2,63.2,2,0.925,2,,2
37,2,7.9239999999999995,2,32.32,2,290.1,2,63.2,2,1.053,2,,2
38,2,7.9298,2,32.3223,2,290.0,2,63.3,2,1.022,2,,2
39,2,7.9363,2,32.3257,2,291.1,2,63.2,2,0.958,2,,2
40,2,7.9386,2,32.3274,2,290.2,2,63.1,2,0.953,2,,2
41,2,7.9414,2,32.3327,2,290.5,2,63.1,2,0.98,2,,2
42,2,7.9425,2,32.3355,2,290.5,2,63.1,2,0.9279999999999999,2,,2
43,2,7.9408,2,32.3381,2,290.1,2,63.1,2,0.9690000000000001,2,,2
44,2,7.9363,2,32.3395,2,290.3,2,63.1,2,1.0190000000000001,2,,2
45,2,7.9266,2,32.3407,2,290.2,2,63.2,2,1.013,2,,2
46,2,7.9128,2,32.3435,2,290.1,2,63.2,2,0.98,2,,2
47,2,7.8765,2,32.3438,2,289.8,2,63.3,2,0.9840000000000001,2,,2
48,2,7.8643,2,32.3443,2,290.4,2,63.5,2,0.968,2,,2
49,2,7.8601,2,32.346,2,290.4,2,63.7,2,0.976,2,,2
50,2,7.8581,2,32.3475,2,290.8,2,63.7,2,0.9790000000000001,2,,2
51,2,7.8571,2,32.3485,2,291.3,2,63.7,2,0.922,2,,2
52,2,7.8571,2,32.3494,2,291.2,2,63.7,2,0.873,2,,2
53,2,7.8573,2,32.3497,2,291.0,2,63.7,2,0.883,2,,2
54,2,7.8565,2,32.3502,2,290.9,2,63.7,2,0.977,2,,2
55,2,7.8583,2,32.3506,2,291.3,2,63.8,2,0.966,2,,2
56,2,7.8581,2,32.3521,2,291.3,2,63.7,2,0.903,2,,2
57,2,7.8585,2,32.3535,2,291.3,2,63.7,2,0.828,2,,2
58,2,7.8577,2,32.3548,2,290.1,2,63.7,2,0.855,2,,2
59,2,7.8587,2,32.3559,2,291.2,2,63.8,2,0.887,2,,2
60,2,7.8603,2,32.3572,2,291.1,2,63.8,2,0.9570000000000001,2,,2
61,2,7.8639,2,32.3587,2,291.6,2,63.9,2,0.9470000000000001,2,,2
62,2,7.8702,2,32.361999999999995,2,290.9,2,63.7,2,0.872,2,,2
63,2,7.8695,2,32.3623,2,290.4,2,63.9,2,0.875,2,,2
64,2,7.8765,2,32.3652,2,291.1,2,64.1,2,0.846,2,,2
65,2,7.8796,2,32.3703,2,281.7,2,64.2,2,0.868,2,,2
66,2,7.8288,2,32.3873,2,275.8,2,64.4,2,0.774,2,,2
67,2,7.7781,2,32.4011,2,269.3,2,64.8,2,0.747,2,,2
68,2,7.7612,2,32.4106,2,263.5,2,65.0,2,0.685,2,,2
69,2,7.7579,2,32.4344,2,260.7,2,65.3,2,0.705,2,,2
70,2,7.7037,2,32.4898,2,259.3,2,65.5,2,0.685,2,,2
71,2,7.4976,2,32.5839,2,263.2,2,66.1,2,0.597,2,,2
72,2,7.4333,2,32.6275,2,271.8,2,66.8,2,0.515,2,,2
73,2,7.4263,2,32.6869,2,273.4,2,67.0,2,0.5489999999999999,2,,2
75,2,7.4007,2,32.7932,2,218.7,2,65.4,2,0.355,2,,2
76,2,7.3812,2,32.8422,2,218.1,2,66.7,2,0.307,2,,2
77,2,7.3754,2,32.8666,2,218.8,2,67.2,2,0.263,2,,2
78,2,7.3621,2,32.8861,2,222.8,2,67.5,2,0.226,2,,2
79,2,7.3486,2,32.9107,2,230.7,2,67.5,2,0.191,2,,2
80,2,7.3369,2,32.9548,2,237.8,2,67.5,2,0.161,2,,2
81,2,7.3365,2,32.9808,2,241.3,2,67.6,2,0.168,2,,2
83,2,7.32,2,33.0397,2,198.3,2,67.1,2,0.188,2,,2
84,2,7.3065,2,33.0884,2,199.5,2,67.3,2,0.18100000000000002,2,,2
85,2,7.3025,2,33.1177,2,202.7,2,67.7,2,0.153,2,,2
86,2,7.3032,2,33.1313,2,205.6,2,67.7,2,0.14,2,,2
87,2,7.3012,2,33.1601,2,208.3,2,67.7,2,0.11800000000000001,2,,2
88,2,7.2888,2,33.1727,2,208.9,2,67.7,2,0.109,2,,2
90,2,7.2723,2,33.1998,2,193.7,2,67.5,2,0.125,2,,2
91,2,7.2703,2,33.2063,2,193.1,2,67.6,2,0.12,2,,2
92,2,7.2756,2,33.2307,2,192.3,2,67.7,2,0.109,2,,2
93,2,7.282,2,33.2522,2,194.1,2,67.8,2,0.094,2,,2
94,2,7.2806,2,33.2634,2,196.9,2,67.7,2,0.107,2,,2
95,2,7.2687,2,33.2711,2,199.8,2,67.7,2,0.10300000000000001,2,,2
96,2,7.2668,2,33.2748,2,179.4,2,67.8,2,0.10099999999999999,2,,2
97,2,7.2697,2,33.2829,2,175.3,2,67.7,2,0.106,2,,2
98,2,7.3207,2,33.3445,2,170.6,2,67.7,2,0.102,2,,2
99,2,7.3635,2,33.3871,2,168.0,2,67.7,2,0.109,2,,2
100,2,7.3660000000000005,2,33.3982,2,166.0,2,67.6,2,0.09699999999999999,2,,2
101,2,7.3839,2,33.4271,2,165.3,2,67.6,2,0.109,2,,2
102,2,7.3919,2,33.4442,2,165.0,2,67.6,2,0.109,2,,2
103,2,7.4004,2,33.4585,2,164.7,2,67.6,2,0.099,2,,2
104,2,7.4001,2,33.4661,2,164.1,2,67.6,2,0.098,2,,2
105,2,7.3870000000000005,2,33.4722,2,164.4,2,67.6,2,0.11900000000000001,2,,2
106,2,7.3946,2,33.4828,2,163.0,2,67.6,2,0.109,2,,2
107,2,7.4023,2,33.4973,2,161.1,2,67.6,2,0.106,2,,2
108,2,7.4069,2,33.5166,2,160.6,2,67.7,2,0.099,2,,2
109,2,7.4114,2,33.5308,2,158.0,2,67.6,2,0.10800000000000001,2,,2
110,2,7.4064,2,33.5422,2,156.6,2,67.6,2,0.10800000000000001,2,,2
111,2,7.4104,2,33.5474,2,154.2,2,67.7,2,0.095,2,,2
112,2,7.4191,2,33.5545,2,153.0,2,67.6,2,0.109,2,,2
113,2,7.4267,2,33.5624,2,151.5,2,67.6,2,0.098,2,,2
114,2,7.4332,2,33.5711,2,150.5,2,67.6,2,0.102,2,,2
115,2,7.4433,2,33.586999999999996,2,150.3,2,67.6,2,0.1,2,,2
116,2,7.4477,2,33.6055,2,147.9,2,67.6,2,0.102,2,,2
117,2,7.4499,2,33.622,2,145.2,2,67.6,2,0.105,2,,2
118,2,7.4433,2,33.6354,2,141.8,2,67.6,2,0.09300000000000001,2,,2
119,2,7.4462,2,33.6427,2,139.5,2,67.6,2,0.105,2,,2
120,2,7.4613,2,33.6571,2,140.0,2,67.5,2,0.107,2,,2
121,2,7.4621,2,33.669000000000004,2,140.7,2,67.5,2,0.09300000000000001,2,,2
122,2,7.4573,2,33.6703,2,143.4,2,67.4,2,0.1,2,,2
123,2,7.3752,2,33.6714,2,146.9,2,67.5,2,0.095,2,,2
124,2,7.355,2,33.6714,2,143.0,2,67.5,2,0.098,2,,2
125,2,7.4085,2,33.6851,2,143.0,2,67.5,2,0.10400000000000001,2,,2
126,2,7.4226,2,33.6967,2,145.3,2,67.5,2,0.109,2,,2
127,2,7.4034,2,33.7042,2,148.5,2,67.5,2,0.102,2,,2
128,2,7.3779,2,33.7043,2,149.5,2,67.5,2,0.109,2,,2
129,2,7.3582,2,33.7063,2,146.8,2,67.5,2,0.09,2,,2
130,2,7.3571,2,33.7185,2,146.5,2,67.6,2,0.09699999999999999,2,,2
131,2,7.3832,2,33.7326,2,147.1,2,67.7,2,0.109,2,,2
132,2,7.3873,2,33.7343,2,146.8,2,67.7,2,0.10400000000000001,2,,2
133,2,7.3989,2,33.7433,2,137.9,2,67.7,2,0.099,2,,2
134,2,7.4058,2,33.7484,2,138.2,2,67.7,2,0.109,2,,2
135,2,7.4062,2,33.7494,2,137.2,2,67.6,2,0.095,2,,2
136,2,7.4084,2,33.7515,2,137.5,2,67.6,2,0.109,2,,2
137,2,7.4048,2,33.7581,2,134.8,2,67.6,2,0.096,2,,2
138,2,7.3836,2,33.7728,2,132.2,2,67.6,2,0.105,2,,2
139,2,7.3986,2,33.7851,2,130.1,2,67.6,2,0.09699999999999999,2,,2
140,2,7.4036,2,33.7897,2,129.9,2,67.6,2,0.08900000000000001,2,,2
141,2,7.4032,2,33.7937,2,129.3,2,67.6,2,0.098,2,,2
142,2,7.4005,2,33.7955,2,130.0,2,67.6,2,0.094,2,,2
143,2,7.4031,2,33.7981,2,134.6,2,67.6,2,0.109,2,,2
144,2,7.3941,2,33.8012,2,136.8,2,67.6,2,0.109,2,,2
145,2,7.3378,2,33.7971,2,139.0,2,67.6,2,0.107,2,,2
