CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Transmissivity - Fluorescence - PAR data are nominal and unedited except that some records were removed in editing temperature and salinity.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on how the transmissivity calibration parameters were calculated see the document Transmissivity_Calculation.pdf.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#"Oxygen:Dissolved:CTD was calibrated using the method described in the Sea-Bird Application Note #64-2 of June 2012 (Sea-Bird_64-2_Jun2012.pdf), except that a small offset in the fit was allowed.",,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#The Oxygen:Dissolved:CTD data are considered very roughly to be:,,,,,,,,,,,,,,,,,
#      • ±0.8 ml/l from 0 to 100 dbar,,,,,,,,,,,,,,,,,
#      • ±0.6 ml/l from 100 to 300 dbar,,,,,,,,,,,,,,,,,
#      • ±0.2 ml/l from 300 to 800 dbar,,,,,,,,,,,,,,,,,
#      • ±0.05 ml/l below 800 dbar,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#The primary Salinity:Practical:CTD channel was used for events 0041 and 0043 so it was recalibrated to match the secondary channel which was selected for all other casts.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on the processing see the report 2014-01-proc.pdf,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,INS:LOCATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],Fluorescence:CTD:Wetlabs [mg/m^3],PAR:CTD [µE/m^2/sec]
#,,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20140210
STNBR = P12
CASTNO = 2
DATE = 20140222
TIME =  14:40
LATITUDE = 48.9685
LONGITUDE = -130.666
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,CTDFLUOR_TSG,CTDFLUOR_TSG_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,,MG/M^3,,UE/m^2/sec,
2,2,8.1323,2,32.4225,2,291.4,2,63.2,2,0.971,2,,2
3,2,8.1327,2,32.4225,2,291.3,2,63.3,2,0.9570000000000001,2,,2
4,2,8.1324,2,32.4227,2,291.4,2,63.3,2,1.018,2,,2
5,2,8.1324,2,32.4226,2,291.4,2,63.2,2,1.036,2,,2
6,2,8.1328,2,32.4225,2,291.3,2,63.3,2,1.0090000000000001,2,,2
7,2,8.1331,2,32.4227,2,291.6,2,63.3,2,1.083,2,,2
8,2,8.1332,2,32.4226,2,291.3,2,63.3,2,1.071,2,,2
9,2,8.1334,2,32.4226,2,291.4,2,63.3,2,1.025,2,,2
10,2,8.1332,2,32.4227,2,291.0,2,63.3,2,1.0090000000000001,2,,2
11,2,8.1339,2,32.4226,2,291.4,2,63.3,2,0.973,2,,2
12,2,8.1342,2,32.4227,2,291.2,2,63.3,2,0.998,2,,2
13,2,8.1349,2,32.4225,2,291.4,2,63.3,2,1.054,2,,2
14,2,8.1353,2,32.4226,2,291.5,2,63.3,2,1.072,2,,2
15,2,8.1352,2,32.4225,2,291.4,2,63.3,2,1.0490000000000002,2,,2
16,2,8.1353,2,32.4227,2,291.1,2,63.2,2,1.015,2,,2
17,2,8.1352,2,32.4226,2,291.1,2,63.3,2,1.015,2,,2
18,2,8.1349,2,32.4225,2,291.0,2,63.3,2,1.015,2,,2
19,2,8.1349,2,32.4225,2,291.0,2,63.2,2,1.034,2,,2
20,2,8.135,2,32.4226,2,291.4,2,63.3,2,0.9740000000000001,2,,2
21,2,8.1352,2,32.4225,2,291.6,2,63.2,2,1.023,2,,2
22,2,8.1353,2,32.4225,2,291.4,2,63.2,2,1.022,2,,2
23,2,8.1353,2,32.4225,2,291.1,2,63.2,2,1.091,2,,2
24,2,8.1355,2,32.4225,2,291.4,2,63.2,2,1.044,2,,2
25,2,8.1355,2,32.4225,2,291.1,2,63.3,2,0.99,2,,2
26,2,8.1364,2,32.4225,2,291.5,2,63.3,2,0.983,2,,2
27,2,8.1365,2,32.4226,2,291.7,2,63.3,2,0.987,2,,2
28,2,8.1359,2,32.4226,2,290.8,2,63.3,2,0.998,2,,2
29,2,8.1356,2,32.4226,2,291.1,2,63.2,2,1.0290000000000001,2,,2
30,2,8.1352,2,32.4226,2,290.8,2,63.3,2,1.006,2,,2
31,2,8.1365,2,32.4226,2,291.1,2,63.2,2,1.0090000000000001,2,,2
32,2,8.1368,2,32.4225,2,291.2,2,63.2,2,1.024,2,,2
33,2,8.1365,2,32.4226,2,291.4,2,63.2,2,0.985,2,,2
