CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Transmissivity - Fluorescence - PAR data are nominal and unedited except that some records were removed in editing temperature and salinity.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on how the transmissivity calibration parameters were calculated see the document Transmissivity_Calculation.pdf.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#"Oxygen:Dissolved:CTD was calibrated using the method described in the Sea-Bird Application Note #64-2 of June 2012 (Sea-Bird_64-2_Jun2012.pdf), except that a small offset in the fit was allowed.",,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#The Oxygen:Dissolved:CTD data are considered very roughly to be:,,,,,,,,,,,,,,,,,
#      • ±0.8 ml/l from 0 to 100 dbar,,,,,,,,,,,,,,,,,
#      • ±0.6 ml/l from 100 to 300 dbar,,,,,,,,,,,,,,,,,
#      • ±0.2 ml/l from 300 to 800 dbar,,,,,,,,,,,,,,,,,
#      • ±0.05 ml/l below 800 dbar,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#The primary Salinity:Practical:CTD channel was used for events 0041 and 0043 so it was recalibrated to match the secondary channel which was selected for all other casts.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on the processing see the report 2014-01-proc.pdf,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,INS:LOCATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],Fluorescence:CTD:Wetlabs [mg/m^3],PAR:CTD [µE/m^2/sec]
#,,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20140210
STNBR = P6
CASTNO = 1
DATE = 20140212
TIME =  21:28
LATITUDE = 48.7435
LONGITUDE = -127.66666000000001
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,CTDFLUOR_TSG,CTDFLUOR_TSG_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,,MG/M^3,,UE/m^2/sec,
1,2,8.073,2,32.3596,2,291.2,2,62.3,2,0.555,2,,2
2,2,8.0708,2,32.3598,2,291.7,2,62.3,2,0.575,2,,2
3,2,8.0698,2,32.3599,2,291.6,2,62.3,2,0.579,2,,2
4,2,8.0696,2,32.3601,2,291.6,2,62.3,2,0.578,2,,2
5,2,8.0701,2,32.3602,2,291.4,2,62.4,2,0.612,2,,2
6,2,8.0698,2,32.3607,2,291.5,2,62.4,2,0.616,2,,2
7,2,8.0701,2,32.3602,2,291.4,2,62.3,2,0.664,2,,2
8,2,8.0698,2,32.3605,2,291.8,2,62.3,2,0.664,2,,2
9,2,8.0694,2,32.361,2,291.8,2,62.3,2,0.667,2,,2
10,2,8.0701,2,32.3609,2,291.2,2,62.3,2,0.7090000000000001,2,,2
11,2,8.0697,2,32.361,2,291.8,2,62.3,2,0.754,2,,2
12,2,8.0688,2,32.361,2,291.2,2,62.3,2,0.789,2,,2
13,2,8.0678,2,32.361,2,291.4,2,62.3,2,0.8590000000000001,2,,2
14,2,8.0592,2,32.3609,2,291.1,2,62.3,2,0.9209999999999999,2,,2
15,2,8.0501,2,32.3603,2,291.6,2,62.3,2,0.9359999999999999,2,,2
16,2,8.0417,2,32.3593,2,291.5,2,62.3,2,0.95,2,,2
17,2,8.0411,2,32.3592,2,291.0,2,62.3,2,0.953,2,,2
18,2,8.037,2,32.3588,2,291.4,2,62.3,2,0.965,2,,2
19,2,8.0341,2,32.3586,2,291.6,2,62.4,2,0.995,2,,2
20,2,8.0343,2,32.3585,2,291.6,2,62.4,2,1.037,2,,2
21,2,8.0283,2,32.358000000000004,2,290.4,2,62.4,2,1.051,2,,2
22,2,8.0181,2,32.3569,2,290.2,2,62.3,2,1.0659999999999998,2,,2
23,2,7.9936,2,32.3543,2,289.3,2,62.4,2,1.083,2,,2
24,2,7.9599,2,32.3501,2,290.1,2,62.5,2,1.078,2,,2
25,2,7.9312,2,32.3469,2,289.8,2,62.7,2,1.083,2,,2
26,2,7.8808,2,32.3409,2,291.0,2,62.9,2,1.089,2,,2
27,2,7.8534,2,32.3375,2,291.2,2,63.2,2,1.08,2,,2
28,2,7.8354,2,32.3355,2,291.6,2,63.4,2,1.075,2,,2
29,2,7.8266,2,32.3345,2,291.8,2,63.5,2,1.092,2,,2
30,2,7.82,2,32.3337,2,291.8,2,63.6,2,1.04,2,,2
31,2,7.8128,2,32.3337,2,291.9,2,63.7,2,0.995,2,,2
32,2,7.8055,2,32.3333,2,291.1,2,63.8,2,0.965,2,,2
33,2,7.7998,2,32.333,2,291.3,2,63.9,2,0.945,2,,2
34,2,7.7993,2,32.3335,2,292.1,2,64.0,2,0.9390000000000001,2,,2
35,2,7.7987,2,32.3336,2,291.1,2,64.0,2,0.902,2,,2
36,2,7.7961,2,32.3334,2,291.8,2,64.1,2,0.9059999999999999,2,,2
37,2,7.7922,2,32.3333,2,291.6,2,64.1,2,0.929,2,,2
38,2,7.7913,2,32.3334,2,291.8,2,64.1,2,0.8959999999999999,2,,2
39,2,7.7918,2,32.3342,2,291.8,2,64.2,2,0.9329999999999999,2,,2
40,2,7.7917,2,32.3345,2,291.7,2,64.2,2,0.9109999999999999,2,,2
41,2,7.7921,2,32.3346,2,291.3,2,64.2,2,0.873,2,,2
42,2,7.7916,2,32.3346,2,291.6,2,64.2,2,0.865,2,,2
43,2,7.7904,2,32.3347,2,290.8,2,64.2,2,0.8590000000000001,2,,2
44,2,7.791,2,32.3355,2,292.0,2,64.3,2,0.872,2,,2
45,2,7.7922,2,32.3377,2,292.0,2,64.2,2,0.9570000000000001,2,,2
46,2,7.7924,2,32.3388,2,291.6,2,64.3,2,0.9309999999999999,2,,2
47,2,7.7926,2,32.3398,2,290.4,2,64.3,2,0.9,2,,2
48,2,7.7943,2,32.3415,2,289.6,2,64.4,2,0.9,2,,2
49,2,7.7982,2,32.3437,2,291.5,2,64.3,2,0.858,2,,2
50,2,7.801,2,32.3455,2,291.7,2,64.3,2,0.871,2,,2
51,2,7.8038,2,32.3476,2,291.8,2,64.3,2,0.9159999999999999,2,,2
52,2,7.8085,2,32.3506,2,291.5,2,64.3,2,0.86,2,,2
53,2,7.8138,2,32.3532,2,290.9,2,64.3,2,0.85,2,,2
54,2,7.8247,2,32.3585,2,290.5,2,64.4,2,0.8540000000000001,2,,2
55,2,7.8379,2,32.3644,2,289.3,2,64.5,2,0.882,2,,2
56,2,7.8484,2,32.3721,2,287.7,2,64.5,2,0.875,2,,2
57,2,7.8551,2,32.3862,2,283.1,2,64.4,2,0.922,2,,2
58,2,7.8559,2,32.3941,2,271.4,2,64.6,2,0.813,2,,2
59,2,7.848,2,32.4132,2,259.3,2,64.7,2,0.785,2,,2
60,2,7.8085,2,32.4808,2,248.6,2,64.9,2,0.76,2,,2
61,2,7.77,2,32.543,2,241.7,2,65.4,2,0.738,2,,2
62,2,7.7539,2,32.6183,2,236.1,2,65.9,2,0.7340000000000001,2,,2
63,2,7.6656,2,32.7473,2,233.3,2,66.1,2,0.6779999999999999,2,,2
64,2,7.6271,2,32.7729,2,229.9,2,66.6,2,0.46799999999999997,2,,2
65,2,7.5934,2,32.7985,2,223.2,2,66.8,2,0.301,2,,2
66,2,7.5121,2,32.8459,2,217.5,2,67.0,2,0.294,2,,2
67,2,7.4049,2,32.9175,2,213.7,2,67.2,2,0.24,2,,2
68,2,7.3503,2,32.959,2,211.8,2,67.4,2,0.25,2,,2
