CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Transmissivity - Fluorescence - PAR data are nominal and unedited except that some records were removed in editing temperature and salinity.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on how the transmissivity calibration parameters were calculated see the document Transmissivity_Calculation.pdf.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#"Oxygen:Dissolved:CTD was calibrated using the method described in the Sea-Bird Application Note #64-2 of June 2012 (Sea-Bird_64-2_Jun2012.pdf), except that a small offset in the fit was allowed.",,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#The Oxygen:Dissolved:CTD data are considered very roughly to be:,,,,,,,,,,,,,,,,,
#      • ±0.8 ml/l from 0 to 100 dbar,,,,,,,,,,,,,,,,,
#      • ±0.6 ml/l from 100 to 300 dbar,,,,,,,,,,,,,,,,,
#      • ±0.2 ml/l from 300 to 800 dbar,,,,,,,,,,,,,,,,,
#      • ±0.05 ml/l below 800 dbar,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#The primary Salinity:Practical:CTD channel was used for events 0041 and 0043 so it was recalibrated to match the secondary channel which was selected for all other casts.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on the processing see the report 2014-01-proc.pdf,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,INS:LOCATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],Fluorescence:CTD:Wetlabs [mg/m^3],PAR:CTD [µE/m^2/sec]
#,,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20140210
STNBR = P11
CASTNO = 1
DATE = 20140223
TIME =  05:43
LATITUDE = 48.934
LONGITUDE = -130.16566
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,CTDFLUOR_TSG,CTDFLUOR_TSG_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,,MG/M^3,,UE/m^2/sec,
1,2,7.8783,2,32.4093,2,293.1,2,61.2,2,1.1440000000000001,2,,2
2,2,7.8794,2,32.4093,2,291.4,2,62.0,2,1.0959999999999999,2,,2
3,2,7.8797,2,32.4094,2,292.9,2,62.1,2,1.11,2,,2
4,2,7.8801,2,32.4095,2,292.4,2,62.1,2,1.145,2,,2
5,2,7.88,2,32.4093,2,292.7,2,62.0,2,1.111,2,,2
6,2,7.88,2,32.4094,2,292.6,2,62.0,2,1.104,2,,2
7,2,7.88,2,32.4095,2,292.9,2,61.9,2,1.1059999999999999,2,,2
8,2,7.8801,2,32.4095,2,292.8,2,62.0,2,1.105,2,,2
9,2,7.8806,2,32.4095,2,293.1,2,62.0,2,1.138,2,,2
10,2,7.8808,2,32.4096,2,293.1,2,62.0,2,1.135,2,,2
11,2,7.8809,2,32.4094,2,292.6,2,62.0,2,1.181,2,,2
12,2,7.8809,2,32.4093,2,292.4,2,62.0,2,1.1520000000000001,2,,2
13,2,7.881,2,32.4094,2,292.4,2,62.0,2,1.227,2,,2
14,2,7.881,2,32.4094,2,292.7,2,62.1,2,1.214,2,,2
15,2,7.8809,2,32.4093,2,292.8,2,62.1,2,1.213,2,,2
16,2,7.881,2,32.4093,2,292.3,2,62.1,2,1.229,2,,2
17,2,7.8814,2,32.4094,2,293.2,2,62.1,2,1.167,2,,2
18,2,7.8814,2,32.4095,2,292.1,2,62.1,2,1.1320000000000001,2,,2
19,2,7.8804,2,32.4097,2,293.3,2,62.1,2,1.125,2,,2
20,2,7.8805,2,32.4094,2,292.9,2,61.9,2,1.13,2,,2
21,2,7.8801,2,32.4093,2,292.7,2,61.9,2,1.145,2,,2
22,2,7.8797,2,32.4092,2,293.3,2,62.1,2,1.143,2,,2
23,2,7.8794,2,32.4093,2,292.6,2,62.1,2,1.2309999999999999,2,,2
24,2,7.8797,2,32.4092,2,292.5,2,62.1,2,1.226,2,,2
25,2,7.881,2,32.4093,2,292.4,2,62.1,2,1.147,2,,2
26,2,7.8811,2,32.4095,2,292.5,2,61.9,2,1.158,2,,2
27,2,7.8783,2,32.4099,2,293.1,2,61.9,2,1.113,2,,2
28,2,7.8747,2,32.4103,2,292.3,2,62.0,2,1.1159999999999999,2,,2
29,2,7.8745,2,32.4104,2,293.1,2,62.0,2,1.1,2,,2
30,2,7.872999999999999,2,32.4104,2,292.3,2,62.1,2,1.147,2,,2
31,2,7.8724,2,32.4103,2,292.4,2,62.1,2,1.214,2,,2
32,2,7.8719,2,32.4104,2,292.9,2,62.1,2,1.193,2,,2
