CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Transmissivity - Fluorescence - PAR data are nominal and unedited except that some records were removed in editing temperature and salinity.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on how the transmissivity calibration parameters were calculated see the document Transmissivity_Calculation.pdf.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#"Oxygen:Dissolved:CTD was calibrated using the method described in the Sea-Bird Application Note #64-2 of June 2012 (Sea-Bird_64-2_Jun2012.pdf), except that a small offset in the fit was allowed.",,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#The Oxygen:Dissolved:CTD data are considered very roughly to be:,,,,,,,,,,,,,,,,,
#      • ±0.8 ml/l from 0 to 100 dbar,,,,,,,,,,,,,,,,,
#      • ±0.6 ml/l from 100 to 300 dbar,,,,,,,,,,,,,,,,,
#      • ±0.2 ml/l from 300 to 800 dbar,,,,,,,,,,,,,,,,,
#      • ±0.05 ml/l below 800 dbar,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#The primary Salinity:Practical:CTD channel was used for events 0041 and 0043 so it was recalibrated to match the secondary channel which was selected for all other casts.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on the processing see the report 2014-01-proc.pdf,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,INS:LOCATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],Fluorescence:CTD:Wetlabs [mg/m^3],PAR:CTD [µE/m^2/sec]
#,,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20140210
STNBR = P15
CASTNO = 1
DATE = 20140214
TIME =  20:37
LATITUDE = 49.20033
LONGITUDE = -133.66634
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,CTDFLUOR_TSG,CTDFLUOR_TSG_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,,MG/M^3,,UE/m^2/sec,
4,2,8.0346,2,32.4517,2,295.9,2,49.1,2,0.46299999999999997,2,,2
5,2,8.0356,2,32.4521,2,295.0,2,60.1,2,0.465,2,,2
6,2,8.0355,2,32.4522,2,292.4,2,63.4,2,0.504,2,,2
7,2,8.037,2,32.4523,2,292.7,2,63.4,2,0.45899999999999996,2,,2
8,2,8.0381,2,32.4524,2,292.6,2,63.5,2,0.457,2,,2
9,2,8.0357,2,32.4523,2,292.9,2,63.5,2,0.457,2,,2
10,2,8.0369,2,32.4524,2,292.8,2,63.4,2,0.45299999999999996,2,,2
11,2,8.037,2,32.4524,2,292.8,2,63.4,2,0.46299999999999997,2,,2
12,2,8.0361,2,32.4526,2,293.0,2,63.5,2,0.49,2,,2
13,2,8.0316,2,32.4522,2,292.8,2,63.5,2,0.5429999999999999,2,,2
14,2,8.0299,2,32.4522,2,292.6,2,63.5,2,0.62,2,,2
15,2,8.0324,2,32.4523,2,292.6,2,63.5,2,0.655,2,,2
16,2,8.0314,2,32.4523,2,292.3,2,63.5,2,0.6459999999999999,2,,2
17,2,8.0309,2,32.4521,2,292.5,2,63.5,2,0.657,2,,2
18,2,8.0337,2,32.4523,2,292.2,2,63.4,2,0.68,2,,2
19,2,8.0356,2,32.4523,2,292.3,2,63.5,2,0.68,2,,2
20,2,8.0364,2,32.4525,2,292.3,2,63.5,2,0.68,2,,2
21,2,8.0347,2,32.4523,2,292.5,2,63.4,2,0.68,2,,2
22,2,8.0331,2,32.4523,2,292.7,2,63.4,2,0.6890000000000001,2,,2
23,2,8.0328,2,32.4522,2,292.9,2,63.4,2,0.777,2,,2
24,2,8.032,2,32.4522,2,292.5,2,63.5,2,0.841,2,,2
25,2,8.0333,2,32.4521,2,292.0,2,63.4,2,0.888,2,,2
26,2,8.0321,2,32.4522,2,292.3,2,63.4,2,0.9059999999999999,2,,2
27,2,8.031,2,32.4522,2,293.1,2,63.4,2,0.914,2,,2
28,2,8.0308,2,32.4524,2,292.2,2,63.4,2,0.961,2,,2
29,2,8.0302,2,32.4523,2,292.9,2,63.4,2,1.003,2,,2
30,2,8.0313,2,32.4521,2,293.0,2,63.5,2,1.022,2,,2
31,2,8.0332,2,32.4523,2,293.0,2,63.1,2,1.041,2,,2
32,2,8.0326,2,32.4524,2,292.8,2,63.3,2,1.077,2,,2
33,2,8.0302,2,32.4522,2,292.2,2,63.5,2,1.125,2,,2
34,2,8.0302,2,32.4521,2,292.6,2,63.5,2,1.172,2,,2
35,2,8.0298,2,32.4523,2,292.0,2,63.5,2,1.18,2,,2
36,2,8.0294,2,32.4523,2,292.6,2,63.5,2,1.176,2,,2
37,2,8.0299,2,32.4523,2,292.9,2,63.6,2,1.2109999999999999,2,,2
38,2,8.0301,2,32.4522,2,292.4,2,63.6,2,1.218,2,,2
