CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Transmissivity - Fluorescence - PAR data are nominal and unedited except that some records were removed in editing temperature and salinity.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on how the transmissivity calibration parameters were calculated see the document Transmissivity_Calculation.pdf.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#"Oxygen:Dissolved:CTD was calibrated using the method described in the Sea-Bird Application Note #64-2 of June 2012 (Sea-Bird_64-2_Jun2012.pdf), except that a small offset in the fit was allowed.",,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#The Oxygen:Dissolved:CTD data are considered very roughly to be:,,,,,,,,,,,,,,,,,
#      • ±0.8 ml/l from 0 to 100 dbar,,,,,,,,,,,,,,,,,
#      • ±0.6 ml/l from 100 to 300 dbar,,,,,,,,,,,,,,,,,
#      • ±0.2 ml/l from 300 to 800 dbar,,,,,,,,,,,,,,,,,
#      • ±0.05 ml/l below 800 dbar,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#The primary Salinity:Practical:CTD channel was used for events 0041 and 0043 so it was recalibrated to match the secondary channel which was selected for all other casts.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on the processing see the report 2014-01-proc.pdf,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,INS:LOCATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],Fluorescence:CTD:Wetlabs [mg/m^3],PAR:CTD [µE/m^2/sec]
#,,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20140210
STNBR = P3
CASTNO = 1
DATE = 20140212
TIME =  02:57
LATITUDE = 48.6255
LONGITUDE = -126.33200000000001
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,CTDFLUOR_TSG,CTDFLUOR_TSG_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,,MG/M^3,,UE/m^2/sec,
1,2,7.6748,2,32.0189,2,291.4,2,61.4,2,0.975,2,,2
2,2,7.6751,2,32.0194,2,291.5,2,61.6,2,0.941,2,,2
3,2,7.6747,2,32.0194,2,291.3,2,61.6,2,0.9570000000000001,2,,2
4,2,7.6746,2,32.0185,2,291.4,2,61.6,2,1.02,2,,2
5,2,7.6749,2,32.0182,2,291.8,2,61.6,2,1.006,2,,2
6,2,7.6756,2,32.0202,2,291.5,2,61.6,2,0.9790000000000001,2,,2
7,2,7.6757,2,32.0208,2,291.3,2,61.6,2,0.992,2,,2
8,2,7.6756,2,32.021,2,291.0,2,61.6,2,1.0859999999999999,2,,2
9,2,7.6758,2,32.0213,2,291.5,2,61.6,2,1.071,2,,2
10,2,7.6761,2,32.0216,2,291.7,2,61.7,2,1.003,2,,2
11,2,7.6762,2,32.0221,2,290.6,2,61.6,2,0.982,2,,2
12,2,7.6759,2,32.0208,2,290.6,2,61.6,2,1.013,2,,2
13,2,7.676,2,32.019,2,291.5,2,61.6,2,0.9670000000000001,2,,2
14,2,7.6763,2,32.0176,2,291.2,2,61.6,2,1.021,2,,2
15,2,7.6763,2,32.0173,2,291.9,2,61.6,2,0.956,2,,2
16,2,7.6764,2,32.0171,2,292.3,2,61.6,2,0.909,2,,2
17,2,7.6763,2,32.0171,2,291.1,2,61.5,2,0.9229999999999999,2,,2
18,2,7.6771,2,32.0202,2,292.0,2,61.5,2,1.018,2,,2
19,2,7.6786,2,32.0232,2,291.3,2,61.6,2,1.094,2,,2
20,2,7.6824,2,32.0315,2,291.6,2,61.6,2,1.12,2,,2
21,2,7.6865,2,32.0401,2,289.6,2,61.6,2,1.016,2,,2
22,2,7.6911,2,32.049,2,291.6,2,61.6,2,0.9990000000000001,2,,2
23,2,7.6936,2,32.0539,2,291.3,2,61.6,2,0.955,2,,2
24,2,7.6896,2,32.0454,2,292.3,2,61.4,2,0.9520000000000001,2,,2
25,2,7.6951,2,32.0582,2,291.7,2,61.5,2,0.9570000000000001,2,,2
26,2,7.6966,2,32.0611,2,290.5,2,61.6,2,0.95,2,,2
27,2,7.7038,2,32.0781,2,291.2,2,61.6,2,1.003,2,,2
28,2,7.7068,2,32.0859,2,291.2,2,61.7,2,1.109,2,,2
29,2,7.7145,2,32.1075,2,290.6,2,61.7,2,1.149,2,,2
30,2,7.7158,2,32.1094,2,289.4,2,61.9,2,0.9209999999999999,2,,2
31,2,7.7209,2,32.1136,2,290.0,2,61.9,2,0.895,2,,2
32,2,7.733,2,32.128,2,290.4,2,61.9,2,0.904,2,,2
