CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Transmissivity - Fluorescence - PAR data are nominal and unedited except that some records were removed in editing temperature and salinity.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on how the transmissivity calibration parameters were calculated see the document Transmissivity_Calculation.pdf.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#"Oxygen:Dissolved:CTD was calibrated using the method described in the Sea-Bird Application Note #64-2 of June 2012 (Sea-Bird_64-2_Jun2012.pdf), except that a small offset in the fit was allowed.",,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#The Oxygen:Dissolved:CTD data are considered very roughly to be:,,,,,,,,,,,,,,,,,
#      • ±0.8 ml/l from 0 to 100 dbar,,,,,,,,,,,,,,,,,
#      • ±0.6 ml/l from 100 to 300 dbar,,,,,,,,,,,,,,,,,
#      • ±0.2 ml/l from 300 to 800 dbar,,,,,,,,,,,,,,,,,
#      • ±0.05 ml/l below 800 dbar,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#The primary Salinity:Practical:CTD channel was used for events 0041 and 0043 so it was recalibrated to match the secondary channel which was selected for all other casts.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on the processing see the report 2014-01-proc.pdf,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,INS:LOCATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],Fluorescence:CTD:Wetlabs [mg/m^3],PAR:CTD [µE/m^2/sec]
#,,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20140210
STNBR = P12
CASTNO = 4
DATE = 20140222
TIME =  18:48
LATITUDE = 48.97
LONGITUDE = -130.66666999999998
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,CTDFLUOR_TSG,CTDFLUOR_TSG_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,,MG/M^3,,UE/m^2/sec,
2,2,8.1421,2,32.4226,2,291.1,2,62.9,2,0.617,2,,2
3,2,8.142000000000001,2,32.4227,2,291.4,2,62.9,2,0.52,2,,2
4,2,8.1418,2,32.4226,2,291.7,2,62.9,2,0.474,2,,2
5,2,8.142000000000001,2,32.4227,2,291.5,2,62.9,2,0.47,2,,2
6,2,8.1444,2,32.4227,2,291.5,2,62.9,2,0.462,2,,2
7,2,8.1457,2,32.4225,2,291.7,2,62.9,2,0.479,2,,2
8,2,8.1477,2,32.4229,2,291.5,2,62.9,2,0.46399999999999997,2,,2
9,2,8.1507,2,32.423,2,291.2,2,62.9,2,0.47700000000000004,2,,2
10,2,8.1521,2,32.423,2,291.5,2,63.0,2,0.478,2,,2
11,2,8.148,2,32.423,2,292.0,2,62.9,2,0.46799999999999997,2,,2
12,2,8.1475,2,32.4229,2,291.2,2,62.9,2,0.483,2,,2
13,2,8.1461,2,32.423,2,291.4,2,62.9,2,0.48,2,,2
14,2,8.1423,2,32.4226,2,291.4,2,63.0,2,0.515,2,,2
15,2,8.1409,2,32.4227,2,291.1,2,62.9,2,0.574,2,,2
16,2,8.1353,2,32.4226,2,291.4,2,63.0,2,0.588,2,,2
17,2,8.1347,2,32.4224,2,291.4,2,63.0,2,0.637,2,,2
18,2,8.1322,2,32.4223,2,291.5,2,63.0,2,0.6890000000000001,2,,2
19,2,8.1306,2,32.4222,2,291.4,2,63.0,2,0.7170000000000001,2,,2
20,2,8.1297,2,32.4222,2,291.5,2,62.9,2,0.797,2,,2
21,2,8.132,2,32.4224,2,291.4,2,63.0,2,0.8390000000000001,2,,2
22,2,8.132,2,32.4223,2,291.7,2,63.0,2,0.86,2,,2
23,2,8.132,2,32.4224,2,291.5,2,63.0,2,0.853,2,,2
24,2,8.132,2,32.4223,2,292.1,2,63.0,2,0.897,2,,2
25,2,8.1326,2,32.4225,2,291.4,2,63.0,2,0.895,2,,2
26,2,8.1343,2,32.4226,2,291.5,2,62.9,2,0.9279999999999999,2,,2
27,2,8.1344,2,32.4225,2,291.1,2,62.9,2,0.9670000000000001,2,,2
28,2,8.1346,2,32.4225,2,289.2,2,62.9,2,0.97,2,,2
29,2,8.1352,2,32.4226,2,290.3,2,63.0,2,0.986,2,,2
30,2,8.1357,2,32.4228,2,291.3,2,62.9,2,1.016,2,,2
31,2,8.1363,2,32.4227,2,290.4,2,62.9,2,1.031,2,,2
32,2,8.1346,2,32.4227,2,290.9,2,63.0,2,1.016,2,,2
33,2,8.1306,2,32.4223,2,291.7,2,63.0,2,1.033,2,,2
