CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Transmissivity - Fluorescence - PAR data are nominal and unedited except that some records were removed in editing temperature and salinity.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on how the transmissivity calibration parameters were calculated see the document Transmissivity_Calculation.pdf.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#"Oxygen:Dissolved:CTD was calibrated using the method described in the Sea-Bird Application Note #64-2 of June 2012 (Sea-Bird_64-2_Jun2012.pdf), except that a small offset in the fit was allowed.",,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#The Oxygen:Dissolved:CTD data are considered very roughly to be:,,,,,,,,,,,,,,,,,
#      • ±0.8 ml/l from 0 to 100 dbar,,,,,,,,,,,,,,,,,
#      • ±0.6 ml/l from 100 to 300 dbar,,,,,,,,,,,,,,,,,
#      • ±0.2 ml/l from 300 to 800 dbar,,,,,,,,,,,,,,,,,
#      • ±0.05 ml/l below 800 dbar,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#The primary Salinity:Practical:CTD channel was used for events 0041 and 0043 so it was recalibrated to match the secondary channel which was selected for all other casts.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on the processing see the report 2014-01-proc.pdf,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,INS:LOCATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],Fluorescence:CTD:Wetlabs [mg/m^3],PAR:CTD [µE/m^2/sec]
#,,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20140210
STNBR = P14
CASTNO = 1
DATE = 20140214
TIME =  14:16
LATITUDE = 49.12317
LONGITUDE = -132.666
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,CTDFLUOR_TSG,CTDFLUOR_TSG_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,,MG/M^3,,UE/m^2/sec,
2,2,7.8867,2,32.4672,2,293.0,2,63.2,2,1.048,2,,2
3,2,7.8878,2,32.467,2,293.3,2,63.3,2,1.0290000000000001,2,,2
4,2,7.8893,2,32.467,2,293.1,2,63.3,2,1.003,2,,2
5,2,7.8895,2,32.4669,2,293.2,2,63.3,2,0.991,2,,2
6,2,7.8889,2,32.4672,2,293.4,2,63.3,2,1.054,2,,2
7,2,7.8892,2,32.4672,2,293.1,2,63.3,2,1.056,2,,2
8,2,7.8896,2,32.4672,2,292.9,2,63.3,2,1.07,2,,2
9,2,7.8894,2,32.4673,2,293.3,2,63.3,2,1.0959999999999999,2,,2
10,2,7.8891,2,32.4671,2,293.2,2,63.3,2,1.128,2,,2
11,2,7.8895,2,32.4673,2,293.2,2,63.3,2,1.087,2,,2
12,2,7.8899,2,32.4672,2,293.3,2,63.3,2,1.061,2,,2
13,2,7.8899,2,32.4671,2,293.3,2,63.3,2,1.048,2,,2
14,2,7.8897,2,32.4672,2,293.5,2,63.3,2,1.0759999999999998,2,,2
15,2,7.8892,2,32.4674,2,293.5,2,63.3,2,1.032,2,,2
16,2,7.8891,2,32.4672,2,293.3,2,63.3,2,1.07,2,,2
17,2,7.8893,2,32.4671,2,293.3,2,63.3,2,1.0859999999999999,2,,2
18,2,7.8897,2,32.467,2,293.3,2,63.1,2,1.069,2,,2
19,2,7.891,2,32.467,2,293.3,2,63.2,2,1.05,2,,2
20,2,7.8907,2,32.4671,2,293.4,2,63.3,2,1.041,2,,2
21,2,7.8905,2,32.4673,2,293.2,2,63.3,2,1.074,2,,2
22,2,7.8909,2,32.4673,2,293.4,2,63.2,2,1.0759999999999998,2,,2
23,2,7.8916,2,32.4672,2,293.4,2,63.3,2,1.114,2,,2
24,2,7.8916,2,32.4673,2,293.5,2,63.3,2,1.073,2,,2
25,2,7.8923,2,32.4674,2,292.9,2,63.3,2,1.1,2,,2
26,2,7.8924,2,32.4673,2,293.0,2,63.3,2,1.145,2,,2
27,2,7.8923,2,32.4673,2,293.4,2,63.3,2,1.146,2,,2
28,2,7.8924,2,32.4672,2,293.3,2,63.3,2,1.122,2,,2
29,2,7.8924,2,32.4673,2,293.5,2,63.3,2,1.147,2,,2
30,2,7.8923,2,32.4673,2,293.5,2,63.3,2,1.109,2,,2
31,2,7.892,2,32.4673,2,293.2,2,63.3,2,1.0959999999999999,2,,2
32,2,7.8924,2,32.467,2,293.2,2,63.3,2,1.053,2,,2
33,2,7.8929,2,32.4671,2,293.5,2,63.3,2,1.069,2,,2
34,2,7.8929,2,32.4673,2,293.5,2,63.3,2,1.065,2,,2
35,2,7.8928,2,32.4673,2,293.5,2,63.3,2,1.08,2,,2
36,2,7.8926,2,32.4672,2,293.4,2,63.3,2,1.172,2,,2
37,2,7.8928,2,32.4671,2,293.6,2,63.3,2,1.105,2,,2
38,2,7.8932,2,32.4673,2,293.2,2,63.3,2,1.051,2,,2
39,2,7.8937,2,32.4673,2,293.5,2,63.3,2,1.072,2,,2
40,2,7.8935,2,32.4672,2,293.6,2,63.3,2,1.034,2,,2
41,2,7.8935,2,32.4672,2,293.3,2,63.3,2,1.028,2,,2
42,2,7.8933,2,32.4672,2,293.5,2,63.3,2,1.0659999999999998,2,,2
43,2,7.8935,2,32.4672,2,293.5,2,63.3,2,1.111,2,,2
44,2,7.8941,2,32.4672,2,293.6,2,63.3,2,1.0859999999999999,2,,2
45,2,7.8941,2,32.4672,2,292.9,2,63.3,2,1.12,2,,2
46,2,7.8937,2,32.4671,2,293.2,2,63.3,2,1.105,2,,2
47,2,7.894,2,32.4674,2,293.3,2,63.3,2,1.1640000000000001,2,,2
48,2,7.894,2,32.4674,2,293.0,2,63.3,2,1.136,2,,2
49,2,7.8936,2,32.4674,2,293.3,2,63.3,2,1.084,2,,2
50,2,7.8947,2,32.4669,2,293.4,2,63.3,2,1.063,2,,2
51,2,7.8944,2,32.4677,2,293.7,2,63.3,2,1.063,2,,2
52,2,7.8943,2,32.4677,2,293.2,2,63.3,2,1.031,2,,2
53,2,7.8949,2,32.4676,2,293.4,2,63.3,2,1.0590000000000002,2,,2
54,2,7.8945,2,32.4675,2,293.0,2,63.3,2,1.01,2,,2
55,2,7.8945,2,32.4673,2,293.6,2,63.3,2,1.024,2,,2
56,2,7.8943,2,32.4676,2,293.1,2,63.3,2,1.0590000000000002,2,,2
57,2,7.8943,2,32.4677,2,293.4,2,63.3,2,1.091,2,,2
58,2,7.8946,2,32.4675,2,293.5,2,63.3,2,1.091,2,,2
59,2,7.8947,2,32.4674,2,293.5,2,63.3,2,1.094,2,,2
60,2,7.8951,2,32.4673,2,293.1,2,63.3,2,1.093,2,,2
61,2,7.8956,2,32.4673,2,293.3,2,63.3,2,1.0390000000000001,2,,2
62,2,7.8953,2,32.4674,2,293.4,2,63.3,2,1.0090000000000001,2,,2
63,2,7.8956,2,32.4675,2,293.4,2,63.3,2,1.004,2,,2
64,2,7.8953,2,32.4676,2,293.5,2,63.3,2,1.037,2,,2
65,2,7.8948,2,32.4676,2,293.6,2,63.3,2,1.036,2,,2
66,2,7.8951,2,32.4674,2,293.5,2,63.3,2,1.093,2,,2
67,2,7.8952,2,32.4675,2,292.9,2,63.4,2,1.089,2,,2
68,2,7.8948,2,32.4677,2,293.3,2,63.3,2,1.08,2,,2
69,2,7.8949,2,32.4685,2,293.0,2,63.3,2,1.035,2,,2
70,2,7.895,2,32.4684,2,293.5,2,63.3,2,1.0290000000000001,2,,2
71,2,7.8952,2,32.4679,2,293.7,2,63.3,2,1.041,2,,2
72,2,7.8949,2,32.4682,2,293.2,2,63.3,2,1.063,2,,2
73,2,7.8946,2,32.4687,2,293.4,2,63.3,2,1.101,2,,2
74,2,7.8931,2,32.4695,2,292.7,2,63.4,2,1.143,2,,2
75,2,7.8899,2,32.4702,2,293.2,2,63.3,2,1.0659999999999998,2,,2
76,2,7.8785,2,32.4724,2,293.1,2,63.3,2,1.0290000000000001,2,,2
77,2,7.8721,2,32.4729,2,293.4,2,63.3,2,1.005,2,,2
78,2,7.8733,2,32.4727,2,293.0,2,63.4,2,0.982,2,,2
79,2,7.8806,2,32.4716,2,292.6,2,63.4,2,1.032,2,,2
80,2,7.8622,2,32.4743,2,291.9,2,63.4,2,1.075,2,,2
81,2,7.8294,2,32.4783,2,289.9,2,63.6,2,1.03,2,,2
82,2,7.8085,2,32.4813,2,288.8,2,63.7,2,0.983,2,,2
83,2,7.7903,2,32.4841,2,289.1,2,63.8,2,0.935,2,,2
84,2,7.7485,2,32.4897,2,287.1,2,63.9,2,0.91,2,,2
85,2,7.6602,2,32.5008,2,287.9,2,64.2,2,0.898,2,,2
86,2,7.601,2,32.5076,2,288.5,2,64.7,2,0.867,2,,2
87,2,7.515,2,32.5177,2,288.0,2,65.0,2,0.7959999999999999,2,,2
88,2,7.4825,2,32.5212,2,287.0,2,65.1,2,0.6579999999999999,2,,2
89,2,7.3835,2,32.533,2,286.2,2,65.4,2,0.609,2,,2
90,2,7.3434,2,32.5373,2,285.6,2,65.5,2,0.5820000000000001,2,,2
91,2,7.3263,2,32.5393,2,286.7,2,65.6,2,0.569,2,,2
92,2,7.2755,2,32.5451,2,288.2,2,65.7,2,0.5770000000000001,2,,2
93,2,7.1795,2,32.5568,2,286.7,2,65.8,2,0.545,2,,2
94,2,7.0815,2,32.5698,2,286.5,2,65.9,2,0.521,2,,2
95,2,6.9737,2,32.5794,2,287.3,2,66.2,2,0.36,2,,2
96,2,6.9358,2,32.5835,2,287.4,2,66.4,2,0.335,2,,2
97,2,6.9161,2,32.5856,2,286.5,2,66.4,2,0.34700000000000003,2,,2
98,2,6.9008,2,32.586999999999996,2,286.4,2,66.4,2,0.337,2,,2
99,2,6.8799,2,32.5898,2,285.0,2,66.4,2,0.337,2,,2
100,2,6.8577,2,32.5921,2,283.0,2,66.4,2,0.33799999999999997,2,,2
101,2,6.7908,2,32.5995,2,282.5,2,66.4,2,0.33799999999999997,2,,2
102,2,6.7218,2,32.6062,2,284.6,2,66.5,2,0.282,2,,2
103,2,6.5855,2,32.6198,2,285.4,2,66.7,2,0.27899999999999997,2,,2
104,2,6.4774,2,32.6296,2,283.8,2,66.8,2,0.26,2,,2
105,2,6.4255,2,32.6373,2,283.8,2,66.9,2,0.217,2,,2
106,2,6.2452,2,32.6524,2,284.0,2,67.0,2,0.163,2,,2
107,2,6.1873,2,32.6564,2,283.7,2,67.0,2,0.153,2,,2
108,2,6.1544,2,32.661,2,282.7,2,67.1,2,0.14,2,,2
109,2,6.1443,2,32.6642,2,283.1,2,67.1,2,0.126,2,,2
110,2,6.0543,2,32.6924,2,282.1,2,67.2,2,0.14,2,,2
111,2,6.0126,2,32.7013,2,282.8,2,67.3,2,0.14,2,,2
112,2,5.9954,2,32.7026,2,283.3,2,67.3,2,0.129,2,,2
113,2,5.9639999999999995,2,32.7087,2,283.5,2,66.9,2,0.11,2,,2
114,2,5.9587,2,32.7146,2,281.1,2,67.3,2,0.127,2,,2
115,2,5.9515,2,32.7201,2,279.5,2,67.3,2,0.106,2,,2
116,2,5.9401,2,32.7272,2,279.3,2,67.3,2,0.114,2,,2
117,2,5.8969,2,32.7557,2,280.0,2,67.3,2,0.109,2,,2
118,2,5.8933,2,32.7597,2,279.4,2,67.3,2,0.11800000000000001,2,,2
119,2,5.893,2,32.7613,2,280.1,2,67.3,2,0.109,2,,2
120,2,5.8938,2,32.7626,2,280.9,2,67.3,2,0.109,2,,2
