CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Transmissivity - Fluorescence - PAR data are nominal and unedited except that some records were removed in editing temperature and salinity.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on how the transmissivity calibration parameters were calculated see the document Transmissivity_Calculation.pdf.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#"Oxygen:Dissolved:CTD was calibrated using the method described in the Sea-Bird Application Note #64-2 of June 2012 (Sea-Bird_64-2_Jun2012.pdf), except that a small offset in the fit was allowed.",,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#The Oxygen:Dissolved:CTD data are considered very roughly to be:,,,,,,,,,,,,,,,,,
#      • ±0.8 ml/l from 0 to 100 dbar,,,,,,,,,,,,,,,,,
#      • ±0.6 ml/l from 100 to 300 dbar,,,,,,,,,,,,,,,,,
#      • ±0.2 ml/l from 300 to 800 dbar,,,,,,,,,,,,,,,,,
#      • ±0.05 ml/l below 800 dbar,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#The primary Salinity:Practical:CTD channel was used for events 0041 and 0043 so it was recalibrated to match the secondary channel which was selected for all other casts.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on the processing see the report 2014-01-proc.pdf,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,INS:LOCATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],Fluorescence:CTD:Wetlabs [mg/m^3],PAR:CTD [µE/m^2/sec]
#,,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20140210
STNBR = P18
CASTNO = 1
DATE = 20140221
TIME =  13:05
LATITUDE = 49.43899999999999
LONGITUDE = -136.67317
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,CTDFLUOR_TSG,CTDFLUOR_TSG_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,,MG/M^3,,UE/m^2/sec,
3,2,8.2096,2,32.4821,2,291.5,2,62.3,2,1.339,2,,2
4,2,8.2112,2,32.4823,2,290.1,2,62.3,2,1.3330000000000002,2,,2
5,2,8.2087,2,32.4822,2,290.1,2,62.2,2,1.416,2,,2
6,2,8.2096,2,32.4821,2,290.1,2,62.2,2,1.425,2,,2
7,2,8.2137,2,32.4822,2,289.9,2,62.2,2,1.43,2,,2
8,2,8.2138,2,32.4822,2,289.8,2,62.2,2,1.3980000000000001,2,,2
9,2,8.2121,2,32.4823,2,289.9,2,62.3,2,1.3630000000000002,2,,2
10,2,8.2127,2,32.4823,2,289.8,2,62.2,2,1.4509999999999998,2,,2
11,2,8.2112,2,32.4823,2,289.9,2,62.2,2,1.3969999999999998,2,,2
12,2,8.2079,2,32.4823,2,290.0,2,62.3,2,1.355,2,,2
13,2,8.2084,2,32.4824,2,290.1,2,62.2,2,1.425,2,,2
14,2,8.2102,2,32.4822,2,290.2,2,62.3,2,1.466,2,,2
15,2,8.2101,2,32.4823,2,289.9,2,62.2,2,1.331,2,,2
16,2,8.2136,2,32.4824,2,290.0,2,62.2,2,1.3659999999999999,2,,2
17,2,8.215,2,32.4822,2,289.9,2,62.2,2,1.4069999999999998,2,,2
18,2,8.2148,2,32.4822,2,289.9,2,62.3,2,1.4080000000000001,2,,2
19,2,8.2152,2,32.4822,2,289.9,2,62.3,2,1.376,2,,2
20,2,8.2156,2,32.4822,2,290.0,2,62.3,2,1.3659999999999999,2,,2
21,2,8.216000000000001,2,32.4821,2,289.8,2,62.3,2,1.3840000000000001,2,,2
22,2,8.2172,2,32.4821,2,290.1,2,62.2,2,1.392,2,,2
23,2,8.2173,2,32.4822,2,289.6,2,62.3,2,1.3769999999999998,2,,2
24,2,8.2151,2,32.4823,2,289.8,2,62.1,2,1.3319999999999999,2,,2
25,2,8.2126,2,32.4823,2,290.2,2,62.2,2,1.376,2,,2
26,2,8.2143,2,32.4822,2,290.0,2,62.3,2,1.389,2,,2
27,2,8.2146,2,32.4822,2,289.8,2,62.2,2,1.324,2,,2
28,2,8.212,2,32.4823,2,289.7,2,62.2,2,1.3530000000000002,2,,2
29,2,8.2132,2,32.4822,2,290.6,2,62.2,2,1.4,2,,2
30,2,8.2115,2,32.4824,2,290.1,2,62.1,2,1.375,2,,2
31,2,8.2101,2,32.4826,2,290.3,2,62.2,2,1.374,2,,2
32,2,8.2103,2,32.4826,2,289.8,2,62.3,2,1.369,2,,2
33,2,8.2102,2,32.4826,2,290.1,2,62.2,2,1.3940000000000001,2,,2
