CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Transmissivity - Fluorescence - PAR data are nominal and unedited except that some records were removed in editing temperature and salinity.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on how the transmissivity calibration parameters were calculated see the document Transmissivity_Calculation.pdf.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#"Oxygen:Dissolved:CTD was calibrated using the method described in the Sea-Bird Application Note #64-2 of June 2012 (Sea-Bird_64-2_Jun2012.pdf), except that a small offset in the fit was allowed.",,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#The Oxygen:Dissolved:CTD data are considered very roughly to be:,,,,,,,,,,,,,,,,,
#      • ±0.8 ml/l from 0 to 100 dbar,,,,,,,,,,,,,,,,,
#      • ±0.6 ml/l from 100 to 300 dbar,,,,,,,,,,,,,,,,,
#      • ±0.2 ml/l from 300 to 800 dbar,,,,,,,,,,,,,,,,,
#      • ±0.05 ml/l below 800 dbar,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#The primary Salinity:Practical:CTD channel was used for events 0041 and 0043 so it was recalibrated to match the secondary channel which was selected for all other casts.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on the processing see the report 2014-01-proc.pdf,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,INS:LOCATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],Fluorescence:CTD:Wetlabs [mg/m^3],PAR:CTD [µE/m^2/sec]
#,,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20140210
STNBR = P21
CASTNO = 1
DATE = 20140217
TIME =  16:08
LATITUDE = 49.63483
LONGITUDE = -139.6675
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,CTDFLUOR_TSG,CTDFLUOR_TSG_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,,MG/M^3,,UE/m^2/sec,
4,2,8.3682,2,32.4546,2,287.6,2,61.9,2,1.605,2,,2
5,2,8.3681,2,32.4548,2,288.0,2,61.8,2,1.7519999999999998,2,,2
6,2,8.3685,2,32.4547,2,287.9,2,61.8,2,1.7309999999999999,2,,2
7,2,8.3683,2,32.4547,2,287.0,2,61.8,2,1.722,2,,2
8,2,8.3686,2,32.4547,2,287.7,2,61.8,2,1.649,2,,2
9,2,8.371,2,32.4548,2,287.6,2,61.8,2,1.6119999999999999,2,,2
10,2,8.3737,2,32.4542,2,287.9,2,61.8,2,1.649,2,,2
11,2,8.3731,2,32.4543,2,288.0,2,61.8,2,1.712,2,,2
12,2,8.3736,2,32.4543,2,287.7,2,61.8,2,1.781,2,,2
13,2,8.3761,2,32.4543,2,288.0,2,61.8,2,1.6980000000000002,2,,2
14,2,8.378,2,32.4546,2,288.1,2,61.8,2,1.5819999999999999,2,,2
15,2,8.3782,2,32.4546,2,288.5,2,61.8,2,1.569,2,,2
16,2,8.3779,2,32.4545,2,287.7,2,61.7,2,1.6,2,,2
17,2,8.3775,2,32.4546,2,288.2,2,61.7,2,1.663,2,,2
18,2,8.3776,2,32.4545,2,287.6,2,61.8,2,1.651,2,,2
19,2,8.3781,2,32.4544,2,288.0,2,61.8,2,1.5590000000000002,2,,2
20,2,8.3783,2,32.4546,2,287.9,2,61.8,2,1.506,2,,2
21,2,8.3782,2,32.4546,2,288.0,2,61.5,2,1.5319999999999998,2,,2
22,2,8.3786,2,32.4545,2,288.0,2,61.3,2,1.649,2,,2
23,2,8.3786,2,32.4546,2,287.9,2,61.7,2,1.652,2,,2
24,2,8.3789,2,32.4547,2,287.8,2,61.8,2,1.625,2,,2
25,2,8.379,2,32.4545,2,287.3,2,61.8,2,1.641,2,,2
26,2,8.3795,2,32.4543,2,287.7,2,61.8,2,1.633,2,,2
27,2,8.3791,2,32.4544,2,287.5,2,61.7,2,1.599,2,,2
28,2,8.3772,2,32.4544,2,287.7,2,61.8,2,1.5630000000000002,2,,2
29,2,8.3729,2,32.4543,2,287.4,2,61.8,2,1.692,2,,2
30,2,8.3735,2,32.4541,2,286.7,2,61.7,2,1.709,2,,2
31,2,8.3749,2,32.4542,2,286.7,2,61.8,2,1.732,2,,2
32,2,8.3749,2,32.4544,2,287.0,2,61.8,2,1.73,2,,2
33,2,8.375,2,32.4543,2,286.7,2,61.8,2,1.706,2,,2
34,2,8.375,2,32.4544,2,287.3,2,61.9,2,1.847,2,,2
35,2,8.3748,2,32.4544,2,287.7,2,60.8,2,1.692,2,,2
36,2,8.3751,2,32.4542,2,287.6,2,61.8,2,1.624,2,,2
37,2,8.3755,2,32.4543,2,287.8,2,61.7,2,1.632,2,,2
38,2,8.3752,2,32.4545,2,287.7,2,61.7,2,1.5590000000000002,2,,2
39,2,8.3748,2,32.4544,2,287.6,2,61.8,2,1.557,2,,2
40,2,8.3748,2,32.4544,2,286.6,2,61.9,2,1.5530000000000002,2,,2
41,2,8.3748,2,32.4545,2,287.3,2,61.8,2,1.6669999999999998,2,,2
42,2,8.3756,2,32.4543,2,287.7,2,61.7,2,1.796,2,,2
43,2,8.375,2,32.4544,2,287.7,2,61.7,2,1.676,2,,2
44,2,8.3748,2,32.4545,2,288.2,2,61.7,2,1.659,2,,2
45,2,8.3747,2,32.4544,2,287.8,2,61.9,2,1.608,2,,2
46,2,8.3751,2,32.4544,2,287.6,2,61.8,2,1.633,2,,2
47,2,8.3754,2,32.4543,2,287.8,2,61.8,2,1.5919999999999999,2,,2
48,2,8.375,2,32.4544,2,288.2,2,61.8,2,1.536,2,,2
49,2,8.3748,2,32.4545,2,287.8,2,61.7,2,1.608,2,,2
50,2,8.3741,2,32.4543,2,288.1,2,61.7,2,1.581,2,,2
51,2,8.3742,2,32.4543,2,288.0,2,61.8,2,1.5730000000000002,2,,2
52,2,8.3741,2,32.4543,2,288.0,2,61.9,2,1.6,2,,2
53,2,8.375,2,32.4542,2,287.6,2,61.8,2,1.49,2,,2
54,2,8.3757,2,32.4539,2,287.6,2,61.9,2,1.49,2,,2
55,2,8.3751,2,32.4543,2,286.9,2,61.9,2,1.507,2,,2
56,2,8.3744,2,32.4544,2,287.3,2,61.8,2,1.521,2,,2
57,2,8.372,2,32.4541,2,287.9,2,61.8,2,1.521,2,,2
58,2,8.3711,2,32.4541,2,288.2,2,61.8,2,1.5490000000000002,2,,2
59,2,8.3727,2,32.4541,2,287.4,2,61.8,2,1.557,2,,2
60,2,8.3736,2,32.4542,2,288.0,2,61.8,2,1.564,2,,2
61,2,8.3741,2,32.4541,2,287.2,2,61.8,2,1.617,2,,2
62,2,8.3743,2,32.4541,2,287.8,2,61.7,2,1.531,2,,2
63,2,8.3746,2,32.4542,2,287.7,2,61.8,2,1.521,2,,2
64,2,8.375,2,32.4542,2,287.6,2,61.8,2,1.564,2,,2
65,2,8.3751,2,32.4541,2,288.2,2,61.8,2,1.569,2,,2
66,2,8.3751,2,32.4543,2,288.4,2,61.8,2,1.63,2,,2
67,2,8.3741,2,32.4542,2,287.6,2,61.8,2,1.6640000000000001,2,,2
68,2,8.3732,2,32.4542,2,287.7,2,61.8,2,1.599,2,,2
69,2,8.3742,2,32.4542,2,287.5,2,61.8,2,1.5659999999999998,2,,2
70,2,8.3745,2,32.454,2,288.0,2,61.8,2,1.569,2,,2
71,2,8.3748,2,32.4541,2,287.3,2,61.8,2,1.59,2,,2
72,2,8.3741,2,32.4541,2,288.2,2,61.8,2,1.601,2,,2
73,2,8.374,2,32.4541,2,287.4,2,61.8,2,1.73,2,,2
74,2,8.374,2,32.454,2,288.0,2,61.8,2,1.689,2,,2
75,2,8.3736,2,32.4542,2,286.9,2,61.8,2,1.55,2,,2
76,2,8.3663,2,32.4538,2,285.5,2,61.8,2,1.578,2,,2
77,2,8.3634,2,32.4535,2,285.7,2,61.8,2,1.61,2,,2
78,2,8.3627,2,32.4536,2,286.5,2,61.8,2,1.5590000000000002,2,,2
