CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Transmissivity - Fluorescence - PAR data are nominal and unedited except that some records were removed in editing temperature and salinity.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on how the transmissivity calibration parameters were calculated see the document Transmissivity_Calculation.pdf.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#"Oxygen:Dissolved:CTD was calibrated using the method described in the Sea-Bird Application Note #64-2 of June 2012 (Sea-Bird_64-2_Jun2012.pdf), except that a small offset in the fit was allowed.",,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#The Oxygen:Dissolved:CTD data are considered very roughly to be:,,,,,,,,,,,,,,,,,
#      • ±0.8 ml/l from 0 to 100 dbar,,,,,,,,,,,,,,,,,
#      • ±0.6 ml/l from 100 to 300 dbar,,,,,,,,,,,,,,,,,
#      • ±0.2 ml/l from 300 to 800 dbar,,,,,,,,,,,,,,,,,
#      • ±0.05 ml/l below 800 dbar,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#The primary Salinity:Practical:CTD channel was used for events 0041 and 0043 so it was recalibrated to match the secondary channel which was selected for all other casts.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on the processing see the report 2014-01-proc.pdf,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,INS:LOCATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],Fluorescence:CTD:Wetlabs [mg/m^3],PAR:CTD [µE/m^2/sec]
#,,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20140210
STNBR = P26
CASTNO = 2
DATE = 20140219
TIME =  19:24
LATITUDE = 50.00033
LONGITUDE = -144.99899
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,CTDFLUOR_TSG,CTDFLUOR_TSG_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,,MG/M^3,,UE/m^2/sec,
3,2,8.1225,2,32.4346,2,288.9,2,64.3,2,0.664,2,,2
4,2,8.1229,2,32.4345,2,289.0,2,64.3,2,0.669,2,,2
5,2,8.1222,2,32.4348,2,289.0,2,64.3,2,0.635,2,,2
6,2,8.1214,2,32.4348,2,289.3,2,64.3,2,0.61,2,,2
7,2,8.1212,2,32.4346,2,288.9,2,64.2,2,0.625,2,,2
8,2,8.1211,2,32.4347,2,288.9,2,64.3,2,0.617,2,,2
9,2,8.1211,2,32.4348,2,288.6,2,64.3,2,0.622,2,,2
10,2,8.1215,2,32.4349,2,288.7,2,64.3,2,0.632,2,,2
11,2,8.1215,2,32.4349,2,289.3,2,64.3,2,0.665,2,,2
12,2,8.122,2,32.4347,2,288.8,2,64.3,2,0.703,2,,2
13,2,8.1225,2,32.4347,2,288.9,2,64.3,2,0.691,2,,2
14,2,8.1224,2,32.4347,2,289.0,2,64.3,2,0.731,2,,2
15,2,8.1228,2,32.4349,2,288.8,2,64.3,2,0.769,2,,2
16,2,8.1236,2,32.4347,2,289.0,2,64.3,2,0.7509999999999999,2,,2
17,2,8.1236,2,32.4348,2,288.9,2,64.3,2,0.774,2,,2
18,2,8.1237,2,32.4348,2,288.8,2,64.3,2,0.8029999999999999,2,,2
19,2,8.1234,2,32.4349,2,289.1,2,64.3,2,0.833,2,,2
20,2,8.1234,2,32.4349,2,288.7,2,64.3,2,0.84,2,,2
21,2,8.1233,2,32.4347,2,288.7,2,64.3,2,0.865,2,,2
22,2,8.1238,2,32.4347,2,288.8,2,64.3,2,0.857,2,,2
23,2,8.1241,2,32.4348,2,288.5,2,64.3,2,0.86,2,,2
24,2,8.1244,2,32.4348,2,289.3,2,64.3,2,0.855,2,,2
25,2,8.1244,2,32.4348,2,289.0,2,64.3,2,0.873,2,,2
26,2,8.1241,2,32.4349,2,289.0,2,64.3,2,0.915,2,,2
27,2,8.1242,2,32.4349,2,289.2,2,64.3,2,0.8809999999999999,2,,2
28,2,8.1245,2,32.4346,2,288.8,2,64.3,2,0.951,2,,2
29,2,8.126,2,32.4347,2,289.0,2,64.3,2,0.9520000000000001,2,,2
30,2,8.1277,2,32.4346,2,288.9,2,64.4,2,0.978,2,,2
31,2,8.1274,2,32.4346,2,289.0,2,64.3,2,0.9670000000000001,2,,2
32,2,8.1263,2,32.4347,2,288.9,2,64.3,2,0.997,2,,2
33,2,8.1258,2,32.4348,2,289.0,2,64.3,2,0.993,2,,2
34,2,8.126,2,32.4347,2,288.9,2,64.3,2,0.996,2,,2
35,2,8.1253,2,32.4347,2,289.1,2,64.3,2,0.998,2,,2
