CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Transmissivity - Fluorescence - PAR data are nominal and unedited except that some records were removed in editing temperature and salinity.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on how the transmissivity calibration parameters were calculated see the document Transmissivity_Calculation.pdf.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#"Oxygen:Dissolved:CTD was calibrated using the method described in the Sea-Bird Application Note #64-2 of June 2012 (Sea-Bird_64-2_Jun2012.pdf), except that a small offset in the fit was allowed.",,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#The Oxygen:Dissolved:CTD data are considered very roughly to be:,,,,,,,,,,,,,,,,,
#      • ±0.8 ml/l from 0 to 100 dbar,,,,,,,,,,,,,,,,,
#      • ±0.6 ml/l from 100 to 300 dbar,,,,,,,,,,,,,,,,,
#      • ±0.2 ml/l from 300 to 800 dbar,,,,,,,,,,,,,,,,,
#      • ±0.05 ml/l below 800 dbar,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#The primary Salinity:Practical:CTD channel was used for events 0041 and 0043 so it was recalibrated to match the secondary channel which was selected for all other casts.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on the processing see the report 2014-01-proc.pdf,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,INS:LOCATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],Fluorescence:CTD:Wetlabs [mg/m^3],PAR:CTD [µE/m^2/sec]
#,,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20140210
STNBR = P16
CASTNO = 2
DATE = 20140215
TIME =  04:33
LATITUDE = 49.283159999999995
LONGITUDE = -134.66383000000002
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,CTDFLUOR_TSG,CTDFLUOR_TSG_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,,MG/M^3,,UE/m^2/sec,
3,2,8.1698,2,32.465,2,292.2,2,61.8,2,1.422,2,,2
4,2,8.1699,2,32.465,2,292.1,2,62.0,2,1.412,2,,2
5,2,8.1704,2,32.4651,2,291.9,2,62.0,2,1.38,2,,2
6,2,8.1692,2,32.4653,2,292.0,2,62.0,2,1.4040000000000001,2,,2
7,2,8.1688,2,32.4653,2,292.2,2,62.1,2,1.4480000000000002,2,,2
8,2,8.169,2,32.4654,2,291.9,2,62.0,2,1.4040000000000001,2,,2
9,2,8.1705,2,32.4654,2,291.6,2,62.1,2,1.381,2,,2
10,2,8.1711,2,32.4657,2,292.0,2,62.1,2,1.5019999999999998,2,,2
11,2,8.1712,2,32.4655,2,291.7,2,62.1,2,1.454,2,,2
12,2,8.1712,2,32.4652,2,292.0,2,62.1,2,1.4709999999999999,2,,2
13,2,8.1711,2,32.4652,2,292.0,2,62.0,2,1.516,2,,2
14,2,8.1712,2,32.4652,2,292.0,2,62.0,2,1.4980000000000002,2,,2
15,2,8.1713,2,32.4651,2,292.1,2,62.0,2,1.537,2,,2
16,2,8.1718,2,32.4653,2,292.1,2,61.9,2,1.496,2,,2
17,2,8.1724,2,32.4655,2,292.1,2,61.9,2,1.504,2,,2
18,2,8.1719,2,32.4654,2,292.4,2,61.9,2,1.521,2,,2
19,2,8.1718,2,32.4651,2,292.0,2,61.9,2,1.535,2,,2
20,2,8.1714,2,32.4652,2,292.3,2,61.9,2,1.531,2,,2
21,2,8.1721,2,32.4651,2,291.3,2,62.0,2,1.469,2,,2
22,2,8.1725,2,32.4652,2,291.3,2,62.0,2,1.541,2,,2
23,2,8.1724,2,32.4653,2,292.2,2,61.9,2,1.494,2,,2
24,2,8.1723,2,32.465,2,291.7,2,61.9,2,1.476,2,,2
25,2,8.1726,2,32.4649,2,292.1,2,61.9,2,1.4909999999999999,2,,2
26,2,8.1726,2,32.465,2,292.0,2,61.8,2,1.5230000000000001,2,,2
27,2,8.1728,2,32.465,2,292.1,2,61.9,2,1.557,2,,2
28,2,8.1728,2,32.4651,2,292.3,2,61.9,2,1.58,2,,2
29,2,8.173,2,32.465,2,292.0,2,61.9,2,1.505,2,,2
30,2,8.1727,2,32.465,2,292.2,2,61.9,2,1.5330000000000001,2,,2
31,2,8.1727,2,32.4651,2,292.2,2,61.9,2,1.5859999999999999,2,,2
32,2,8.1727,2,32.465,2,292.0,2,61.9,2,1.569,2,,2
33,2,8.1729,2,32.465,2,292.1,2,61.9,2,1.6280000000000001,2,,2
34,2,8.1733,2,32.465,2,292.0,2,61.9,2,1.5319999999999998,2,,2
35,2,8.1739,2,32.4651,2,292.1,2,61.9,2,1.5390000000000001,2,,2
36,2,8.1739,2,32.465,2,292.1,2,61.8,2,1.556,2,,2
37,2,8.1738,2,32.4651,2,291.7,2,61.9,2,1.6,2,,2
38,2,8.1739,2,32.465,2,291.9,2,61.9,2,1.521,2,,2
39,2,8.1739,2,32.4648,2,292.1,2,61.9,2,1.5330000000000001,2,,2
40,2,8.1741,2,32.4649,2,292.1,2,61.9,2,1.556,2,,2
41,2,8.1745,2,32.4649,2,291.9,2,61.9,2,1.496,2,,2
42,2,8.1744,2,32.465,2,291.9,2,61.9,2,1.4809999999999999,2,,2
43,2,8.174,2,32.4652,2,291.4,2,61.9,2,1.536,2,,2
44,2,8.1739,2,32.4653,2,292.0,2,62.0,2,1.545,2,,2
45,2,8.1737,2,32.4654,2,291.9,2,62.0,2,1.567,2,,2
46,2,8.174,2,32.4656,2,292.0,2,62.0,2,1.53,2,,2
47,2,8.1734,2,32.4656,2,292.0,2,62.1,2,1.445,2,,2
48,2,8.1733,2,32.4656,2,292.0,2,62.1,2,1.482,2,,2
49,2,8.1732,2,32.4657,2,292.0,2,62.1,2,1.5219999999999998,2,,2
50,2,8.1722,2,32.4662,2,291.8,2,62.1,2,1.4340000000000002,2,,2
51,2,8.1716,2,32.4663,2,291.3,2,62.2,2,1.49,2,,2
52,2,8.1725,2,32.466,2,291.3,2,62.2,2,1.4409999999999998,2,,2
53,2,8.1735,2,32.466,2,291.6,2,62.3,2,1.3980000000000001,2,,2
54,2,8.1738,2,32.466,2,291.7,2,62.2,2,1.383,2,,2
55,2,8.1748,2,32.4659,2,291.7,2,62.2,2,1.41,2,,2
56,2,8.175,2,32.4658,2,291.7,2,62.1,2,1.41,2,,2
57,2,8.1747,2,32.4661,2,291.7,2,62.1,2,1.41,2,,2
58,2,8.1748,2,32.4661,2,290.9,2,62.2,2,1.412,2,,2
59,2,8.175,2,32.466,2,290.9,2,62.2,2,1.43,2,,2
60,2,8.1741,2,32.4659,2,291.7,2,62.2,2,1.485,2,,2
61,2,8.1667,2,32.4679,2,291.7,2,62.3,2,1.53,2,,2
62,2,8.1651,2,32.4684,2,292.0,2,62.1,2,1.442,2,,2
63,2,8.1656,2,32.4679,2,291.5,2,62.2,2,1.325,2,,2
66,2,8.1668,2,32.468,2,291.2,2,62.7,2,1.348,2,,2
67,2,8.167,2,32.4681,2,291.3,2,62.8,2,1.329,2,,2
68,2,8.167,2,32.4683,2,291.6,2,62.8,2,1.347,2,,2
69,2,8.169,2,32.468,2,291.3,2,62.8,2,1.305,2,,2
70,2,8.1711,2,32.4681,2,291.5,2,62.8,2,1.252,2,,2
71,2,8.1717,2,32.4678,2,291.3,2,62.7,2,1.291,2,,2
72,2,8.1725,2,32.4678,2,291.8,2,62.7,2,1.3259999999999998,2,,2
73,2,8.169,2,32.4684,2,291.6,2,62.5,2,1.3319999999999999,2,,2
74,2,8.1684,2,32.468,2,291.7,2,62.7,2,1.351,2,,2
75,2,8.1681,2,32.468,2,291.8,2,62.7,2,1.47,2,,2
76,2,8.1719,2,32.4676,2,291.7,2,62.7,2,1.5030000000000001,2,,2
77,2,8.171,2,32.4674,2,288.9,2,62.5,2,1.308,2,,2
78,2,8.1678,2,32.468,2,289.2,2,62.5,2,1.305,2,,2
79,2,8.1655,2,32.4687,2,288.3,2,62.7,2,1.273,2,,2
80,2,8.1631,2,32.4688,2,288.3,2,62.9,2,1.294,2,,2
81,2,8.1614,2,32.4691,2,289.2,2,62.9,2,1.288,2,,2
82,2,8.1528,2,32.4703,2,288.6,2,62.9,2,1.288,2,,2
83,2,8.1252,2,32.4742,2,289.1,2,63.0,2,1.347,2,,2
84,2,8.084,2,32.4786,2,289.0,2,63.3,2,1.285,2,,2
