CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Transmissivity - Fluorescence - PAR data are nominal and unedited except that some records were removed in editing temperature and salinity.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on how the transmissivity calibration parameters were calculated see the document Transmissivity_Calculation.pdf.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#"Oxygen:Dissolved:CTD was calibrated using the method described in the Sea-Bird Application Note #64-2 of June 2012 (Sea-Bird_64-2_Jun2012.pdf), except that a small offset in the fit was allowed.",,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#The Oxygen:Dissolved:CTD data are considered very roughly to be:,,,,,,,,,,,,,,,,,
#      • ±0.8 ml/l from 0 to 100 dbar,,,,,,,,,,,,,,,,,
#      • ±0.6 ml/l from 100 to 300 dbar,,,,,,,,,,,,,,,,,
#      • ±0.2 ml/l from 300 to 800 dbar,,,,,,,,,,,,,,,,,
#      • ±0.05 ml/l below 800 dbar,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#The primary Salinity:Practical:CTD channel was used for events 0041 and 0043 so it was recalibrated to match the secondary channel which was selected for all other casts.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on the processing see the report 2014-01-proc.pdf,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,INS:LOCATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],Fluorescence:CTD:Wetlabs [mg/m^3],PAR:CTD [µE/m^2/sec]
#,,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20140210
STNBR = P4
CASTNO = 5
DATE = 20140212
TIME =  14:24
LATITUDE = 48.65083
LONGITUDE = -126.66583
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,CTDFLUOR_TSG,CTDFLUOR_TSG_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,,MG/M^3,,UE/m^2/sec,
1,2,7.7255,2,32.0638,2,290.1,2,57.5,2,0.823,2,,2
2,2,7.7254,2,32.064,2,290.1,2,58.7,2,0.889,2,,2
3,2,7.7273,2,32.0638,2,289.8,2,62.3,2,0.8440000000000001,2,,2
4,2,7.729,2,32.0636,2,289.8,2,62.4,2,0.932,2,,2
5,2,7.729,2,32.0637,2,289.8,2,62.4,2,1.0,2,,2
6,2,7.7302,2,32.0636,2,290.0,2,62.4,2,1.048,2,,2
7,2,7.7306,2,32.0639,2,290.0,2,62.3,2,0.963,2,,2
8,2,7.7306,2,32.0635,2,289.8,2,62.4,2,0.9179999999999999,2,,2
9,2,7.7307,2,32.0639,2,289.8,2,62.3,2,0.8959999999999999,2,,2
10,2,7.7297,2,32.0639,2,290.0,2,62.3,2,0.9229999999999999,2,,2
11,2,7.7292,2,32.0639,2,289.8,2,62.4,2,0.976,2,,2
12,2,7.7285,2,32.0642,2,290.0,2,62.4,2,0.985,2,,2
13,2,7.7293,2,32.0642,2,289.8,2,62.4,2,0.9540000000000001,2,,2
14,2,7.7291,2,32.0642,2,289.9,2,62.4,2,0.9590000000000001,2,,2
15,2,7.7291,2,32.0644,2,289.6,2,62.4,2,0.978,2,,2
16,2,7.7324,2,32.0641,2,289.9,2,62.4,2,0.929,2,,2
17,2,7.7326,2,32.0641,2,289.9,2,62.4,2,0.9359999999999999,2,,2
18,2,7.733,2,32.0643,2,290.0,2,62.3,2,0.983,2,,2
19,2,7.7331,2,32.0643,2,289.9,2,62.3,2,1.05,2,,2
20,2,7.7318,2,32.0643,2,289.7,2,62.4,2,1.014,2,,2
21,2,7.7303,2,32.0642,2,290.0,2,62.4,2,0.945,2,,2
22,2,7.7297,2,32.0642,2,290.2,2,62.4,2,0.905,2,,2
23,2,7.7297,2,32.0644,2,289.8,2,62.4,2,0.9359999999999999,2,,2
24,2,7.7318,2,32.0647,2,289.8,2,62.5,2,0.953,2,,2
25,2,7.7323,2,32.0643,2,289.8,2,62.5,2,0.998,2,,2
26,2,7.7316,2,32.0642,2,289.9,2,62.4,2,0.9059999999999999,2,,2
27,2,7.7314,2,32.0643,2,289.8,2,62.4,2,0.888,2,,2
28,2,7.7343,2,32.0658,2,290.3,2,62.4,2,0.889,2,,2
29,2,7.7346,2,32.0656,2,289.6,2,62.4,2,0.9109999999999999,2,,2
30,2,7.735,2,32.0657,2,289.5,2,62.5,2,0.889,2,,2
31,2,7.7352,2,32.0658,2,290.3,2,62.4,2,0.971,2,,2
32,2,7.736000000000001,2,32.0663,2,289.5,2,62.3,2,0.9620000000000001,2,,2
