CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Transmissivity - Fluorescence - PAR data are nominal and unedited except that some records were removed in editing temperature and salinity.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on how the transmissivity calibration parameters were calculated see the document Transmissivity_Calculation.pdf.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#"Oxygen:Dissolved:CTD was calibrated using the method described in the Sea-Bird Application Note #64-2 of June 2012 (Sea-Bird_64-2_Jun2012.pdf), except that a small offset in the fit was allowed.",,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#The Oxygen:Dissolved:CTD data are considered very roughly to be:,,,,,,,,,,,,,,,,,
#      • ±0.8 ml/l from 0 to 100 dbar,,,,,,,,,,,,,,,,,
#      • ±0.6 ml/l from 100 to 300 dbar,,,,,,,,,,,,,,,,,
#      • ±0.2 ml/l from 300 to 800 dbar,,,,,,,,,,,,,,,,,
#      • ±0.05 ml/l below 800 dbar,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#The primary Salinity:Practical:CTD channel was used for events 0041 and 0043 so it was recalibrated to match the secondary channel which was selected for all other casts.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on the processing see the report 2014-01-proc.pdf,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,INS:LOCATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],Fluorescence:CTD:Wetlabs [mg/m^3],PAR:CTD [µE/m^2/sec]
#,,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20140210
STNBR = P26
CASTNO = 4
DATE = 20140220
TIME =  02:27
LATITUDE = 50.0
LONGITUDE = -144.99867
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,CTDFLUOR_TSG,CTDFLUOR_TSG_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,,MG/M^3,,UE/m^2/sec,
2,2,8.1526,2,32.4379,2,288.8,2,64.4,2,0.978,2,29.0,2
3,2,8.1541,2,32.4377,2,289.1,2,64.5,2,0.993,2,24.6,2
4,2,8.1526,2,32.4379,2,289.2,2,64.5,2,0.983,2,18.8,2
5,2,8.1502,2,32.4378,2,289.1,2,64.5,2,0.997,2,20.4,2
6,2,8.1517,2,32.4375,2,289.0,2,64.5,2,0.99,2,16.5,2
7,2,8.1546,2,32.4374,2,288.7,2,64.5,2,1.0090000000000001,2,14.7,2
8,2,8.158,2,32.4372,2,288.8,2,64.5,2,1.0270000000000001,2,14.6,2
9,2,8.1589,2,32.4377,2,288.8,2,64.5,2,0.982,2,11.7,2
10,2,8.1604,2,32.4374,2,288.8,2,64.6,2,0.986,2,11.1,2
11,2,8.1611,2,32.4374,2,288.9,2,64.5,2,0.9890000000000001,2,10.5,2
12,2,8.1616,2,32.4375,2,289.0,2,64.7,2,0.9740000000000001,2,10.1,2
13,2,8.1616,2,32.4374,2,289.3,2,64.7,2,1.014,2,9.5,2
14,2,8.1608,2,32.4376,2,288.8,2,64.7,2,0.982,2,8.8,2
15,2,8.1604,2,32.4375,2,288.7,2,64.7,2,1.025,2,8.4,2
16,2,8.1599,2,32.4374,2,288.6,2,64.6,2,1.023,2,7.9,2
17,2,8.1601,2,32.4374,2,288.3,2,64.6,2,1.005,2,7.3,2
18,2,8.1601,2,32.4373,2,288.3,2,64.6,2,0.985,2,6.7,2
19,2,8.1605,2,32.4375,2,289.0,2,64.7,2,0.9890000000000001,2,6.2,2
20,2,8.1608,2,32.4373,2,288.7,2,64.7,2,0.982,2,5.8,2
21,2,8.161,2,32.4375,2,289.2,2,64.7,2,0.982,2,5.6,2
22,2,8.1602,2,32.4374,2,288.8,2,64.7,2,0.9890000000000001,2,5.3,2
23,2,8.1615,2,32.4375,2,288.7,2,64.7,2,0.9440000000000001,2,5.0,2
24,2,8.162,2,32.4376,2,288.8,2,64.7,2,0.95,2,4.7,2
25,2,8.1613,2,32.4376,2,288.8,2,64.7,2,0.975,2,4.4,2
26,2,8.1613,2,32.4375,2,288.8,2,64.7,2,0.9890000000000001,2,4.1,2
27,2,8.1619,2,32.4375,2,289.0,2,64.7,2,1.008,2,4.0,2
28,2,8.1617,2,32.4376,2,288.7,2,64.9,2,1.024,2,3.8,2
29,2,8.1622,2,32.4374,2,288.4,2,64.8,2,1.0290000000000001,2,3.7,2
30,2,8.1621,2,32.4374,2,288.7,2,64.7,2,1.022,2,3.5,2
31,2,8.162,2,32.4374,2,288.6,2,64.7,2,0.993,2,3.3,2
32,2,8.1619,2,32.4375,2,287.6,2,64.8,2,1.006,2,3.2,2
33,2,8.1618,2,32.4374,2,288.3,2,64.8,2,1.022,2,3.0,2
34,2,8.1621,2,32.4374,2,289.0,2,64.8,2,0.996,2,2.9,2
35,2,8.163,2,32.4373,2,288.8,2,64.8,2,1.045,2,2.8,2
36,2,8.1627,2,32.4375,2,288.4,2,62.9,2,0.998,2,2.6,2
37,2,8.1628,2,32.4376,2,287.7,2,64.0,2,0.982,2,2.5,2
38,2,8.1625,2,32.4375,2,287.9,2,64.8,2,1.043,2,2.3,2
39,2,8.1622,2,32.4375,2,288.4,2,64.9,2,0.98,2,2.3,2
40,2,8.163,2,32.4374,2,288.6,2,64.9,2,0.94,2,2.1,2
