CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Transmissivity - Fluorescence - PAR data are nominal and unedited except that some records were removed in editing temperature and salinity.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on how the transmissivity calibration parameters were calculated see the document Transmissivity_Calculation.pdf.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#"Oxygen:Dissolved:CTD was calibrated using the method described in the Sea-Bird Application Note #64-2 of June 2012 (Sea-Bird_64-2_Jun2012.pdf), except that a small offset in the fit was allowed.",,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#The Oxygen:Dissolved:CTD data are considered very roughly to be:,,,,,,,,,,,,,,,,,
#      • ±0.8 ml/l from 0 to 100 dbar,,,,,,,,,,,,,,,,,
#      • ±0.6 ml/l from 100 to 300 dbar,,,,,,,,,,,,,,,,,
#      • ±0.2 ml/l from 300 to 800 dbar,,,,,,,,,,,,,,,,,
#      • ±0.05 ml/l below 800 dbar,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#The primary Salinity:Practical:CTD channel was used for events 0041 and 0043 so it was recalibrated to match the secondary channel which was selected for all other casts.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on the processing see the report 2014-01-proc.pdf,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,INS:LOCATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],Fluorescence:CTD:Wetlabs [mg/m^3],PAR:CTD [µE/m^2/sec]
#,,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20140210
STNBR = P12
CASTNO = 1
DATE = 20140214
TIME =  00:41
LATITUDE = 48.96933
LONGITUDE = -130.66683999999998
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,CTDFLUOR_TSG,CTDFLUOR_TSG_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,,MG/M^3,,UE/m^2/sec,
0,2,8.2547,2,32.4218,2,292.8,2,48.3,2,1.045,2,122.4,2
1,2,8.2546,2,32.4215,2,292.4,2,48.3,2,1.0170000000000001,2,68.9,2
2,2,8.2552,2,32.4213,2,291.2,2,51.5,2,1.021,2,37.0,2
3,2,8.2561,2,32.4212,2,292.1,2,52.9,2,1.0290000000000001,2,25.2,2
4,2,8.2565,2,32.4214,2,293.3,2,59.1,2,1.045,2,19.9,2
5,2,8.2561,2,32.4215,2,291.4,2,62.7,2,1.045,2,18.4,2
6,2,8.2557,2,32.4216,2,292.9,2,62.3,2,1.0590000000000002,2,18.9,2
7,2,8.2536,2,32.4209,2,292.0,2,62.8,2,1.0170000000000001,2,22.2,2
8,2,8.2534,2,32.4211,2,292.0,2,62.8,2,1.02,2,20.2,2
9,2,8.2548,2,32.4212,2,292.5,2,62.7,2,1.0390000000000001,2,18.8,2
10,2,8.2554,2,32.4213,2,291.8,2,62.7,2,1.068,2,16.4,2
11,2,8.255,2,32.4213,2,292.2,2,62.7,2,1.058,2,15.4,2
12,2,8.2548,2,32.4212,2,292.1,2,62.7,2,1.104,2,14.4,2
13,2,8.2536,2,32.421,2,292.2,2,62.7,2,1.1440000000000001,2,13.6,2
14,2,8.2527,2,32.4208,2,291.9,2,62.8,2,1.113,2,12.8,2
15,2,8.2533,2,32.4208,2,292.4,2,62.7,2,1.092,2,11.8,2
16,2,8.2549,2,32.421,2,292.1,2,62.7,2,1.084,2,10.8,2
17,2,8.2545,2,32.4209,2,292.9,2,62.7,2,1.08,2,10.0,2
18,2,8.2549,2,32.4209,2,292.5,2,62.7,2,1.042,2,9.3,2
20,2,8.2549,2,32.4208,2,292.1,2,62.7,2,1.0290000000000001,2,8.1,2
21,2,8.2562,2,32.4211,2,292.2,2,62.8,2,1.014,2,7.6,2
22,2,8.2558,2,32.4212,2,291.9,2,62.8,2,1.024,2,7.1,2
23,2,8.2552,2,32.4211,2,292.1,2,62.7,2,1.037,2,6.7,2
24,2,8.2551,2,32.4208,2,292.2,2,62.9,2,1.045,2,6.1,2
25,2,8.2552,2,32.4209,2,292.2,2,62.9,2,1.089,2,6.0,2
26,2,8.2559,2,32.421,2,291.8,2,62.9,2,1.075,2,5.4,2
27,2,8.2533,2,32.4209,2,292.2,2,63.0,2,1.085,2,5.1,2
28,2,8.253,2,32.4208,2,292.0,2,62.9,2,1.056,2,4.7,2
29,2,8.2527,2,32.4209,2,292.1,2,62.8,2,1.075,2,4.3,2
30,2,8.2477,2,32.4207,2,291.8,2,62.9,2,1.078,2,4.1,2
31,2,8.2485,2,32.4205,2,290.9,2,63.0,2,1.093,2,4.1,2
33,2,-99.0,2,-99.0,2,-99.0,2,63.1,2,1.077,2,3.4,2
34,2,8.2398,2,32.4203,2,291.9,2,63.1,2,1.064,2,3.2,2
35,2,8.2395,2,32.4203,2,291.8,2,63.1,2,1.0979999999999999,2,3.0,2
36,2,8.2398,2,32.4202,2,291.3,2,63.1,2,1.1320000000000001,2,2.8,2
37,2,8.2407,2,32.4201,2,291.9,2,63.1,2,1.123,2,2.7,2
38,2,8.2384,2,32.4201,2,292.1,2,63.1,2,1.104,2,2.6,2
39,2,8.2377,2,32.4202,2,291.8,2,63.1,2,1.082,2,2.4,2
40,2,8.2375,2,32.4203,2,292.0,2,63.2,2,1.055,2,2.2,2
41,2,8.2373,2,32.4203,2,291.9,2,63.2,2,1.083,2,2.1,2
42,2,8.2371,2,32.4203,2,291.8,2,63.2,2,1.13,2,1.9,2
43,2,8.2372,2,32.4203,2,291.8,2,63.3,2,1.1059999999999999,2,1.8,2
44,2,8.237,2,32.4204,2,291.9,2,63.3,2,1.105,2,1.7,2
45,2,8.2367,2,32.4204,2,291.9,2,63.3,2,1.1079999999999999,2,1.7,2
46,2,8.2366,2,32.4205,2,291.4,2,63.4,2,1.2,2,1.6,2
47,2,8.2361,2,32.4207,2,291.8,2,63.3,2,1.087,2,1.5,2
48,2,8.2358,2,32.4208,2,291.8,2,63.3,2,1.073,2,1.4,2
49,2,8.2356,2,32.4209,2,292.1,2,63.4,2,1.073,2,1.3,2
50,2,8.2353,2,32.4209,2,292.0,2,63.5,2,1.03,2,1.2,2
51,2,8.2355,2,32.4209,2,291.2,2,63.5,2,1.0290000000000001,2,1.1,2
53,2,8.2356,2,32.4212,2,291.8,2,63.5,2,1.013,2,1.1,2
54,2,8.2356,2,32.4211,2,293.1,2,63.5,2,1.013,2,1.0,2
55,2,8.2352,2,32.4211,2,291.6,2,63.5,2,1.013,2,0.9,2
56,2,8.235,2,32.4212,2,291.5,2,63.5,2,1.018,2,0.9,2
57,2,8.2346,2,32.4212,2,292.0,2,63.6,2,1.048,2,0.8,2
58,2,8.235,2,32.4214,2,292.8,2,63.6,2,1.061,2,0.8,2
60,2,8.2345,2,32.4213,2,291.7,2,63.6,2,1.0290000000000001,2,0.7,2
61,2,8.2344,2,32.4212,2,291.6,2,63.7,2,1.0290000000000001,2,0.6,2
62,2,8.2341,2,32.4214,2,291.8,2,63.7,2,1.037,2,0.6,2
63,2,8.2341,2,32.4214,2,291.8,2,63.7,2,1.043,2,0.6,2
64,2,8.2342,2,32.4214,2,291.7,2,63.7,2,1.088,2,0.5,2
65,2,8.2344,2,32.4214,2,291.7,2,63.7,2,1.0590000000000002,2,0.5,2
66,2,8.2348,2,32.4214,2,291.8,2,63.7,2,1.001,2,0.5,2
67,2,8.2348,2,32.4215,2,291.2,2,63.7,2,1.054,2,0.4,2
68,2,8.2332,2,32.422,2,291.3,2,63.7,2,1.0490000000000002,2,0.4,2
69,2,8.2294,2,32.4229,2,289.6,2,63.8,2,1.053,2,0.4,2
70,2,8.2245,2,32.4238,2,290.0,2,63.8,2,0.992,2,0.4,2
71,2,8.2221,2,32.4243,2,290.5,2,63.9,2,0.958,2,0.3,2
72,2,8.2157,2,32.4256,2,290.8,2,63.9,2,0.982,2,0.3,2
73,2,8.211,2,32.4266,2,291.0,2,63.9,2,1.0,2,0.3,2
74,2,8.2033,2,32.428000000000004,2,289.7,2,64.0,2,0.978,2,0.3,2
75,2,8.187999999999999,2,32.4309,2,288.7,2,64.0,2,0.934,2,0.3,2
76,2,8.158999999999999,2,32.4359,2,289.0,2,64.1,2,0.934,2,0.2,2
77,2,8.1252,2,32.4411,2,289.3,2,64.2,2,0.914,2,0.2,2
78,2,8.0894,2,32.4471,2,286.8,2,64.5,2,0.835,2,0.2,2
