CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Transmissivity - Fluorescence - PAR data are nominal and unedited except that some records were removed in editing temperature and salinity.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on how the transmissivity calibration parameters were calculated see the document Transmissivity_Calculation.pdf.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#"Oxygen:Dissolved:CTD was calibrated using the method described in the Sea-Bird Application Note #64-2 of June 2012 (Sea-Bird_64-2_Jun2012.pdf), except that a small offset in the fit was allowed.",,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#The Oxygen:Dissolved:CTD data are considered very roughly to be:,,,,,,,,,,,,,,,,,
#      • ±0.8 ml/l from 0 to 100 dbar,,,,,,,,,,,,,,,,,
#      • ±0.6 ml/l from 100 to 300 dbar,,,,,,,,,,,,,,,,,
#      • ±0.2 ml/l from 300 to 800 dbar,,,,,,,,,,,,,,,,,
#      • ±0.05 ml/l below 800 dbar,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#The primary Salinity:Practical:CTD channel was used for events 0041 and 0043 so it was recalibrated to match the secondary channel which was selected for all other casts.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on the processing see the report 2014-01-proc.pdf,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,INS:LOCATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],Fluorescence:CTD:Wetlabs [mg/m^3],PAR:CTD [µE/m^2/sec]
#,,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20140210
STNBR = P10
CASTNO = 1
DATE = 20140213
TIME =  19:06
LATITUDE = 48.89633
LONGITUDE = -129.66884
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,CTDFLUOR_TSG,CTDFLUOR_TSG_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,,MG/M^3,,UE/m^2/sec,
1,2,8.0361,2,32.3636,2,291.1,2,63.1,2,0.706,2,,2
2,2,8.0341,2,32.3636,2,291.7,2,63.2,2,0.7040000000000001,2,,2
3,2,8.0368,2,32.3634,2,291.8,2,63.0,2,0.706,2,,2
4,2,8.0391,2,32.3633,2,291.8,2,62.4,2,0.7040000000000001,2,,2
5,2,8.0393,2,32.3633,2,291.7,2,62.3,2,0.726,2,,2
9,2,8.0311,2,32.3636,2,291.4,2,61.4,2,0.7440000000000001,2,,2
10,2,8.0301,2,32.3636,2,291.2,2,62.6,2,0.805,2,,2
11,2,8.0301,2,32.3635,2,291.0,2,63.6,2,0.8170000000000001,2,,2
12,2,8.0308,2,32.3633,2,291.3,2,63.7,2,0.838,2,,2
13,2,8.0324,2,32.3635,2,291.8,2,63.7,2,0.838,2,,2
14,2,8.0328,2,32.3636,2,292.4,2,63.7,2,0.8390000000000001,2,,2
15,2,8.0318,2,32.3637,2,291.3,2,63.7,2,0.856,2,,2
16,2,8.0305,2,32.3635,2,291.5,2,63.7,2,0.871,2,,2
17,2,8.0325,2,32.3634,2,291.1,2,63.7,2,0.8809999999999999,2,,2
18,2,8.033999999999999,2,32.3634,2,291.1,2,63.7,2,0.8809999999999999,2,,2
19,2,8.0322,2,32.3637,2,291.8,2,63.7,2,0.9179999999999999,2,,2
20,2,8.0306,2,32.3636,2,292.1,2,63.7,2,0.899,2,,2
21,2,8.0302,2,32.3635,2,291.7,2,63.7,2,0.92,2,,2
22,2,8.0312,2,32.3638,2,291.3,2,63.7,2,0.934,2,,2
23,2,8.0307,2,32.3636,2,291.8,2,63.7,2,0.987,2,,2
24,2,8.0311,2,32.3636,2,291.0,2,63.7,2,0.9740000000000001,2,,2
25,2,8.0319,2,32.3636,2,291.4,2,63.7,2,0.996,2,,2
26,2,8.0324,2,32.3636,2,291.8,2,63.7,2,0.992,2,,2
27,2,8.0319,2,32.3638,2,291.5,2,63.7,2,0.982,2,,2
28,2,8.0316,2,32.3636,2,292.4,2,63.7,2,0.997,2,,2
29,2,8.0303,2,32.3637,2,291.2,2,63.7,2,1.018,2,,2
30,2,8.0303,2,32.3637,2,291.0,2,63.7,2,1.034,2,,2
31,2,8.0296,2,32.3636,2,291.7,2,63.7,2,1.062,2,,2
32,2,8.0311,2,32.3635,2,291.8,2,63.7,2,1.06,2,,2
33,2,8.0318,2,32.3636,2,291.5,2,63.7,2,1.042,2,,2
34,2,8.0321,2,32.3636,2,291.7,2,63.7,2,1.028,2,,2
35,2,8.0326,2,32.3636,2,291.7,2,63.7,2,1.0170000000000001,2,,2
